Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
AmeriKKKa's Most Wanted,"You Can't Fade Me/JD's Gaffilin
(prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 5 on ""AmeriKKKa's Most Wanted"". ""JD's Gaffilin"" is omitted from the clean version.",5:12,"May 18, 1990",Other,Yes,https://open.spotify.com/track/1zmiiUy4HZJc9FSYFbDIcT?si=ac4ecdfeaf3047be
AmeriKKKa's Most Wanted,"Turn Off the Radio
(prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 7 on ""AmeriKKKa's Most Wanted"".",2:37,"May 18, 1990",Other,Yes,https://open.spotify.com/track/3mZAGjw1HkE9iyGQhKOohG?si=9c696ab96a4c4ce5
AmeriKKKa's Most Wanted,"Endangered Species (Tales from the Darkside)
(feat. Chuck D) (prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 8 on ""AmeriKKKa's Most Wanted"".",3:21,"May 18, 1990",Other,Yes,https://open.spotify.com/track/0ce0IMri055V8kqyS5FD0U?si=375ec72c297e402f
AmeriKKKa's Most Wanted,"A Gangsta's Fairytale
(prod. The Bomb Squad, Ice Cube & Sir Jinx)
(Gangsta's Fairytale)","Track 9 on ""AmeriKKKa's Most Wanted"".",3:16,"May 18, 1990",Other,Yes,https://open.spotify.com/track/2Jlky2E0SqPFbbVGpdi0ta?si=4aa00570dbac4a21
AmeriKKKa's Most Wanted,"I'm Only Out for One Thang
(feat. Flavor Flav) (prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 10 on ""AmeriKKKa's Most Wanted"". Omitted from the clean version.",2:10,"May 18, 1990",Other,Yes,https://open.spotify.com/track/53rV8ViOYJ02LtjgEiheIe?si=26026aca18144318
AmeriKKKa's Most Wanted,"Get Off My Dick and Tell Yo Bitch to Come Here
(prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 11 on ""AmeriKKKa's Most Wanted"". Omitted from the clean version.",0:56,"May 18, 1990",Other,Yes,https://open.spotify.com/track/6wVKhKxNHLRiLlNwLheFBz?si=7267571c1be14254
AmeriKKKa's Most Wanted,"The Drive-By
(prod. Sir Jinx)","Track 12 on ""AmeriKKKa's Most Wanted"". Omitted from the clean version.",1:01,"May 18, 1990",Other,Yes,https://open.spotify.com/track/7cFPLWGJvzJ2qKkWI9FB5c?si=e3766515b8044b3b
AmeriKKKa's Most Wanted,"Rollin' with the Lench Mob
(prod. The Bomb Squad, Ice Cube & Sir Jinx)","Track 13 on ""AmeriKKKa's Most Wanted"".",3:43,"May 18, 1990",Other,Yes,https://open.spotify.com/track/5yoLjHaSg5Xn5WJEQW6eZX?si=6ad2c99572064ab1
AmeriKKKa's Most Wanted,"Who's the Mack?
(prod. The Bomb Squad & Sir Jinx)","Track 14 on ""AmeriKKKa's Most Wanted"".",4:35,"May 18, 1990",Other,Yes,https://open.spotify.com/track/2OpKJqPII3NWpPnV3cCySO?si=413350db992f41d5
AmeriKKKa's Most Wanted,"It's a Man's World
(feat. Yo-Yo) (prod. Ice Cube & Sir Jinx)","Track 15 on ""AmeriKKKa's Most Wanted"".",5:26,"May 18, 1990",Other,Yes,https://open.spotify.com/track/6brZ1iqIVP5a6EsNhHVlHn?si=7f252e9c4bd64c45
AmeriKKKa's Most Wanted,"The Bomb
(prod. The Bomb Squad & Sir Jinx)","Track 16 on ""AmeriKKKa's Most Wanted"".",3:25,"May 18, 1990",Other,Yes,https://open.spotify.com/track/5dNfZxRbOOjVu9sNYQGpHB?si=debf84360ccf4bd3
"7 on Streaming
0 not on Streaming",Kill At Will,"(05/18/1990) (AmeriKKKa's Most Wanted officially releases)
(12/19/1990) (Kill At Will officially releases)",,,Other,"""Kill At Will"" is an EP released shortly after ""AmeriKKKa's Most Wanted"", capitalizing off the success of his solo rap career, containing a total of seven tracks, two of them being remixes to ""Endangered Species (Tales from the Darkside)"" and ""Get Off My Dick and Tell Yo Bitch to Come Here"". Sir Jinx stated why it's an EP: ""When we did Kill At Will, [it] was just the remixes of the songs from AmeriKKKa’s Most Wanted. [Because] ‘Jackin’ For Beats’ had so many samples in it, it couldn’t be on a record with no other song [due to publishing splits]. So that’s why we made an EP.""",
Kill At Will,"Too $hort - Ain't Nothin' But a Word to Me
(feat. Ice Cube) (prod. Sir Jinx)","Track 8 on ""Short Dog's in the House"" by Too $hort.",4:48,"Sep 11, 1990",Other,Yes,https://open.spotify.com/track/5VLyUpP96RZw9GJaFlwlwA?si=73cd125af9ce491a
Kill At Will,"King Tee - Played Like a Piano
(feat. Ice Cube & Breeze) (prod. DJ Pooh)","Track 14 on ""At Your Own Risk"" by King Tee.",4:59,"Sep 24, 1990",Other,Yes,https://open.spotify.com/track/623SXRZfjnTnvCAM0CT1CP?si=08b948c680804ea6
Kill At Will,"Jackin' For Beats
(prod. Chilly Chill)","Track 2 on the ""Kill At Will"" EP. Originally recorded during the production of ""AmeriKKKa's Most Wanted"", but would release on ""Kill At Will"" instead.",2:57,"Dec 19, 1990",Other,Yes,https://open.spotify.com/track/2I7lgP1f5p5cKH7aNHtEEx?si=eb1e59d0499648b0
Kill At Will,"Get off My Dick and Tell Yo Bitch to Come Here (Remix)
(prod. Sir Jinx)","Track 3 on the ""Kill At Will"" EP.",3:38,"Dec 19, 1990",Other,Yes,https://open.spotify.com/track/2Jt6AZ0cvJUezPi74BVz0c?si=cd2f60a5e08c47b9
Kill At Will,"The Product
(prod. Sir Jinx)","Track 4 on the ""Kill At Will"" EP.",3:35,"Dec 19, 1990",Other,Yes,https://open.spotify.com/track/6bQfSloXNhvkdGUPRM6tXk?si=d2a584048d404c46
Kill At Will,JD’s Gaffilin’ (Part 2),"Track 6 on the ""Kill At Will"" EP.",0:36,"Dec 19, 1990",Other,Yes,https://open.spotify.com/track/5WgKQbQTwi78ODv4C146Yg?si=4c5c2c958df0457c
Kill At Will,"I Gotta Say What Up!!!
(prod. Sir Jinx)","Track 7 on the ""Kill At Will"" EP.",3:06,"Dec 19, 1990",Other,Yes,https://open.spotify.com/track/7wh7DXZQEI6pJfQ7hwfOzf?si=9a081dbe53a64699
"23 on Streaming
0 not on Streaming",Death Certificate,"(12/19/1990) (Kill At Will officially releases)
(10/21/1991) (Death Certificate officially releases)",,,Other,"""Death Certificate"" is the second studio album by Ice Cube, containing two sides: ""The Death Side"", a reflection of current day although in 1991, and ""The Life Side"", a vision of where we need to go. Due to its overtly controversial lyrics, there is no clean version, and some tracks were omitted in the UK. Ice Cube was accused of antisemitism due to ""Black Korea"" and ""No Vaseline"", the latter being a diss track against N.W.A. It was released under Priority Records in October 29, 1991.",
Death Certificate,"Yo-Yo - You Can't Play with My Yo Yo
(feat. Ice Cube) (prod. Ice Cube & Sir Jinx)","Track 3 on ""Make Way for the Motherlode"" by Yo-Yo.",3:34,"Mar 19, 1991",Other,Yes,https://open.spotify.com/track/7yFVwzeawvaoysd2fyCR8t?si=c13566cec832491c
Death Certificate,"Yo-Yo - What Can I Do?
(feat. Ice Cube) (prod. Ice Cube & Sir Jinx)","Track 6 on ""Make Way for the Motherlode"" by Yo-Yo.",4:13,"Mar 19, 1991",Other,Yes,https://open.spotify.com/track/0ocJqFJmwNM7mcTCbozVOe?si=87d0ab13696f4bcb
Death Certificate,"How to Survive in South Central
(prod. Ice Cube & Sir Jinx)","Track 1 on ""Boyz n the Hood"" soundtrack.",3:40,"Jul 9, 1991",Other,Yes,https://open.spotify.com/track/7dIkQYmRsKXAbzshwF7pjI?si=43585c5980564ae6
Death Certificate,"Steady Mobbin'
(prod. Ice Cube & Boogiemen)","Released as the lead single to ""Death Certificate"" on August 9, 1991 as a clean version. Later ending up as Track 4 on ""Death Certificate"".",4:10,"Aug 9, 1991",Other,Yes,https://open.spotify.com/track/2YuEoMW3fTvIqYdTqYE9dd?si=7cd8d0494dd54ec3
Death Certificate,"No Vaseline
(prod. Ice Cube & Sir Jinx)","Released as the B-side to the single ""Steady Mobbin'"" on August 9, 1991, later ending up as track 20 on ""Death Certificate"". A response to various disses toward Cube made by N.W.A, notably on ""Message to B.A."" and ""Real Niggaz"". One of the greatest diss tracks of all time.",5:12,"Aug 9, 1991",Other,Yes,https://open.spotify.com/track/4wEbikMfcSFAukCbbL06si?si=d7b3e6b272bc45cb
Death Certificate,"The Funeral
(prod. Sir Jinx)","Track 1 on ""Death Certificate"".",1:37,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/1R4PyHcrZes2PZwkK48xKy?si=7259bd43a9434517
Death Certificate,"The Wrong Nigga to Fuck Wit
(prod. Ice Cube & Sir Jinx)","Track 2 on ""Death Certificate"".",2:48,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/2b19g6WaqijXOkIfRBkqvJ?si=22178f4bd051475d
Death Certificate,"My Summer Vacation
(prod. Ice Cube & Boogiemen)","Track 3 on ""Death Certificate"".",3:56,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/7LnDfoRFeMhrPc795W07jk?si=2b084c0f06354981
Death Certificate,"Robin Lench
(prod. Boogiemen & Sir Jinx)","Track 5 on ""Death Certificate"".",1:13,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/5hNJtmyWEblt7UkWdClUAZ?si=09a8f62b5cfc4f77
Death Certificate,"Givin' Up the Nappy Dug Out
(prod. Ice Cube & Boogiemen)","Track 6 on ""Death Certificate"". Song about fucking a 17 year old girl, yikes.",4:15,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/6AttcsbQYwd0KDEiW161ka?si=717f3d26fb914341
Death Certificate,"Look Who's Burnin'
(prod. Ice Cube & Sir Jinx)","Track 7 on ""Death Certificate"".",3:53,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/1k6V22dRaI3kOpkH0GetVm?si=e8a11370ee724110
Death Certificate,"A Bird in the Hand
(prod. Ice Cube & Boogiemen)","Track 8 on ""Death Certificate"".",2:17,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/3WRGHnXWuijxSPsWJKYFxC?si=275b55c1ee0e4f4c
Death Certificate,"Man's Best Friend
(prod. Ice Cube & Boogiemen)","Track 9 on ""Death Certificate"".",2:06,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/5xDHsxl4Aq6HAH8gKK1hUB?si=2371bce5e44e402c
Death Certificate,"Alive on Arrival
(prod. Ice Cube & Boogiemen)","Track 10 on ""Death Certificate"".",3:11,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/5JeduSZqxFSyG0dFiRUM5J?si=a3d709fff1ff4a00
Death Certificate,"Death
(feat. Khalid Abdul Muhammad) (prod. Ice Cube)","Track 11 on ""Death Certificate"".",1:03,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/4InKQeCtVx9oiZ0bKkhPei?si=9da2732d21f34640
Death Certificate,"The Birth
(feat. Khalid Abdul Muhammad) (prod. Ice Cube & Sir Jinx)","Track 12 on ""Death Certificate"".",1:21,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/2prAzohKnsbd4vI3q4tog7?si=471ae66c660a4498
Death Certificate,"I Wanna Kill Sam
(prod. Ice Cube & Sir Jinx)","Track 13 on ""Death Certificate"".",3:22,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/5ADJ8noBAW9dBILgrE46Ka?si=d911ad6dbe2845e9
Death Certificate,"Horny Lil' Devil
(prod. Ice Cube & Boogiemen)","Track 14 on ""Death Certificate"".",3:42,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/7teYA38lMnUvY3mF1PdEgH?si=3a62f1fa98654e8b
Death Certificate,"Black Korea
(prod. Ice Cube & Sir Jinx)","Track 15 on ""Death Certificate"".",0:46,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/1PgturIqVGIfeeR13zT5Aa?si=043b26a470af4c53
Death Certificate,"True to the Game
(prod. Ice Cube & Sir Jinx)","Track 16 on ""Death Certificate"". Later was released as a single on September 14, 1992.",4:10,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/01XVwBiMgmGt5Q3GO1YNp9?si=46befa151e34459c
Death Certificate,"Color Blind
(feat. Deadly Threat, Kam, The Maad Circle, King Tee & J-Dee) (prod. Ice Cube & Boogiemen)","Track 17 on ""Death Certificate"".",4:29,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/1giDTOgzHggiIDBviocpet?si=c4fe2429857d47e0
Death Certificate,"Doing Dumb Shit
(prod. Ice Cube & Boogiemen)","Track 18 on ""Death Certificate"".",3:45,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/6cojHKbUP58KTjWhSvp6Lo?si=cfb91849096f4ce0
Death Certificate,"Us
(prod. Ice Cube & Sir Jinx)","Track 19 on ""Death Certificate"".",3:43,"Oct 21, 1991",Other,Yes,https://open.spotify.com/track/3MZj2opYxx00Safh2oyBgn?si=eae988d2e1d34d23
"19 on Streaming
0 not on Streaming",The Predator,"(10/21/1991) (Death Certificate officially releases)
(11/17/1992) (The Predator officially releases)",,,Other,"""The Predator"" is the third studio album by Ice Cube, released through Priority Records on November 17, 1992, a few months after the 1992 L.A. riots. In this album, Ice Cube continues to delve into racial tensions, and addresses allegations about antisemitism in ""When Will They Shoot"".",
The Predator,"Sister Souljah - Killing Me Softly: Deadly Code of Silence
(feat. Ice Cube) (prod. Street Element)","Track 8 on ""360 Degrees of Power"" by Sister Souljah.",3:04,"Jan 1, 1992",Other,Yes,https://open.spotify.com/track/4SaYP1RCbhXD3YAWEa8xYn?si=01a702184b1e4068
The Predator,"Da Lench Mob - All on My Nut Sac
(feat. Ice Cube) (prod. Ice Cube)","Track 5 on ""Guerillas in tha Mist"" by Da Lench Mob.",4:33,"Sep 22, 1992",Other,Yes,https://open.spotify.com/track/5g38oQp90DeQr97aISjpic?si=f8187d3157d7466a
The Predator,"Wicked
(feat. Don Jagwarr) (prod. Ice Cube & Torcha Chamba)","Released as a single on November 3, 1992. Track 4 on ""The Predator"".",3:55,"Nov 3, 1992",Other,Yes,https://open.spotify.com/track/3mXfH030L2E8A6iuf0bCvR?si=ff96491c83e842d5
The Predator,"U Ain't Gonna Take My Life
(prod. Mr. Woody)","Released as part of the single ""Wicked"". Track 11 on ""Bootlegs & B-Sides"".",4:01,"Nov 3, 1992",Other,Yes,https://open.spotify.com/track/6jHjSgnjFZb76vIyizixHu?si=70510482b70842b4
The Predator,"The First Day of School (Intro)
(prod. Ice Cube)","Track 1 on ""The Predator"".",1:20,"Nov 17, 1992",Other,Yes,https://open.spotify.com/track/3BgA8GX9vEe1RqF0pWBtb6?si=fbf2bf6113df4a3f
