Era,Name,Tracklist,Image,Date Made,Quality,Source,Link(s)
Talk About it in the Morning,Talk About It In The Morning,"Officially released tracklist for the Talk About It In The Morning EP.

1. Judge It
2. Refresh
3. Say No More
4. Post Up
5. Pretty Nights (feat. The BMMB)",,"Mar 31, 2015",,Ty$,
Free TC,Airplane Mode,"Officially released tracklist for the Airplane Mode mixtape.

1. Airplane Mode
2. Back in the City
3. Rich Ni$$a
4. Sex on Drugs
5. Do Thangs
6. No Fake $hit
7. Violent 
8. One Thing
9. Money Ruin Friendships
10. All",,"Oct 13, 2015",,Ty$,
Free TC,Free TC,"Officially released tracklist for Free TC.

1. LA
2. Saved
3. Straight Up
4. Solid
5. Horses In the Stable
6. Know Ya
7. Credit
8. Miracle / Wherever
9. Guard Down
10. Sitting Pretty
11. When I See Ya
12. Blasé
13. Only Right
14. Bring It Out of Me
15. Actress
16. Finale",,"Nov 13, 2015",,Ty$,
Free TC,Free TC (Deluxe Edition),"Officially released tracklist for Free TC (Deluxe Edition). Same as the regular edition, except with the removal of ""Actress"" and the added songs ""Like a Drug"", ""Wavy"", ""Long Time"", and ""Westside"".

1. LA
2. Saved
3. Straight Up
4. Solid
5. Horses In the Stable
6. Know Ya
7. Credit
8. Miracle / Wherever
9. Guard Down
10. Sitting Pretty
11. When I See Ya
12. Blasé
13. Only Right
14. Bring It Out of Me
15. Finale
16. Like a Drug
17. Wavy
18. Long Time
19. Westside",,"Mar 25, 2016",,Ty$,
Campaign [V2],Campaign.Master,"Screenshot of a Campaign album copy posted to Ty's Snapchat 7/25/2016 captioned ""Sending off to mastering 👌🏾"". Lacks the bonus track ""Campaign (Charlie Heat Remix)"" and has some alternative names but is otherwise the same as the released version.

1. 1.intro ($Intro)
2. 2.dolla ($)
3. 3.campain (Campaign)
4. 4.whereitsat (??? (Where))
5. 5.5ways (3 Wayz)
6. 6.juice 1
7. 7.zaddy
8. 8.hello 1
9. 9.rnb bitch 1 (R&B)
10. 10.stealing
11. 11.imsoclean (Clean)
12. 12.my song
13. 13.pussy 1
14. 14.no justice
15. 15.watching 1",,"Jul 25, 2016",,Ty$,
Campaign [V2],Campaign,"Officially released tracklist for the Campaign mixtape.

1. $Intro (Intro)
2. $ (Dolla)
3. Campaign
4. ??? (Where) (Where It's At)
5. 3 Wayz
6. Juice
7. Zaddy
8. Hello
9. R&B (RNB Bitch)
10. Stealing
11. Clean (I'm So Clean)
12. My Song
13. Pu$$y
14. No Justice
15. Watching
16. Campaign (Charlie Heat Remix)",,"Sep 23, 2016",,Ty$,
Beach House 3,Beach House 3,"Officially released tracklist for Beach House 3.

1. Famous
2. Famous Lies
3. Love U Better
4. Ex
5. Famous Excuses
6. Droptop in the Rain
7. Don't Judge Me
8. Dawsin's Breek
9. Don't Sleep on Me
10. Stare
11. Famous Friends
12. So Am I
13. Lil Favorite
14. In Your Phone
15. All the Time
16. Famous Army
17. Side Effects
18. Famous Last Words
19. Message in a Bottle
20. Nate Howard Intro",,"Oct 27, 2017",,Ty$,
Beach House 3,Beach House 3 (Deluxe),"The remix of ""Dawsin's Breek"" was mentioned to be on the deluxe in an interview from October 19th, 2017.

1. Famous
2. Famous Lies
3. Love U Better
4. Ex
5. Famous Excuses
6. Droptop in the Rain
7. Don't Judge Me
8. Dawsin's Breek
9. Don't Sleep on Me
10. Stare
11. Famous Friends
12. So Am I
13. Lil Favorite
14. In Your Phone
15. All the Time
16. Famous Army
17. Side Effects
18. Famous Last Words
19. Message in a Bottle
20. Nate Howard Intro

#. Dawsin's Breek (Remix)",,Oct 2017,,Ty$,
Beach House 3,Beach House 3 (Deluxe),"Officially released tracklist for Beach House 3 (Deluxe Edition). Same as the regular edition, except with the addition of songs ""Pineapple"", ""Clout"", ""Number"", ""Drugs"", ""South Beach"", and ""Simple"".

1. Famous
2. Famous Lies
3. Love U Better
4. Ex
5. Famous Excuses
6. Droptop in the Rain
7. Don't Judge Me
8. Dawsin's Breek
9. Don't Sleep on Me
10. Stare
11. Famous Friends
12. So Am I
13. Lil Favorite
14. In Your Phone
15. All the Time
16. Famous Army
17. Side Effects
18. Famous Last Words
19. Message in a Bottle
20. Nate Howard Intro
21. Pineapple
22. Clout
23. Number
24. Drugs
25. South Beach
26. Simple",,"May 11, 2018",,Ty$,
MIH-TY,MihTy,"According to Hitmaka, the project was originally 21 tracks long with features from PARTYNEXTDOOR and Chris Brown. Tracklist for this version is unknown, though it likely contains ""Surrounded"", as it is the only known MIH-TY track featuring Chris Brown.

1-21. ???

?. Surrounded (feat. Chris Brown & Wiz Khalifa)
?. New Level (feat. PARTYNEXTDOOR)",,,,Secondary,
MIH-TY,Berg MIhTY FANALE,"Tracklist for an early version of MihTy, shown in the snippet for ""That's What You Get"". This copy is 18 tracks and around 57 minutes long.

1. My Lil Freak JEREMIH
 2. Fuckin You Tonight Official J FM (FYT)
 3. Going Through Some Things JEREMIH Official 2 CHAINZ 02.08.18 (Goin Thru Some Thangz)
 4. Light JEREMIH Official 02.08.18 (The Light)
 5. On My Way Official JEREMIH w OUTRO
 6. Surrounded TY JEREMIH CB WIZ 1.23.18
7-14. ???
 ?. Thats What You Get Official 03.05.18",,,,Leaked,
MIH-TY,MIH-TY,"Officially released tracklist for MIH-TY in the United States.

1. The Light
2. Goin Thru Some Thangz (Going Through Some Things)
3. FYT (with French Montana) (Fuckin You Tonight)
4. Perfect Timing
5. New Level
6. Take Your Time
7. These Days
8. Surrounded (feat. Chris Brown & Wiz Khalifa)
9. Lie 2 Me
10. Ride It
11. Imitate",,"Oct 26, 2018",,Ty$,
Dream House,Dream House,"Version played at a private LP held a year before Featuring Ty Dolla $ign was released. According to Ty, it sounded 'very different' from the final album, and Usher was present at the LP complaining about the Game of Thrones ending.

1-#?. ???",,2019,,Ty$,
Skrillex Collaboration,???,"Collaborative ""DJ style"" project between Ty and Skrillex. Album copy has 10+ songs including instrumentals, songs with vocals, and ""Ego Death"".

#?. 20 IBIZA
#?. 25 NCIP
#?. CH3
#?. LYM
#?. CH 3
#?. Closer
#?. Long Beach House
#?. Clase Azul
#?. It's 111 Outside
#?. NoWhereFast
#?. Sinaloa
 #?. Still Love me
#?. Studio 54
#?. Ego Death",,,,Leaked,
Featuring Ty Dolla $ign,Featuring Ty Dolla $ign,"According to multiple leaked files, ""Track 6"" was initially titled ""Track 5"", obviously intended to be track 5 on the project. The rest of this tracklist is unknown.

1-4. ???
 5. Track 5 (Thank You Vol. 2, Track 6)
 6-?. ???",,,,Leaked,
Featuring Ty Dolla $ign,Featuring Ty Dolla $ign,"Officially released tracklist for Featuring Ty Dolla $ign.

1. Intro
2. Status
3. Temptations (feat. Kid Cudi)
4. serpentwithfeet Interlude (feat. serpentwithfeet)
5. Spicy (feat. Post Malone)
6. Track 6 (feat. Anderson .Paak, Kanye West & Thundercat)  (Thank You Vol. 2, Track 5)
7. Freak (feat. Quavo)
8. Double R (feat. Lil Durk)
9. Expensive (feat. Nicki Minaj)
10. Burna Boy Interlude (feat. Burna Boy)
11. Tyrone 2021 (feat. Big Sean)
12. It's Still Free TC
13. Real Life (feat. Roddy Rich)
14. Nothing Like Your Exes
15. By Yourself (feat. Jhené Aiko & Mustard)
16. Universe (feat. Kehlani)
17. Lift Me Up (feat. Future & Young Thug)
18. Time Will Tell
19. Dr. Sebi
20. Powder Blue (feat. Gunna)
21. Everywhere
22. Slow It Down
23. Your Turn (feat. 6LACK, Musiq Soulchild & Tish Hyman)
24. Return
25. Ego Death (feat. FKA twigs, Kanye West & Skrillex)",,"Oct 23, 2020",,Ty$,
Cheers to the Best Memories,Cheers to the Best Memories,"According to Ty in an interview, ""We'd go back and forth on our orders and we'd all have different versions. We'd battle until we all agreed. It got crazy, for sure."" Unknown if these copies had completely different tracks from one another, or simply different ordering. According to Ty in a different interview, he, Daniel, and Paul each had seperate playlists of the songs they had made, with Ty wanting ""I Believed It"" closer to the beginning while Daniel wanted it to be the outro.

?-?. ???

?.  I Believed It (feat. Mac Miller)",,,,Ty$,
Cheers to the Best Memories,Cheers to the Best Memories,"According to Ty in an interview, before ""Memories"" was created, Daniel suggested ""Don't Say A Word"" to be the intro of the project. The rest of this tracklist is unknown.

1. Don't Say A Word
?-?. ???",,,,Ty$,
Cheers to the Best Memories,Cheers to the Best Memories,"Officially released tracklist for Cheers to the Best Memories.

1. Memories
2. Don't Say A Word
3. Can You Take It (Interlude)
4. Outside
5. Can't Tell (feat. YG)
6. Somebody That You Don't Know (feat. Rauw Alejandro)
7. Fight Club
8. Rude (Ty Dolla $ign Interlude)
9. Better Yet (dvsn Interlude)
10. Wedding Cake
11. I Believed It (feat. Mac Miller)",,"Aug 20, 2021",,Ty$,
Mustard Collaboration,???,"According to Mustard in an interview with Power 106 Los Angeles, the project was ""completely finished"" and in the mixing and mastering stage, however according to Ty, Mustard kept wanting to change the album and take songs for his project everytime he believed it was finished. According to Ty in multiple interviews, ""My Friends"" was not a throwaway single, and was in fact intended for the album. Ty has also stated on multiple occassions that ""5 In The Morning"" was on this album.

?-?. ???

#?. My Friends (feat. Lil Durk)
#?. 5 In The Morning",,,,Ty$,
$ign Language 2,PBC SL2,"Folder of $ign Language 2 songs sent to Playboi Carti, shown by Luit.

#. dis bitch da... - OV 
#. dont cheat... k - OV
#. Drugs And ... 1_OV 
#. P.I.M.P Ref2_ov 
#. pistol on m... pimp)
#. stand on it R6_OV",,2023,,Leaked,
$ign Language 2,$ign Language 2,"According to Ty, the song that became the outro to ""Vultures"" was originally the intro to $ign Language 2.

1. Sign Language
2. ???
3. Drugs And Sex
3-#?. ???",,2023,,Ty$,
Dance EP,???,"In an interview with Big Boy, Ty announced that he was intending to drop a 5-6 track long EP after the release of Motion, followed up by his solo album at the end of 2023. There were 11-12 different tracks that were in consideration for this EP according to him.

1-#?. ???

#?. Motion",,2023,,Ty$,
Beach House 4 [V2],???,"Copy of the album played for Ye when he and Ty first met in Tokyo and Ty asked Ye to executively produce his album, mentioned to exist by Ty and Ye multiple times.

1-#?. ???",,2023,,Ty$,
Beach House 4 [V2],???,"Tracklist for the solo album that was being worked on in Japan posted by dbmagic to Instagram on December 31st, 2023, originally thought to be an early ¥$ tracklist. Traxster can also be seen working on a song in the image to the left.

1. Sliding (Slide)
2. ???
3. Cheesecake (Back To Me)
4. ???
5. ??? (Dangerous?)
6. Paid
7. ??? (Love Again?)
8. ???
9. ???
10. ???
11. ???
12. ??? (Save A Little?)
13. ??? (Ain't Got No?)
14. Can't Run
15. ???
16. ??? (Holy Mountain?)
17. ??? (New Body?)
18. Motion Remix w/CB",,Jul 2023,,Secondary,
Beach House 4 [V2],???,"Tracklist for the solo album that was being worked on in Japan, partially revealed by Luit. Slightly different from the tracklist above.

1. Sliding (Slide)
2. ???
3. Cheesecake (Back To Me)
4. Dangerous (Burn)
5. ???
6. Paid
7. ???
8. ???
9. ???
10. ???
11. ???
12. ???
13. ???
14. ???
15. ???
16. ???
17. ???
18. Motion (feat. Chris Brown)",,Jul 2023,,Leaked,
¥$,Florence Files,"¥$ copy seen on damn james!'s laptop in a folder titled ""Florence Files"". Most files on the copy are rebounced from earlier YEBU and Beach House 4 versions.

1. 01 Everybody_01
2. 02 Hood Rat_02
3. 03 Beg for Forgiveness_01
4. 04 Problematic_01
4. 04 Problematic_02 Sasha
7. 07 Street Light_01
8. 08 Paperwork_01
8. 08 Paperwork_02 DaBaby
9. 09 Love Love Love_01
10. 10 Bobby digital_01
10. 10 Bobby digital_02 Sasha
11. 11 Unlock_01
11. 11 Unlock_02 Sasha
12. 12 So Soon_01
13. 13 In the Rain_01
14. 14 The Cross_01
15. 15 Matthew 5 16_01
16. 16 Holy Mountain_01
17. 17 Nice to meet You_01
18. 18 Back to Me_01 TY$
18. 18 Back to Me_02 CyHi
18. 18 Back to Me_03 CyHi
19. 19 For Sure_01
20. 20 amazing_01
21. 21 How Much it Takes_01
22. 22 Love again_01
23. 23 love me the most_02
25. 25 Paid_03
26. 26 Sliding_02
27. 27 so good_01
28. 28 word and bono_01
29. 29 Back Outside_01
30. 30 I Forget to Breathe_01
31. 31 A thousand times_01
32. 32 real haters_01
33-41. ???
42. 42 lights on_01

#?. Fuk Sumn
#?. ??? (Whole Time)",,"Sep 1, 2023",,Secondary,
¥$,@ayoaa ye BBPB 9.20,"AyoAA album copy shown by him on stream December 24th, 2025.

1. 1. @AyoAA slide 9/20
#. @AyoAA Fuck Sum 9.20 horns
#. @AyoAA new body 9.20
#. @AyoAA Paperwork
#. @AyoAA Ty SCF V3
#. Back To Me @AyoAA
#. burn ye ty @ayoAA
#. love me the most v3 9.20 @ayoaa
#. paid ayoaa v3 9.20
#. river v3  ayoaa 9/20
#. SO GOOD @AyoAA
#. time movin slow v 4 @AyoAA
#. UP IN THE STARS 9.20 @AyoAA",,"Sep 20, 2023",,Secondary,
¥$,Bad Bitch Playbook,"AyoAA album copy read aloud by him on stream December 24th, 2025.

#. Paid 9.24 @AyoAA
#. Back To Me 9.22 @AyoAA
#. Up In The Stars 9.21 @AyoAA
#. Time Movin Slow 9.20 @AyoAA
#. New Body 9.24
#. Love Me The Most 9.24
#. Fuk Sumn
#. Aperol Spritz 9.24
#. Slide
#. Paperwork",,"Sep 24, 2023",,Secondary,
¥$,¥$ Freestyles,"According to yougotonemore, 14 freestyles were recorded on September 24, 2023.

1. Stay
2. Papa Wanna See
3. Not Inclusive
4. What Am I Missing
5. Same Reason
6. Easy Come Easy Go
7. Sexpectation
8. Imagine That
9. Medium Hard
10. Hopeless
11. Like Me
12. Baggage Claim
13. We Still
14. Somebody Else",,"Sep 24, 2023",,Leaked,
¥$,BAD BITCH PLAY BOOK VOL. 1,"Tracklist seen in the background of the ""Back To Me"" video posted on October 2nd, 2023, later posted in full by JoyBoy.

1. SLIDIN' (Slide)
2. In The Stars
3. New Body
4. Fuck Sum (Fuk Sumn)
5. Paid ye
6. Paper Work ye (Paperwork)
7. Burn
8. Aperol Spritz (BACK OUTSIDE)
9. Love Me The Most
10. Back 2 Me (Back To Me)
11. Time Moving Slow ye
12. Worship ye
13. City Underground ye
14. River ft thug
15. So Good *
16. WE LOVE YOU ?
17. MATHEW (Matthew)
18. So Called Friends
19. Love Again ye",,Oct 2023,,Secondary,
¥$,BAD BITCH PLAYBOOK VOL 1,"Tracklist of IRKO mixes, shown by Joyboy on stream September 10, 2024.

1. RIVER
2. TIME (Time Moving Slow)
3. SLIDE
4. PAID
5. GOOD (So Good)
6. FRIENDS (So Called Friends)
7. NEW BODY
8. BURN
9. STARS
10. BACK (Back To Me)
11. TAKE OFF YA DRESS (Take Off Your Dress)",,Oct 2023,,Secondary,
¥$,BAD BITCH PLAYBOOK VOL 1,"Tracklist of IKRO mixes, shown by Joyboy on stream September 10, 2024.

1. ✓ RIVER
2. ✓ TIME (Time Moving Slow)
3. ✓ SLIDE
4. PAID
5. GOOD (So Good)
6. FRIENDS (So Called Friends)
7. NEW BODY
8. ✓ BURN
9. STARS
10. ✓ BACK (Back To Me)
11. WORSHIP 
12. FUK SUMN",,Oct 2023,,Secondary,
¥$,B.B.P.B,"Tracklist that leaked on Reddit on December 5, 2023, confimed to be a real tracklist made in Italy. Similar to the tracklist that was supposedly loaded onto Apple Music for release.

Part 1 Commit
1. SLIDIN (Slide)
2. In The Stars
3. New Body
4. Fuck Sum (Fuk Sumn)
Part 2 Doubt
5. Paid
6. Paper Work (Paperwork)
7. Burn
Part 3.1 Realisation
8. Love Me The Most
9. Back 2 Me (Back To Me)
10. Time Moves Slow (Time Moving Slow)
11. Worship
12. City Underground
13. So Good?
14. RIVER FT THUG
Part 3.2?",,Oct 2023,,Leaked,
¥$,¥$,"Tracklist loaded onto Apple Music for a release sometime in late October to early November 2023.

1. Slide
2. In The Stars
3. New Body
4. Fuck Sum (Fuk Sumn)
5. Get Paid
6. Paperwork
7. Burn
8. Time Moving Slow
9. Love Me The Most
10. Back To Me
11. Worship
12. City Underground
13. So Good
14. River",,Oct 2023,,Leaked,
¥$,BAD BITCH PLAYBOOK,"40-song tracklist posted by JoyBoy on November 23rd, 2024.

1. SLIDE
2. PAID
3. RIVER
4. SO GOOD
5. TIME (Time Moving Slow)
6. SO CALLED FRIENDS
7. BACK TO ME
8. FUK SUMN
9. STARS
10. BURN
11. NEW BODY
12. WORSHIP
13. Promotion
14. Everybody
15. Beg Forgivness (Beg Forgiveness)
16. Problematic
17. Hoodrat
18. Love Again
19. The Life
20. Paperwork
21. Thumbs Down
22. Future $ound$ (Future Sounds)
23. Codiene (Codeine)
24. Pray
25. EASY COME AND EASY GO
26. I'M STILL THE KING
27. NICE TO MEET U (Nice To Meet You)
28. BOBBY DIGITAL
29. MATHEW SHAKARI RICHARDSON (Matthew)
30. UNLOCKED
31. TOO HOT
32. Fear
32. ALL IS LOVE
33. TALKING
34. WE LOVE YOU
35. Love Love Love
36. FUCK FLOWERS
37. HOPELESS SASHA
38. TAKE OFF YOUR DRESS
39. BACK N THAT IMAGINE THAT
40. ALLIGATOR CARTI",,Oct 2023,,Leaked,
¥$,Bad Bitch Playbook,"List of folders seen on Wheezy's laptop in a vlog from Saudi posted by Wheezy on July 26, 2025.

?. everybody-
?. hopeless
?. imagine that-
?. king
?. lost and found
?. nice to meet you-
?. promotion new-
?. slidin TY$
?. take the fear away",,"Nov 4, 2023",,Secondary,
¥$,Bad Bitch Playbook,"Partial tracklist posted by Luit.

1. Pussy Costs Money
2. I Feel Terrific
3. I Don't Want No Bitches Equal To Me
4. Don't Kill The Party
5-#?. ???",,2023,,Leaked,
Airplane Mode 2 [V1],Airplane Mode 2,"Original, finalized copy of Airplane Mode 2 that was made in late 2023, sometime after the Italy ¥$ sessions, as it features the reworked versions of ""2 Myself"" and ""Back Outside"" that were done in Italy. The copy was thought to be dated November 15, 2023, but the source for this has since been lost.

1. 1 find out
2. 2 icee
3. lick back
4. 4 body language
5. 5 purple in my punch
6. 6 designer drugs
7. 7 none like u
8. 8 codeine addiction
9. 9 pop my shit
10. 10 side tracked
11. 11 2 myslef
12. 12 she s back outside
13. 13 judge me",,Nov 2023,,Secondary,
VULTURES 1,Vultures,"Tracklist posted by Ty to Instagram on December 8, 2023. This is also the exact tracklist shown on Apple Music pre-release. Photo of the tracklist as it was being written by Ye was posted by Hubi to Instagram, showing that ""Slide"" was originally the first track before it was moved later in the tracklist and cropped out of the final Instagram post.

1. SLIDE
1. EVERYBODY
2. BACK TO ME
3. FUK SUMN
4. TIME MOVING SLOW
5. BEG FORGIVENESS
6. SO GOOD
7. PAID
8. TIMBO FREESTYLE
9. SLIDE
10. NEW BODY
11. PROMOTION
12. VULTURES
13. LIFESTYLE
14. DRUNK
15. WORSHIP
16. RIVER
17. GUN TO MY HEAD
18. UNLOCK",,"Dec 8, 2023",,Ty$,
VULTURES 1,Vultures Miami Rave,"Setlist from the Vultures Miami Rave.

1. Everybody
2. Slide
3. Talking
4. Beg Forgiveness
5. Paid
6. River
7. Forever Rollin'
8. Drunk
9. Back To Me
10. Vultures
11. New Body
12. Fuk Sumn",,"Dec 12, 2023",,Ty$,
VULTURES 1,Vultures,"Apple Music pre-release copy with placeholder files that fade out. Leaked in full on July 31, 2024. ""Talking"" was incorrectly uploaded as ""Unlock"" and ""Forever Rollin'"" was incorrectly uploaded as ""Drunk"".

1. Everybody
2. Back to Me
3. Fuk Sumn
4. Time Moving Slow
5. Beg Forgiveness
6. So Good
7. Paid
8. Timbo Freestyle
9. Slide
10. New Body
11. Promotion
12. Vultures (feat. Bump J, Lil Durk)
13. Lifestyle
14. Forever Rollin' (Drunk)
15. Worship
16. River
17. Gun to My Head
18. Talking (Unlock)",,"Dec 15, 2023",,Ty$,
VULTURES 1,Vultures Las Vegas Rave,"Setlist from the Vultures Las Vegas Rave.

1. Dead
2. Honor Roll (Carnival)
3. Talking / Once Again
4. Gun To My Head
5. Matthew
6. Do It",,"Dec 15, 2023",,Ty$,
VULTURES 1,Vultures Vol. 1,"Tracklist posted by TrueFaithWalker to Instagram on February 14, 2024.

1. SLIDE ✓
2. EVERYBODY FULL VERSE
3. BACK TO ME ✓
4. FUK SUMN FULL VERSE
5. Time Moving Slow Improve
6. BEG FORGIVENESS FULL VERSE
7. SO GOOD V8
8. PAID FULL VERSE
9. NEW BODY ✓
10. PROMOTION
11. VULTURES
12. LIFESTYLE
13. WORSHIP ✓
14. RIVER ✓
15. GUN TO MY HEAD
16. UNLOCK X
17. DEAD
18. LOVE ME THE MOST ✓
19. Forever Rollin ✓
20. TAKE OFF YOUR DRESS
21. TIMBO FREESTYLE ? NEED TO GO BACK 1 VERSION (Keys To My Life)",,,,Secondary,
VULTURES 1,Vultures Vol. 1,"Tracklist seen on the back of North West's shirt on January 31, 2024.

1. Everybody (Feat. Charlie Wilson)
2. Back To Me (Feat. Freddie Gibbs & Quavo)
3. Fuk Sumn (Feat. Playboi Carti & Quavo)
4. Time Moving Slow
5. Beg Forgiveness (Feat. Chris Brown)
6. Do It (Feat. YG)
7. Paid (Feat. Future)
8. Timbo Freestyle (Prod. by Timbaland) (Keys To My Life)
9. Slide (Feat. James Blake)
10. Promotion (Feat. Future)
11. Vultures (Feat. Bump J & Lil Durk)
12. Love Love Love
13. Talking (Feat. North West)
14. Hoodrat
15. River (Feat. Young Thug & Leon Bridges)
16. Gun To My Head (Feat. Kid Cudi)
17. Take Off Your Dress
18. Dead (Feat. Future & Lil Durk)",,Jan 2024,,Ty$,
VULTURES 1,Vultures Vol. 1,"Tracklist posted to HipHopDX on February 2, 2024.

1. Stars
2. Paid
3. So Good
4. Vultures (Havoc Version)
5. Fuck Sumn (Fuk Sumn)
6. Do It
7. Back To Me
8. Burn
9. Talking
10. Timbo Freestyle
11. Beg Forgiveness
12. Hoodrat
13. The King",,"Feb 2, 2024",,Secondary,
VULTURES 1,VULTURES 1,"Tracklist posted by Walkerandrews to Instagram.

1. STARS
2. PAID
3. SO GOOD
4. VULTURES
5. FUK SUM (FUK SUMN)
6. BACK 2 ME
7. EVERYBODY
8. BURN
9. TALKING
10. KEYS TO MY LIFE
11. BEG FORGIVENESS
12. HOODRAT
13. DO IT
14. HOOLIGANS (CARNIVAL)
15. KING
16. PAPERWORK",,Feb 2024,,Secondary,
