Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Before Beach House,"Shawn Jackson - Fix Ya Face
(prod. Chordz, Fly Jack & Snowman Jack)",Track 4 on Shawn Jackson's First Of All....,3:28,,Production,No,
Before Beach House,"Shawn Jackson - Go There With You
(feat. Ty) (prod. Mekalek)",Track 9 on Shawn Jackson's First Of All....,3:49,,Feature,No,https://pillows.su/f/5406dbff31c7ad50945b53536f0276fe
Before Beach House,"Shawn Jackson - Feelin' Jack
(prod. Chordz & Fly Jack)",Track 10 on Shawn Jackson's First Of All....,4:16,,Production,No,
Before Beach House,"Shawn Jackson - Countdown
(prod. Chordz & Fly Jack)",Track 11 on Shawn Jackson's First Of All....,4:42,,Production,No,
Before Beach House,"rehearsal
(with Jack Sample Pros) (prod. Jack Sample Pros)","Song released by JACK SAMPLE THUGS to Myspace tagged under the album ""rehearsal"". Lost when Myspace lost all user content uploaded before 2016. The upload date is bugged, being listed as December 31, 2008, or January 1, 2009; the song was likely uploaded sometime in 2009.",3:57,,Production,Lost,https://myspace.com/jacksample/music/album/thug-wars-8632726
Before Beach House,"TiRon - The High
(prod. Jack Sample Pros)",Track 3 on TiRon's Ketchup.,2:38,,Production,No,https://pillows.su/f/191851d7b28ade568b9e9de3623d3c86
Before Beach House,"Pac Div - No No
(feat. Ty) (prod. Jack Sample Pros)",Track 6 on Pac Div's Church League Champions.,3:07,,Feature,Yes,https://open.spotify.com/track/7bLIq11Ey7e1NDKJGGKBLS?si=d8bfa2c87b4c4b55
Before Beach House,"Pac Div - Underdogs (Interlude)
(feat. Ty) (prod. Swiff D)",Track 9 on Pac Div's Church League Champions.,1:56,,Feature,Yes,https://open.spotify.com/track/6BWXUWpwTmqQIMvw5HnEIC?si=6745b9e617454a9f
Before Beach House,"Pac Div - Young Black Male
(feat. Ty) (prod. Swiff D)",Track 11 on Pac Div's Church League Champions.,4:06,,Feature,Yes,https://open.spotify.com/track/6BUBuiL9BYAme1Skj3ublC?si=9790719c6260453e
Before Beach House,"Pac Div - Never
(feat. Ty) (prod. Swiff D)",Track 12 on Pac Div's Church League Champions.,3:24,,Feature,Yes,https://open.spotify.com/track/00ijLTXBJvKixvfcPvB6rw?si=b0159a299fa143ad
Before Beach House,"Pac Div - Back
(feat. Ty) (prod. Swiff D)",Track 13 on Pac Div's Church League Champions.,3:52,,Feature,Yes,https://open.spotify.com/track/6X1WsZl6uyjlxQ3hZgj3pY?si=82978f4b1bc944fc
Before Beach House,"Pac Div - Rollin'
(feat. Ty Dolla $ign) (prod. Swiff D)",Track 7 on Pac Div's Don't Mention It.,3:10,,Feature,No,
Before Beach House,"Pac Div - On Off Switch (Swiff D Mix)
(feat. Ty Dolla $ign) (prod. Swiff D)",Track 10 on Pac Div's Don't Mention It.,4:07,,Feature,No,
Before Beach House,"Pac Div - Don't Mention It
(prod. Jack Sample Pros)",Track 13 on Pac Div's Don't Mention It.,2:47,,Production,No,https://pillows.su/f/b9b4a6bc1557ce1867110c9d1a48b191
Before Beach House,"YG - Toot It & Boot It [V1]
(feat. Ty & TeeCee4800) (prod. Chordz & Ty)
(Toot It and Boot It)",Track 3 on YG's The Real 4Fingaz.,4:02,,Feature,No,https://pillows.su/f/a4100e332386ba987201b6760915d3a4
Before Beach House,"YG - Police
(feat. Ty)",Track 4 on YG's The Real 4Fingaz.,3:46,,Feature,No,https://pillows.su/f/a8c7a40d76e8995293784d5d2e7a2357
Before Beach House,"YG - Betta Ask Somebody
(feat. Ty & Joe Moses) (prod. Chordz & Ty Dolla $ign)",Track 9 on YG's The Real 4Fingaz.,3:57,,Feature,No,https://pillows.su/f/a846da655dbadbc2795621771ff0fb5a
Before Beach House,"YG - Relax
(feat. Ty) (prod. DJ ill Will)",Track 10 on YG's The Real 4Fingaz.,3:39,,Feature,No,https://pillows.su/f/8934857212dca4f621a151bd05e2b645
Before Beach House,"YG - Pop Painkillaz
(feat. Ty)",Track 11 on YG's The Real 4Fingaz.,2:51,,Feature,No,https://pillows.su/f/d7ad557acbff4058a81d86f32c4256b5
Before Beach House,"YG - Mando
(feat. Charley Hood & Ty)",Track 15 on YG's The Real 4Fingaz.,4:14,,Feature,No,https://pillows.su/f/ef372b7c2493bc10f5451783c0984da9
Before Beach House,"YG - Glowin
(feat. Reem Riches & Ty) (prod. Mustard)",Track 18 on YG's The Real 4Fingaz.,3:56,,Feature,No,https://pillows.su/f/7f9f95fa5312b7e43a1398cd4ef1d4c8
Before Beach House,"YG - So Fresh So Fly
(feat. Ty)",Track 22 on YG's The Real 4Fingaz.,3:30,,Feature,No,https://pillows.su/f/8086d577fc4e16b36eb9f82d590f8db6
Before Beach House,"YG - Goin Up
(feat. Ty & Dmac) (prod. Dmac)",Track 23 on YG's The Real 4Fingaz.,4:49,,Feature,No,https://pillows.su/f/cc5adad953d3fdc41567490f1027c556
Before Beach House,"YG - Toot It and Boot It [V2]
(feat. Ty Dolla $ign) (prod. Chordz & Ty Dolla $ign)
(Toot It & Boot It)","Released as a single on June 8th, 2010. Written by YG, TeeCee4800, Nye Lee, Ted Bluechel Jr., and Ty Dolla $ign. Mixed by Dan Naim. Engineered by Ty Dolla $ign. Samples ""Songs in the Wind"" by The Association.",4:04,,Feature,Yes,https://open.spotify.com/track/3AqcBOSlJF7xMgvLpQoa3c?si=ce7fa8b8937f4840
Before Beach House,"X.O. - Heels & Dresses
(feat. Ty Dolla $ign) (prod. Cool & Dre)",Track 16 on The Game & DJ Skee's Brake Lights.,,,Feature,Yes,
Before Beach House,"Kid Ink - Take Over The World
(feat. Ty Dolla $ign) (prod. K.E. on the Track, DJ ill Will & DJ Rockstar)",Track 3 on Kid Ink's Crash Landing.,,,Feature,Yes,
Before Beach House,"Sean Brown - Talk 2 You
(feat. Ty Dolla $ign & Kid Ink) (prod. Young Jerz)",,3:07,,Feature,No,
Before Beach House,"DJ Quik - Nobody
(feat. Suga Free & Ty Dolla $ign) (prod. DJ Quik)",,,,Feature,Yes,
Before Beach House,"YG - She Bad
(feat. Ty Dolla $ign & Rich Boy) (prod. Mustard)",Track 10 on YG's Just Re'd Up.,3:49,,Feature,Yes,https://open.spotify.com/track/6BC5Z921Sgknq7rEB2Bcbn?si=b8a7afa85e16431c
Before Beach House,"YG - In da Mornin
(feat. Big K.R.I.T., Big Sean & Ty Dolla $ign) (prod. Oddz.N.Endz, Jay Houston & Nino)",Track 16 on YG's Just Re'd Up.,4:21,,Feature,Yes,https://open.spotify.com/track/4nv9iCyyaXKm0L9xhlgjsv?si=c53fbe9f0f8d44dd
Before Beach House,"YG - I Got Bitches
(feat. Ty Dolla $ign) (prod. Mustard)",Track 18 on YG's Just Re'd Up.,3:58,,Feature,Yes,https://open.spotify.com/track/5hJfhAq76e8It1vddPJQGK?si=485f52ae9fd449b2
Before Beach House,"YG - Dippin n Sippin
(feat. Ty Dolla $ign & PC) (prod. Mustard)",Track 20 on YG's Just Re'd Up.,4:43,,Feature,Yes,https://open.spotify.com/track/4sztXFIDu5vsICOxxYrZUm?si=023390499a874e6e
Before Beach House,"YG - Won't Change
(feat. Yung Jay R, Ty Dolla $ign & TeeCee4800) (prod. Mustard)",Track 23 on YG's Just Re'd Up.,3:32,,Feature,Yes,https://open.spotify.com/track/4d477nJALCeRcKnPqk3lQz?si=de70585b9e394a7f
Before Beach House,"Kid Ink - Neva Gon Leave
(feat. Ty Dolla $ign) (prod. Young Jerz)",Track 15 on Kid Ink's Daydreamer.,,,Feature,Yes,
Before Beach House,"Mann - Reminisce
(feat. Ty Dolla $ign) (prod. J.R. Rotem)",Track 7 on Mann's Mann's World.,,,Feature,Yes,
Before Beach House,"Problem - Double Dip
(feat. Ty Dolla $ign) (prod. Ty Dolla $ign, G.Ca$$o & Fuego)",,,,Feature,Yes,
Before Beach House,"Terrace Martin - Love
(feat. Ty Dolla $ign & Brittany Barber) (prod. Kenneth Crouch & Terrace Martin)",Track 14 on Terrace Martin's Locke High 2.,3:38,,Feature,Yes,
Before Beach House,"LAW - Lion Hart
(prod. Jack Sample Pros)",Track 18 on LAW's The Outbreak.,3:01,,Production,Yes,https://open.spotify.com/track/7FdUSRTQCkWVhYYSKp9tSj?si=c1f31e2658e64f22
Before Beach House,"Pac Div - The Return
(feat. Ty Dolla $ign) (prod. MyGuyMars)",Track 2 on Pac Div's GMB.,,,Feature,Yes,
Before Beach House,"YG - Go So Deep
(feat. PC & Ty Dolla $ign) (prod. Mustard)",Track 13 on YG's 4Hunnid Degreez.,3:47,,Feature,Yes,https://open.spotify.com/track/2Lcb61FbDzMWwxH3z4j3UW?si=0c0b7f664afd42a9
Before Beach House,"YG - She Don't Love Me
(feat. Ty Dolla $ign) (prod. Mustard)",Track 14 on YG's 4Hunnid Degreez.,3:25,,Feature,Yes,https://open.spotify.com/track/6uDgRmhtybdFPUVIOuMIqq?si=5e5e31dc7b594551
Before Beach House,"Audio Push - 10 Toes
(feat. Ty Dolla $ign)",Track 18 on Audio Push's Inland Empire.,,,Feature,No,
Before Beach House,"Trey Songz - Fumble
(prod. Phonix, Alagy Sanneh, Troy Taylor & Ty Dolla $ign)",Track 13 on Trey Songz' Chapter V.,3:58,,Production,Yes,https://open.spotify.com/track/6d9vjIEw72udfGxAYAokKF
Before Beach House,"Mann - Cookies & OG
(feat. Ty Dolla $ign) (prod. D.R.U.G.$.)",Track 3 on Mann's The L.I.S.A. EP.,,,Feature,No,
"0 Album Track(s)
0 Single(s)
0 Feature(s)
0 Production
0 Other","Raw & Bangin' Mixtape Vol. 1
(Collaboration with Kory as Ty & Kory)","(08/12/2005) (Ty & Kory join Myspace)
(??/??/2006) (Raw & Bangin' Mixtape Vol. 1 is officially released)
(02/03/2008) (Raw & Bangin' Mixtape Vol. 2 is officially released)",,,Other,,
Raw & Bangin' Mixtape Vol. 1,Raw & Bangin' Mixtape Vol. 1 [Mixtape],Full copy of the Raw & Bangin' Mixtape Vol. 1 mixtape.,43:50,,Other,No,"https://imgur.gg/f/0rLpXG9
https://pillows.su/f/b6f785717de3945d0a9da7558ea11d99"
Raw & Bangin' Mixtape Vol. 1,"Hey Ty
(prod. Madlib)","Track 1 on Raw & Bangin' Mixtape Vol. 1. Uses the instrumental to ""Falling"" by Dudley Perkins.",3:30,,Mixtape Track,No,https://pillows.su/f/4d5a334b618251649ccfcf2bc2b8d145
Raw & Bangin' Mixtape Vol. 1,"Turn It Up
(prod. Moka Only)","Track 2 on Raw & Bangin' Mixtape Vol. 1. Uses the instrumental to ""Interlude II"" by Moka Only.",1:41,,Mixtape Track,No,https://pillows.su/f/617eb2bbd9cf3c3f7dcc4dc4b4924b8a
Raw & Bangin' Mixtape Vol. 1,Hustla's Theme,Track 3 on Raw & Bangin' Mixtape Vol. 1.,3:31,,Mixtape Track,No,https://pillows.su/f/680db20f448d0a70fe4782120aab9568
Raw & Bangin' Mixtape Vol. 1,"Reap
(prod. Madlib)","Track 4 on Raw & Bangin' Mixtape Vol. 1. Uses the instrumental to ""What It Is"" by 427.",3:14,,Mixtape Track,No,https://pillows.su/f/d7612d0e2975b26fe2cad56305b4472a
Raw & Bangin' Mixtape Vol. 1,Freak You,Track 5 on Raw & Bangin' Mixtape Vol. 1.,1:23,,Mixtape Track,No,https://pillows.su/f/5810ce1cca09ea8f918d852562676629
Raw & Bangin' Mixtape Vol. 1,Hey Hey,Track 6 on Raw & Bangin' Mixtape Vol. 1.,2:09,,Mixtape Track,No,https://pillows.su/f/0b01d6af5a707e7504bda18fd1c1d696
Raw & Bangin' Mixtape Vol. 1,"Playas
(prod. Shafiq Husayn)",Track 7 on Raw & Bangin' Mixtape Vol. 1.,1:36,,Mixtape Track,No,https://pillows.su/f/7bfa199633aa2cf043466ac3bb0ac920
Raw & Bangin' Mixtape Vol. 1,Bag Of Trees,Track 8 on Raw & Bangin' Mixtape Vol. 1.,3:11,,Mixtape Track,No,https://pillows.su/f/b1c51316e3f40d99dbd6fc4dba37a643
Raw & Bangin' Mixtape Vol. 1,Get Right,Track 9 on Raw & Bangin' Mixtape Vol. 1.,0:30,,Mixtape Track,No,https://pillows.su/f/656abb0e61313946a79f703176e28441
Raw & Bangin' Mixtape Vol. 1,Re-Up,Track 10 on Raw & Bangin' Mixtape Vol. 1.,2:27,,Mixtape Track,No,https://pillows.su/f/f35d698ddd26adfe9dbbe5e2a5c944da
Raw & Bangin' Mixtape Vol. 1,Work That Body (Snippet),Track 11 on Raw & Bangin' Mixtape Vol. 1.,0:37,,Mixtape Track,No,https://pillows.su/f/ce686b597fa526ebb2167c5740c508b6
Raw & Bangin' Mixtape Vol. 1,Dope (Snippet),Track 12 on Raw & Bangin' Mixtape Vol. 1.,0:35,,Mixtape Track,No,https://pillows.su/f/5e8b42dc59596190d9ec84229f8ac2c2
Raw & Bangin' Mixtape Vol. 1,Do You Wanna (Snippet),Track 13 on Raw & Bangin' Mixtape Vol. 1.,0:29,,Mixtape Track,No,https://pillows.su/f/7c897fad99fe94dff9b7791dcf041678
Raw & Bangin' Mixtape Vol. 1,Physical,Track 14 on Raw & Bangin' Mixtape Vol. 1.,2:41,,Mixtape Track,No,https://pillows.su/f/8ba7674f35aadaa3e6ee4fb002820983
Raw & Bangin' Mixtape Vol. 1,Baby Holla,Track 15 on Raw & Bangin' Mixtape Vol. 1.,2:51,,Mixtape Track,No,https://pillows.su/f/6d02bb9b05a0800ad8190f8346abee42
Raw & Bangin' Mixtape Vol. 1,That Girl 2004,Track 16 on Raw & Bangin' Mixtape Vol. 1.,3:42,,Mixtape Track,No,https://pillows.su/f/3fdf349587f75e7b41dfac54e3882eb5
Raw & Bangin' Mixtape Vol. 1,"Stressed Out
(prod. Moka Only)","Track 17 on Raw & Bangin' Mixtape Vol. 1. The song was on the soundtrack for The Cookout. Uses the instrumental to ""Love Comes"" by Moka Only.",2:38,,Mixtape Track,No,https://pillows.su/f/d2c1a13b470d9467694ed118d82340a5
Raw & Bangin' Mixtape Vol. 1,Freak,Track 18 on Raw & Bangin' Mixtape Vol. 1.,4:12,,Mixtape Track,No,https://pillows.su/f/1332ad4c5e22e5cf75e3ba1bd47aa39b
Raw & Bangin' Mixtape Vol. 1,It Ain't Nothin' Wrong,Track 19 on Raw & Bangin' Mixtape Vol. 1.,2:53,,Mixtape Track,No,https://pillows.su/f/7e679d491870c536ecc5d0ef505a67d7
"0 Album Track(s)
0 Single(s)
5 Feature(s)
0 Production
0 Other","Raw & Bangin' Mixtape Vol. 2
(Collaboration with Kory as Ty & Kory)","(08/12/2005) (Ty & Kory join Myspace)
(??/??/2006) (Raw & Bangin' Mixtape Vol. 1 is officially released)
(02/03/2008) (Raw & Bangin' Mixtape Vol. 2 is officially released)",,,Other,,
Raw & Bangin' Mixtape Vol. 2,"Black Milk - U
(feat. Ty & Kory) (prod. Black Milk)",Track 5 on Black Milk's Popular Demand.,3:12,,Feature,Yes,https://open.spotify.com/track/6BPDoxOuWi11ZLEqYoqiqU?si=d04503791ba84275
Raw & Bangin' Mixtape Vol. 2,"The Earl - Pillow Talk
(feat. Ty & Kory)",Unknown song released by Footlong Development to Myspace. Lost when Myspace lost all user content uploaded before 2016.,4:09,,Feature,Lost,https://myspace.com/footlongdevelopmentsound/music/album/the-earl-ft.-ty-kory-7440546
Raw & Bangin' Mixtape Vol. 2,Raw & Bangin' Mixtape Vol. 2 [Mixtape],Full copy of the Raw & Bangin' Mixtape Vol. 2 mixtape.,43:40,,Other,No,"https://imgur.gg/f/mlcbbIE
https://pillows.su/f/34344bcc2b3b77624506f73cc80e6b9c"
Raw & Bangin' Mixtape Vol. 2,"Intro [V2]
(feat. Venus Brown) (prod. Jack Sample Pros)","Track 1 on Raw & Bangin' Mixtape Vol. 2. Uploaded by Chordz to SoundCloud on September 3, 2011.",1:24,,Mixtape Track,No,"https://soundcloud.com/itsjustdrugs/01-intro-featuring-venus-brown?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
https://pillows.su/f/646ed5212678e7f6fabf33a26848bbd4"
Raw & Bangin' Mixtape Vol. 2,"Irresistable
(feat. Snoop Dogg & Ashlee Simpson)",Track 2 on Raw & Bangin' Mixtape Vol. 2.,3:32,,Mixtape Track,No,https://pillows.su/f/14de9dc34a3058afe8c2e2fcbe5029b3
Raw & Bangin' Mixtape Vol. 2,"I Shine
(prod. Madlib)","Track 3 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""Misled"" by Dudley Perkins.",1:56,,Mixtape Track,No,https://pillows.su/f/21a67fef13c77b6178b41c67160afcc9
Raw & Bangin' Mixtape Vol. 2,"R&B Sangas
(prod. Sean C & LV & Diddy)","Track 4 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""Roc Boys (And The Winner Is)..."" by JAY-Z.",1:37,,Mixtape Track,No,https://pillows.su/f/ba43de9ed80f6cf90c3b7a5367271341
Raw & Bangin' Mixtape Vol. 2,"I'm Paid
(feat. Redman)",Track 5 on Raw & Bangin' Mixtape Vol. 2.,1:55,,Mixtape Track,No,https://pillows.su/f/0d1c382f12c6a65eec105470a17585f7
Raw & Bangin' Mixtape Vol. 2,"Dice Game
(prod. Soulja Boy)","Track 6 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""Crank That (Soulja Boy)"" by Soulja Boy.",2:04,,Mixtape Track,No,https://pillows.su/f/404e81bbdb30d841b22bc906bd922960
Raw & Bangin' Mixtape Vol. 2,Ghetto,Track 7 on Raw & Bangin' Mixtape Vol. 2.,2:42,,Mixtape Track,No,https://pillows.su/f/a2cef0abeb46e3f9166f39bf171f0813
Raw & Bangin' Mixtape Vol. 2,"Flyin Away
(prod. J. Dilla)","Track 8 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""Sleeping Like A Dog"" by J. Dilla.",2:32,,Mixtape Track,No,https://pillows.su/f/49d554137d576934b58aed199a6b04fc
Raw & Bangin' Mixtape Vol. 2,"Hot Thang
(prod. will.i.am)","Track 9 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""Hot Thing"" by Talib Kweli.",2:08,,Mixtape Track,No,https://pillows.su/f/698152a2e5c376a1260ed0969f9260a6
Raw & Bangin' Mixtape Vol. 2,Always Be There,Track 10 on Raw & Bangin' Mixtape Vol. 2.,2:41,,Mixtape Track,No,https://pillows.su/f/5583baa5a07621609c852389dffd5794
Raw & Bangin' Mixtape Vol. 2,I Think About You,Track 11 on Raw & Bangin' Mixtape Vol. 2.,2:13,,Mixtape Track,No,https://pillows.su/f/b889e2795c68a64acc572eff12bb1a90
Raw & Bangin' Mixtape Vol. 2,Musty Skit,Track 12 on Raw & Bangin' Mixtape Vol. 2.,1:59,,Mixtape Track,No,https://pillows.su/f/b1040c22a415319b1c69dd027b9fbe12
Raw & Bangin' Mixtape Vol. 2,"Shawn Jackson - Coast Ta Coast
(feat. Ty)",Track 13 on Raw & Bangin' Mixtape Vol. 2.,1:16,,Mixtape Track,No,https://pillows.su/f/e56ca928fd73d391591830bb80810a4c
Raw & Bangin' Mixtape Vol. 2,Million Dollar Nigga,Track 14 on Raw & Bangin' Mixtape Vol. 2.,2:17,,Mixtape Track,No,https://pillows.su/f/1f5c5a7926c3610f334787f3149963a3
Raw & Bangin' Mixtape Vol. 2,"And If
(feat. Sa-Ra) (prod. Sa-Ra & Ty)",Track 15 on Raw & Bangin' Mixtape Vol. 2.,0:51,,Mixtape Track,No,https://pillows.su/f/0cc311761c3fb3c980089e7075ad9543
Raw & Bangin' Mixtape Vol. 2,"Can't Tell
(prod. Kanye West)","Track 16 on Raw & Bangin' Mixtape Vol. 2. Uses the instrumental to ""U, Black Maybe"" by Common.",2:39,,Mixtape Track,No,https://pillows.su/f/49c5569cc2d79658cbc3679bf555a45f
Raw & Bangin' Mixtape Vol. 2,"Lyssii - Can't Change
(feat. Kory)",Track 17 on Raw & Bangin' Mixtape Vol. 2.,3:13,,Mixtape Track,No,https://pillows.su/f/d0b0de658151954ea7ca05f6888836f8
Raw & Bangin' Mixtape Vol. 2,Big Life,Track 18 on Raw & Bangin' Mixtape Vol. 2.,2:54,,Mixtape Track,No,https://pillows.su/f/ddd9c6d9acf53f180f31e780c11ed97f
Raw & Bangin' Mixtape Vol. 2,Strip Club,Track 19 on Raw & Bangin' Mixtape Vol. 2.,3:37,,Mixtape Track,No,https://pillows.su/f/c5888feb846f9484e3b9579c2277f230
Raw & Bangin' Mixtape Vol. 2,"Erykah Badu - Master Teacher
(feat. Georgia Anne Muldrow, Bilal & Ty & Kory) (prod. Shafiq Husayn & Georgia Anne Muldrow)","Track 8 on Erykah Badu's New Amerykah Part One (4th World War). Keyboards played by Shafiq Husayn and Georgia Anne Muldrow. Composed by Shafiq Husayn. Written by Curtis Mayfield and Georgia Anne Muldrow. Mixed by Mike Chavarria and Tom Soares. Engineered by Mike Chavarria and Chris Bell. Samples ""Freddie's Dead"" by Curtis Mayfield.",6:48,,Feature,Yes,https://open.spotify.com/track/0egD1uT2yUv7vT0BabMELT?si=8e47fe4c18dd4f1e
Raw & Bangin' Mixtape Vol. 2,i cant let u go,"Unknown song released by Ty & Kory to Myspace. Lost when Myspace lost all user content uploaded before 2016. The upload date is bugged, being listed as December 31, 2008, or January 1, 2009; the song was likely uploaded sometime in 2009.",2:57,,Other,Lost,https://myspace.com/tyandkory/music/song/i-cant-let-u-go-34741942-36247982
Raw & Bangin' Mixtape Vol. 2,"Shafiq Husayn - The U.N. Plan
(feat. Ty & Kory) (prod. John Taylor, Allakoi Peete, Shafiq Husayn, Ty & KenBts)",Track 3 on Shafiq Husayn's Shafiq En' A Free Ka. Guitar played by John Taylor. Mixed by KenBts. Percussion and Berimbau played by Allakoi Peete. Programmed and recorded by Shafiq Husayn and KenBts. Synthesizer played by Shafiq Husayn and Ty. Modular synthesizer and micromoog played by KenBts and Ty Griffin.,4:53,,Feature,No,"https://shafiqhusayn.bandcamp.com/track/the-u-n-plan
https://pillows.su/f/9c74d44db4fc4b4a1a81e2bb60847159"
Raw & Bangin' Mixtape Vol. 2,"Wifey Number 2 (Re-up '09)
(prod. Daru Jones)",Track 21 on Daru Jones' SPIRIT & SOUL-HOP SAMPLER 09.,2:35,,Other,No,"https://darujones.bandcamp.com/track/ty-kory-wifey-number-2-re-up-09
https://pillows.su/f/468a9e1d143c22b6b593fcd5625a2494"
Raw & Bangin' Mixtape Vol. 2,"Shawn Jackson - How You Do It
(with Ty & Kory) (prod. Jack Sample Pros)",Track 8 on Shawn Jackson's Hollywood Shuffle Side B.,2:53,,Feature,No,"https://tresrecords.bandcamp.com/album/hollywood-shuffle-side-b
https://pillows.su/f/357166e3384f1a0076512285a9d67fe5"
"0 Album Track(s)
0 Single(s)
0 Feature(s)
0 Production
0 Other",Hou$e on the Hill,(05/02/2011) (Hou$e on the HIll is officially released),,,Other,,
Hou$e on the Hill,Hou$e on the Hill [Mixtape],"Full copy of the Hou$e on the Hill mixtape. Hosted by DJ ill Will and DJ Mustard. Recorded at Spaced Out Studios, The G Spot Studio, On Top Of LA Studios, and Record Plant Recording Studios. Mixed at Spaced Out Studios, Porter Ranch Studios, and Red Bull Studios. Edited at Spaced Out Studios.",56:11,,Other,No,"https://pillows.su/f/fb80a4d1500473e60189cb9d641910b2
https://imgur.gg/f/H2JmeiH
https://mixtapemonkey.com/1213/ty-dolla-sign-house-on-the-hill"
Hou$e on the Hill,"Intro
(feat. BJ the Chicago Kid, Iman Omari, Jazzy Bailey & Mike Ant) (prod. Chordz & Ty$)","Track 1 on House on the Hill. Arranged by Chad Morris and Fuego. Recorded by Bo Pesci. Additional vocals provided by BJ the Chicago Kid, Iman Omari, Jazzy Bailey, and Mike Ant.",0:30,,Mixtape Track,No,https://pillows.su/f/bba792b0420619f45b23a9afc090824e
Hou$e on the Hill,"Never 2 Much
(feat. DJ Mustard) (prod. Chordz & Thundercat)",Track 2 on House on the Hill. Bass played by Thundercat. Mixed and edited by Chordz. Recorded by D.R.U.G.$. Additional vocals provided by DJ Mustard. Written by Problem.,3:43,,Mixtape Track,No,https://pillows.su/f/096042ed9e55787a939901d162d50d2a
Hou$e on the Hill,"All Star [V1]
(feat. Joe Moses & DJ Mustard) (prod. Fuego)","Track 3 on House on the Hill. Recorded by Bo Pesci and Ty$. Written by Joe Moses, Kory Stewart, Lady G Da Real Deal, and Nano.",3:42,,Mixtape Track,No,https://pillows.su/f/f02e08632aab3abd633606a890b032b0
Hou$e on the Hill,"Next 2 You
(feat. will.i.am) (prod. Chordz & Fuego)",Track 4 on House on the Hill. Written by will.i.am. Mixed by Ty$.,3:26,,Mixtape Track,No,https://pillows.su/f/aae66d63e408408f9aa74ee0a7c92fac
Hou$e on the Hill,"Photoshop (Snippet)
(feat. G.Ca$$o) (prod. G.Ca$$o, Ty$, Fuego & Sorry Jaynari)",Track 5 on House on the Hill.,1:09,,Mixtape Track,No,https://pillows.su/f/70155f4b31b9a85f82aaa1cead6be026
