Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
The Score,⭐ I Shot The Sheriff,"From the Fugees' 1994 session with John Peel. Was premiered on the October 14th 1994 broadcast of BBC One's John Peel Show, and played again on the May 27th 1995 episode. A cover of the Bob Marley song of the same title led by Wyclef, with Ms. Hill harmonizing in the background.",3:42,"Sep 8, 1994","Oct 14, 1994",Full,CD Quality,https://pillows.su/f/b6dab38e212633137954528888f41164
The Score,"🏆 Killing Them Softly
(prod. Fugees & Jerry Duplessis)
(Killing Me Softly, Killing Me Softly With His Song)","According to Roberta Flack, ""They wanted to change the lyrics to make the song about anti-drugs and anti-poverty... It was more Norman [Gimbel] and Charlie [Fox] [the songwriters behind 'Killing Me Softly With His Song'] that wanted their song to not be changed... They invented a new version of the song, using some musical ideas from my version.""",,,,Confirmed,Not Available,https://pitchfork.com/thepitch/1027-inside-fugees-the-score-20-years-later-with-its-collaborators/
The Score,"Project Heads
(prod. Salaam Remi)","A track recorded early on in production of The Score, mentioned by Salaam Remi in an interview with Pitchfork. Salaam also tried to get the track onto the soundtrack for Spike Lee's 1995 film Clockers.",,,,Confirmed,Not Available,https://pitchfork.com/thepitch/1027-inside-fugees-the-score-20-years-later-with-its-collaborators/
The Score,"Ready or Not [V1]
(prod. Jerry Duplessis & Fugees)","Jerry Duplessis and Wyclef Jean had originally produced the beat on an MPC after hearing Enya's ""Boadicea"" in the Stephen King film Sleepwalkers. Ms. Hill was not present in the initial recording session.",,,,Confirmed,Not Available,https://www.billboard.com/music/rb-hip-hop/ladies-first-31-female-rappers-who-changed-hip-hop-5923011/
The Score,"Ready or Not [V2]
(ref. Ms. Lauryn Hill) (prod. Jerry Duplessis & Fugees)","According to Pras, Ms Hill had left the group at one point, shortly after breaking up with Wyclef, but had agreed to come to the studio to record a reference for the hook for them to record over. She recorded her reference vocals while crying, leaving mid-recording.",,,,Confirmed,Not Available,https://www.billboard.com/music/rb-hip-hop/ladies-first-31-female-rappers-who-changed-hip-hop-5923011/
The Score,"Ready or Not [V3-V?]
(prod. Jerry Duplessis & Fugees)","According to Pras, when Ms. Hill rejoined the groups months after laying the reference vocals, she tried to go back to rerecord the hook. However, they ended up going with her original reference version.",,,,Confirmed,Not Available,https://www.billboard.com/music/rb-hip-hop/ladies-first-31-female-rappers-who-changed-hip-hop-5923011/
The Score,⭐ Rebel Rapper,"From the Fugees' 1994 session with John Peel. Was premiered on the October 14th 1994 broadcast of BBC One's John Peel Show, and played again on the May 27th 1995 episode. Performed by Wyclef and Ms. Hill.",4:04,"Sep 8, 1994","Oct 14, 1994",Full,High Quality,https://pillows.su/f/8647dbc178735360cb3d687aee0e5ce4
The Score,⭐ Tranzlator Jazz 💎,"From the Fugees' 1994 session with John Peel. Was premiered on the October 14th 1994 broadcast of BBC One's John Peel Show, and played again on the May 27th 1995 episode. Ms. Hill interpolates the show tune ""My Favorite Things"", which she would later reinterpret again in ""Black Rage"".",2:52,"Sep 8, 1994","Oct 14, 1994",Full,High Quality,https://pillows.su/f/e6d9f7622c650293f71a7c85b92cda0c
The Score,"Method Man - Lost In The Masquerade
(feat. Ms. Lauryn Hill) (prod. 4th Disciple)
(Tha Fall)","Unreleased Method Man track featuring a verse from Ms. Hill. The beat was later reused on ""Tha Fall"" from 4th Disciple's mixtape The Best Of 740 Vol. 1.",,1994,,Full,High Quality,https://pillows.su/f/3ee51109a8e8aa26245ff810997e0e55
The Score,"🏅 Shaquille O' Neal - ???
(feat. Fugees)","A track by Shaq featuring the Fugees was planned for his 1997 album You Can't Stop The Reign, built around a sample of ""Concrete Jungle"" by Bob Marley and The Wailers. Features ""raw, high energy"" from all performers, with claims highlighting Ms. Hill's verse. Ended up being scrapped, allegedly as Pras felt the track's arrangement didn't suit the Fugees.",,,,Confirmed,Not Available,https://www.facebook.com/groups/903704217635796/posts/1226353815370833/
The Score,"??? - ???
(feat. Ms. Lauryn Hill)","According to Salaam Remi, ""She’d actually done [the Fu-Gee-La's chorus lines] on another record for another artist before that—it was in her rhyme. So she had to call that artist and be like, ‘Look, I’m using this for the Fugees’ album, so I’ll change your record and make something else.’ They agreed to it."" Unknown who's song this was for, other than that it was for an artist working with producer Muhammad Bell.",,,,Confirmed,Not Available,https://ambrosiaforheads.com/2016/02/the-fugees-fu-gee-la-set-the-score-for-the-group-salaam-remi-explains/
"16 Full
0 Tagged
2 Partial
21 Snippet(s)
0 OG File(s)
0 Stem Bounce(s)
17 Unavailable",The Miseducation of Lauryn Hill,,,,,,,
The Miseducation of Lauryn Hill,"✨ Can't Take My Eyes Off Of You
(prod. Ms. Lauryn Hill)
(Can't Take My Eyes Off Of You (I Love You Baby))","Track fourteen on an early unmastered copy of The Miseducation of Lauryn Hill. Features additional production with more background vocalizatons and adlibs compared to release. Also has a different intro and drums. Longer than the released bonus track version, with an extra minute of Ms. Hill vocalizing and adlibing.",4:41,1998,,Full,Lossless,https://pillows.su/f/212118ae68e01bfc13aeca47cb40d6a8
The Miseducation of Lauryn Hill,"Anthony Hamilton - Deep In My Heart [V1]
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)
(The Miseducation of Lauryn Hill)",Reference track originally recorded for Anthony Hamilton.,,,,Confirmed,Not Available,https://www.xxlmag.com/a-track-by-track-breakdown-of-the-miseducation-of-lauryn-hill/
The Miseducation of Lauryn Hill,"Deep In My Heart [V2]
(prod. Ms. Lauryn Hill)
(The Miseducation of Lauryn Hill)","Similar to the next version, but slightly shorter.",3:45,,,Full,High Quality,https://pillows.su/f/f138e9d5d2947bc187889c4b892c57d1
The Miseducation of Lauryn Hill,"✨ Deep In My Heart [V3]
(prod. Ms. Lauryn Hill)
(The Miseducation of Lauryn Hill)","Features an earlier mix, no record static effect, and additional harmonies and vocal takes towards the end of the song. Track twelve on an early unmastered copy of The Miseducation of Lauryn Hill.",3:54,1998,,Full,Lossless,https://pillows.su/f/6c9e14ba1e9197a600478038a65ebb63
The Miseducation of Lauryn Hill,"Doo Wop (That Thing) [V1]
(prod. Ms. Lauryn Hill)","Snippet from home video footage from the sessions at Tuff Gong Studios in Kingston, Jamacia. Snippets show different adlibs and different piano production.",,1998,"Jul 15, 2018",Snippet,Recording,"https://pillows.su/f/011dc209b7a955f0b79a45dce06b4751
https://pillows.su/f/66588c1dcf6210873b681f9d39f4362a"
The Miseducation of Lauryn Hill,"Doo Wop [V2]
(prod. Ms. Lauryn Hill)
(Doo Wop (That Thing))","Track six on an early unmastered copy of The Miseducation of Lauryn Hill. Missing the ""Intellegent Woman"" skit.",4:00,1998,,Full,Lossless,https://pillows.su/f/b867af54139e7e19f96b886940eb7d65
The Miseducation of Lauryn Hill,"Doo Wop (That Thing) [V3]
(prod. Ms. Lauryn Hill)",Similar to the single release version but with censored words re-dubbed. Found on a demo record.,4:00,1998,,Full,Lossless,https://pillows.su/f/a0fd2b2d5158741b96b98f774baceecf
The Miseducation of Lauryn Hill,"Everything Is Everything
(prod. Ms. Lauryn Hill)",Track ten on an early unmastered copy of The Miseducation of Lauryn Hill. Slightly longer than release.,5:00,1998,,Full,Lossless,https://pillows.su/f/cf423987f969e9c23a2438b242168d11
The Miseducation of Lauryn Hill,"Edith's Wish - Ex-Factor [V1]
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","According to Rasheem Pugh, this song and ""When It Hurts So Bad"" were originally written for the rock band Edith's Wish. However, seeing the personal direction Ms. Hill was taking the songs in, they ended up keeping the tracks for The Miseducation of Lauryn Hill. Originally had more of a rock sound, inspired by Jimi Hendrix's ""Little Wing"". Rasheem described Ms. Hill as ""singing in her rock voice"", in a completely different style before they chose to re-cut the song with a more hip-hop approach.",,,,Confirmed,Not Available,https://www.xxlmag.com/a-track-by-track-breakdown-of-the-miseducation-of-lauryn-hill/
The Miseducation of Lauryn Hill,"Ex-Factor [V2]
(prod. Ms. Lauryn Hill)","Seen on a partial tracklist in home video footage from the sessions at Tuff Gong Studios in Kingston, Jamacia. A snippet of a version with additional production can be heard in the footage.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/467d2aeeb1ad81bfe67bcf8e444b3337
The Miseducation of Lauryn Hill,"Ex-Factor [V3]
(prod. Ms. Lauryn Hill)",Track four on an early unmastered copy of The Miseducation of Lauryn Hill.,5:25,1998,,Full,Lossless,https://pillows.su/f/835392c9ee9fab46b15d81fe96cdb4d4
The Miseducation of Lauryn Hill,"Final Hour [V1]
(prod. Johari Newton)","According to New Ark producer Johari Newton, this song was originally written over a break beat sampling Aretha Franklin. ""We wrote that over an Aretha Franklin break beat, and then she decided to get Premier to do the beat. But me and [Lauryn] wrote it... The keys and the bass on there were different. Lauryn sung on it and wrote a lot of the lyrics with me, but she kinda let me arrange it.""",,,,Confirmed,Not Available,https://www.xxlmag.com/a-track-by-track-breakdown-of-the-miseducation-of-lauryn-hill/
The Miseducation of Lauryn Hill,"🏅 Final Hour [V2]
(prod. DJ Premier)","According to New Ark producer Johari Newton, DJ Premier produced a version of the track, supported by his writing credit on release. Ms Hill can be seen recording over a completely different beat from the released version in a snippet from home video footage from the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/e0cc9719891184b6c1e6f91140bf15a6
The Miseducation of Lauryn Hill,"Final Hour [V3]
(prod. Ms. Lauryn Hill)","Version with a different beat and a different vocal take. According to Kilo, ""It had three different beats—we had all kinds of beats while she was doing 'Final Hour'"". Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/eca8eb5476d7d72af743401761e3b410
The Miseducation of Lauryn Hill,"Forgive Them Father [V1]
(prod. Ms. Lauryn Hill)","Seen on a partial tracklist in footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",6:34,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"Forgive Them Father [V2]
(prod. Ms. Lauryn Hill)","Track eight on an early unmastered copy of The Miseducation of Lauryn Hill. Missing the first ""What Do You Think"" interlude.",4:32,1998,,Full,Lossless,https://pillows.su/f/d08911a220f2013f323c1943a35dea3c
The Miseducation of Lauryn Hill,"I Used To Love Him [V1]
(prod. Vada Nobles)","According to Johari Newton, ""Vada had this beat, and she was pacing in the attic, just saying these words. Some of the words that didn't get on the song were some of the most incredible words—some of the best words didn't even make the record.""",,1998,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,I Used To Love Him [V2],"Snippet from footage taken by New Arc's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Features a very different beat and a faster tempo.",,1999,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/74b697f7b390748d52956aee3926eccf
The Miseducation of Lauryn Hill,"I Used To Love Him [V3]
(prod. Ms. Lauryn Hill)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Missing production from release and has different drums. Unknown if Mary J. Blige was on the track at this point.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/1a74dc7a5aea31afa03afb5216f8e5bb
The Miseducation of Lauryn Hill,"I Used To Love Him [V4]
(feat. Mary J. Blige) (prod. Ms. Lauryn Hill)",Track seven on an early unmastered copy of The Miseducation of Lauryn Hill. Slightly longer than release.,5:43,1998,,Full,Lossless,https://pillows.su/f/db5501591bb43d30f383b153ab4fbb54
The Miseducation of Lauryn Hill,"Lost Ones [V1]
(prod. Ms. Lauryn Hill)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Features different production. Recorded on Ms. Hill's first day at Tuff Gong.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/e4ec077ffd1d6cf57e8e8713d9cefea5
The Miseducation of Lauryn Hill,"Lost Ones [V2]
(prod. Ms. Lauryn Hill)","Seen on a partial tracklist in footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Features additional backing vocals.",6:24,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/e93a4a8d90025e02392b92e4f9d064b6
The Miseducation of Lauryn Hill,"Lost Ones [V3-V5]
(prod. Ms. Lauryn Hill)","According to Rasheem Pugh, ""in Jamaica she could not come up with a chorus for that song. We went from Jamaica all the way home, months and months and months, and she did like three or four choruses, and could not figure it out. Then we were in a studio in East Orange—my man has a studio there called Perfect Pair—and I walked in and I [sang the melody] and she was like, ""That's it!""""",,,,Confirmed,Not Available,https://www.xxlmag.com/a-track-by-track-breakdown-of-the-miseducation-of-lauryn-hill/
The Miseducation of Lauryn Hill,"Lost Ones [V6]
(prod. Ms. Lauryn Hill)","Track one on an early unmastered copy of The Miseducation of Lauryn Hill. Missing the ""Love"" interlude.",4:25,1998,,Full,Lossless,https://pillows.su/f/beb11a06efee32ad66e1d4c717dca4c1
The Miseducation of Lauryn Hill,"Nothing Even Matters [V1]
(prod. Ms. Lauryn Hill)","Initial solo demo Ms. Hill showed to D'Angelo. According to New Ark producer Tejumold Newton, she originally wanted Ben Harper to feature on the track, but he was too busy with his album Burn to Shine.",,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"Nothing Even Matters [V2]
(prod. Ms. Lauryn Hill)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. In the snippet Ms. Hill sings notably faster than release, with different production in the background.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/589181eab4c7e19a4244820839516d33
The Miseducation of Lauryn Hill,"✨ Nothing Even Matters [V3]
(feat. D'Angelo) (prod. Ms. Lauryn Hill)",Track thirteen on an early unmastered copy of The Miseducation of Lauryn Hill. More piano led and has additional backing vocals on some points where the released version doesn't. Has other slight instrumental differences and a very different mix.,5:49,1998,,Full,Lossless,https://pillows.su/f/9122a9dcfb9cd2accbfd9abbcf389759
The Miseducation of Lauryn Hill,"Superstar
(prod. Ms. Lauryn Hill)",Track three on an early unmastered copy of The Miseducation of Lauryn Hill.,4:56,1998,,Full,Lossless,https://pillows.su/f/586ee1b4617e4e54a6e54ba13c886e97
The Miseducation of Lauryn Hill,"Sweetest Thing (Mahogany Mix)
(prod. Ms. Lauryn Hill)
(The Sweetest Thing)","Track eleven on an early unmastered copy of The Miseducation of Lauryn Hill. Similar to the released single, but with twenty one seconds of silence at the end.",4:46,1998,,Full,Lossless,https://pillows.su/f/691ce8bcfa499177f815af886fa6938f
The Miseducation of Lauryn Hill,"To Zion [V1]
(prod. Che Pope & Ms. Lauryn Hill)","Zion Marley's song ""Marching"" uses unused vocals recorded during this session.",,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"To Zion [V2]
(prod. Che Pope & Ms. Lauryn Hill)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Features different drums, and the hook is sung at a different pitch.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/67fedf22b0d655cc58e1f9241ea4f166
The Miseducation of Lauryn Hill,"To Zion [V3]
(prod. Che Pope & Ms. Lauryn Hill)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. More similar to release than the previous version.",,1999,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/6caa7c789d068a691421fa1754723644
The Miseducation of Lauryn Hill,"To Zion [V4]
(feat. Carlos Santana) (prod. Che Pope & Ms. Lauryn Hill)","Track five on an early unmastered copy of The Miseducation of Lauryn Hill. Missing the ""How Many Of You Have Ever"" interlude.",4:34,1998,,Full,Lossless,https://pillows.su/f/5b9409470a7836b4ebdcc05d39ff9f8b
The Miseducation of Lauryn Hill,"Welcome Back [V1]
(prod. Tejumold Newton)
(Every Ghetto, Every City)","According to Tej, ""It was written during the sessions, a track that I had written with Kilo, and then she changed the track and kept the lyrics. That's a song that Kilo helped her write lyrically. I actually wrote the chords to that. It's a derivative song, because she wrote the song to a track that I had done and then she replaced it.""",,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"Welcome Back [V2]
(Every Ghetto, Every City)","Snippet from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Features piano and drums not found on release.",,,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/df9836c3f0df8702e8c86097e2e50964
The Miseducation of Lauryn Hill,"✨ Welcome Back [V3]
(Every Ghetto, Every City)","Track nine on an early unmastered copy of The Miseducation of Lauryn Hill. Has a completely different beat and lacks the second ""What Do You Think"" interlude.",4:40,1998,,Full,Lossless,https://pillows.su/f/e4fad9b7d6aa12a1802677325ac99336
The Miseducation of Lauryn Hill,"Edith's Wish - Loved Real Hard Once [V1]
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)
(When It Hurts So Bad)","According to Vada Nobles, both this song and ""Ex-Factor"" were originally written for the rock band Edith's Wish. However, seeing the personal direction Ms. Hill was taking the songs in, they ended up keeping the tracks for Miseducation.",,,,Confirmed,Not Available,https://www.rollingstone.com/music/music-news/inside-the-miseducation-of-lauryn-hill-252219/
The Miseducation of Lauryn Hill,"Loved Real Hard Once [V2]
(prod. Ms. Lauryn Hill)
(When It Hurts So Bad)","Seen on a partial tracklist in footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia. Ms. Hill can be seen in the footage recording on a version featuring additional piano and harp production.",6:38,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/2f826b56db81b741845cde7af1041cf5
The Miseducation of Lauryn Hill,"When It Hurts So Bad [V3]
(prod. Ms. Lauryn Hill)
(Loved Real Hard Once)","Track two on an early unmastered copy of The Miseducation of Lauryn Hill. Missing the ""Love Is Confusion"" skit.",4:54,1998,,Full,Lossless,https://pillows.su/f/1b2a8277384397e0efbd18098fd6c5b9
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track, posted to Rasheem Pugh's facebook.",,1998,"Sep 17, 2016",Snippet,Recording,https://pillows.su/f/662f59e2d3ba9f8962b40afefae873fd
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/d71e92aa1d7fd844edb2ae664c20ae74
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/9e99d97d2c68cf933228cf0595415b0f
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/958aca5aa4f39cad7683872fb4b87b10
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/4087b895d5c8c6ccbcc7f8f1cb36385d
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/d3c08889dd1e3d3a4b8c5271754f98a8
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/01da9d03b17c8c286b2cfcc4435b5aca
The Miseducation of Lauryn Hill,???,"Snippet of an unknown track from footage taken by New Ark's Rasheem Pugh during the sessions at Tuff Gong Studios in Kingston, Jamacia.",,1998,"Jul 15, 2018",Snippet,Recording,https://pillows.su/f/d236d7ca877b70e0d025e23a1f05d68c
The Miseducation of Lauryn Hill,Unknown [Album Copy],"According to Rohan Marley, Lauryn brought an early copy of The Miseducation of Lauryn Hill to Sony, which was dismissed as ""coffee table music"", and she went back and revised her material. It is unknown what tracks were on this copy.",,,,Confirmed,Not Available,https://www.rollingstone.com/music/music-news/inside-the-miseducation-of-lauryn-hill-252219/
The Miseducation of Lauryn Hill,Unknown [Versions],"According to several collaborators, most tracks on the album would go through several different iterations before Ms. Hill would settle on the final versions. She would try multiple alternate verses and instrumental ideas with each song.",,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"Aretha Franklin - A Rose Is Still a Rose
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","Initial reference track for the title track of Aretha Franklin's 1998 album, confirmed by collaborators and the track's credits. Ms. Hill's background vocals remain present on the released track.",,1997,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"🏅 CeCe Winans - On That Day
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)",Original reference track by Ms. Hill. Snippet posted to Facebook by New Ark producer Rasheem Pugh.,,,"Aug 21, 2024",Partial,Recording,https://pillows.su/f/6dd5ad9ed74dde9782eaa455a76d0743
The Miseducation of Lauryn Hill,"🏆 D'Angelo - Feel Like Making Love
(feat. Ms. Lauryn Hill) (prod. D'Angelo & J Dilla)","Version with a Ms. Hill feature confirmed to exist by the liner notes on Voodoo. According to album producer ?uestlove, the fact the two were unable to meet and finalize the track in person is likely what caused the feature to be scrapped. He also said this version was produced by J Dilla, though he isn't credited on the final release.",,,,Confirmed,Not Available,https://www.slate.com/articles/arts/music_box/2013/02/behind_the_scenes_with_questlove_and_d_angelo_on_voodoo.html
The Miseducation of Lauryn Hill,"D'Angelo - Water No Get Enemy [V1]
(ref. D'Angelo) (prod. D'Angelo)","A cover of the song by Fela Kuti slated to appear on D'Angelo's album Voodoo. Planned to be a duet with Ms. Hill, but she allegedly didn't feel comfortable doing the song so they decided to do ""Feel Like Making Love"" instead. Interpolates ""Bam Bam"" by Chaka Demus in a similar way to ""Lost Ones"". A snippet of a version with D'Angelo doing reference vocals for Ms. Hill was played by Joseph Patel on The Lot Radio, claiming he received the track on an early advance copy of the album.",~6:00,,"Oct 19, 2025",Partial,Recording,https://pillows.su/f/66fd7647bc5e7f4f5413740f8f674164
The Miseducation of Lauryn Hill,"D'Angelo - Water No Get Enemy [V2]
(feat. Ms. Lauryn Hill) (prod. D'Angelo)",A version recorded on by Ms. Hill is claimed to exist.,,,,Rumored,Not Available,
The Miseducation of Lauryn Hill,"Whitney Houston - All That I Can Say
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","According to Whitney Houston, the track was originally written for her to use for her album My Love Is Your Love. She was unable to find time to record for it, so it ended up being given to Mary J. Blige for Mary while she instead had Ms. Hill help her produce a cover of Stevie Wonder's ""I Was Made To Love Her"".",,,,Confirmed,Not Available,
The Miseducation of Lauryn Hill,"Whitney Houston - I Was Made To Love Him
(ref. Ms. Lauryn Hill) (prod. Ms. Lauryn Hill)","Initial reference track, confirmed to exist by Rasheem Pugh.",,,,Confirmed,Not Available,
"6 Full
2 Tagged
3 Partial
2 Snippet(s)
0 OG File(s)
0 Stem Bounce(s)
36 Unavailable",The Intangibles,,,,,,,
