Era,Name,Tracklist,Image,Date Made,Quality,Source,Link(s)
Mylo Xyloto,Mylo Xyloto,"Seemingly later tracklist. Identical to the released tracklist but with Car Kids replacing Charlie Brown.

1. Mylo Xyloto
2. Hurts Like Heaven
3. Paradise
4. Car Kids
5. Us Against the World
6. M.M.I.X.
7. Every Teardrop is a Waterfall
8. Major Minus
9. U.F.O.
10. Princess of China
11. Up in Flames
12. A Hopeful Transmission
13. Don’t Let It Break Your Heart
14. Up with the Birds",,?,Blurry,Coldplay,
Mylo Xyloto,Mylo Xyloto,"Officially released tracklist for Mylo Xyloto.

1. Mylo Xyloto
2. Hurts Like Heaven
3. Paradise
4. Charlie Brown
5. Us Against The World
6. M.M.I.X.
7. Every Teardrop Is a Waterfall
8. Major Minus
9. U.F.O.
10. Princess of China
11. Up in Flames
12. A Hopeful Transmission
13. Don't Let It Break Your Heart
14. Up With The Birds",,2011,Clear,Coldplay,
Ghost Stories,Ghost Stories,"Early tracklist seen in 'The Making Of Ghost Stories'.

1. O
2. The Race
3. Another's Arms
4. Atlas
5 True Love
6. Ghost Stories (Ghost Story)
7. Oceans
8. Tomorrow World Without You
9. Fly On

Others:
Mist",,2013,Clear,Coldplay,
Ghost Stories,Ghost Stories,"Officially released tracklist for Ghost Stories.

1. Always In My Head
2. Magic
3. Ink
4. True Love
5. Midnight
6. Another's Arms
7. Oceans
8. A Sky Full Of Stars
9. O",,2014,Clear,Coldplay,
A Head Full of Dreams,A Head Full of Dreams,"Tracklisting from July 2015. Not in order.

A Head Full Of Dreams
Adventure Of A Lifetime
Amazing Day
Army of One
Birds
Everglow
Forever, Whatever
Fun
Hymn for the Weekend
Kaleidoscope
Up&Up",,2015,N/A,Leaked,
A Head Full of Dreams,A Head Full of Dreams,"Officially released tracklist for A Head Full Of Dreams.

1. A Head Full Of Dreams
2. Birds
3. Hymn For The Weekend
4. Everglow
5. Adventure Of A Lifetime
6. Fun
7. Kaleidoscope
8. Army Of One
9. Amazing Day
10. Colour Spectrum
11. Up&Up",,2015,Clear,Coldplay,
A Head Full of Dreams,Kaleidoscope E.P.,"Officially released tracklist for Kaleidoscope.

1. All I Can Think About Is You
2. Miracles (Someone Special)
3. A L I E N S 
4. Something Just Like This (Tokyo Remix)
5. Hypnotised (EP Mix)",,2017,Clear,Coldplay,
Everyday Life,The Lovers,"Tracklist for an early version of Everyday Life. Not in order & incomplete.

Wedding Bells
Church
Broken
Biutyful
Champion Of The World
Love Is A Mighty River
Old Friends
Orphans
Weirdo
When I Need A Friend",,2019,N/A,Leaked,
Everyday Life,Everyday Life,"Officially released tracklist for Everyday Life.

Sunrise

1.Sunrise
2. Church
3. Trouble in Town
4. BrokEn
5. Daddy
6. WOTW / POTP
7. Arabesque
8. When I Need a Friend

Sunset

1. Guns
2. Orphans
3. Èkó
4 Cry Cry Cry
5. Old Friends
6. Bani Adam
7. Champion Of The World
8. Everyday Life",,2019,Clear,Coldplay,
Music of the Spheres,Music of the Spheres,"Early tracklist for Music Of The Spheres, featuring Blessed, which was the lead single before Higher Power was made. (Exact number of tracks is unknown but assumed to be similar to the final release.)

1. ---
2. ---
3. Blessed
4. ---
5. ---
6. ---
7. ---
8. Biutyful
9. ---
10. Infinity Sign
11. ---
12. ---",,"Dec 16, 2020",Clear,Leaked,
Music of the Spheres,Music of the Spheres,"Officially released tracklist for Music Of The Spheres.

1. Music Of The Spheres
2. Higher Power
3. Humankind
4. Alien Choir
5. Let Somebody Go
6. Human Heart
7. People Of The Pride
8. Biutyful
9. Music Of The Spheres ii
10. My Universe
11. Infinity Sign
12. Coloratura",,2021,Clear,Coldplay,
Moon Music,Moon Music,"Early tracklists seen in the Moon Music Notebook. Almost all the same.

1. MOON MUSiC
2. JUPiTER🌈 
3. feelslikeimfallinginlove
4. GOOD FEELiNGS
5. ALL MY LOVE
6. MOON MUSiiC (ALiEN HiTS / ALiEN RADiO)
7. FRNDZ (Man In The Moon)
8. MOON MUSiiiC (Earthling)
9. One World",,2023,Clear,Coldplay,
Moon Music,Moon Music,"Early tracklist seen in a Tiktok with Nile Rodgers and a YouTube video of Ayra Starr
1. MOON MUSiC
2. Man in The Moon
3. JUPiTER
4. GOOD FEELiNGS
5. ALL MY LOVE
6.  🌈 (NEON FOREST)
🌈 (M.U.S.I.C.) 
🌈 (ANGELSONG)
7. WE PRAY
8. feelslikeimfallinginlove
9. ONE WORLD",,Dec 2023,Clear,Secondary,
Moon Music,Moon Music,"Early tracklist seen in a picture of Elyanna and Chris in (presumably) his home studio in Malibu. (?)

1. MOON MUSiC
2. feelslikeimfallinginlove
3. JUPiTER
4. GOOD FEELiNGS
5. m.u.s.i.c. (🌈 | ALiEN HiTS / ALiEN RADiO)
6.  🌈 (ALiEN HiTS / ALiEN RADiO)
7. WE PRAY
8. AETERNA / m.u.s.i.c.
9. feelslikeimfallinginlove pt. 2 LUNA
10. ALL MY LOVE
11. ONE WORLD (1🌍)

Others:
Aeterna
Aiko
A Wave
Man in The Moon
Luna
i Am A Mountain
m.u.s.i.c.
WE PRAY",,Feb 2024,Blurry,Coldplay,
Moon Music,Moon Music,"Officially released tracklist for Moon Music.

1. MOON MUSiC
2. feelslikeimfallinginlove
3. WE PRAY
4. JUPiTER
5. GOOD FEELiNGS
6. ALiEN HiTS / ALiEN RADiO
7. iAAM
8. AETERNA
9. ALL MY LOVE
10. ONE WORLD",,2024,Clear,Coldplay,
Alphabetica,Alphabetica (2022),"Early concept for Alphabetica. Consists of demos from 2019 - 2022. May be fake.

All My Friends Are Aliens
bROKeN Blues
Colores
Day 'n' Nite
ESP Emoticon emoticon endless emotions (Live)
Famous Old Painters
GREAT SCOTT, MARTY (LIALD)
Hazy sun quiet (Daydream)
Izzy's Prayer (Blessed)
Jupiter
Kiss On The Lips
Love Is A Mighty River
My Heart
Neon Trees / Neon Forest
O The Only One
pirates Treasure
q a r b e s u a e (Arabesque Act ii)
R The Race
Snow (falling, on Christmas Day)
Two Aliens
UFO Pt 2
Vitamins
Wedding Bells
X.T.C aeterna
You're The One For Me
Zimbabwe (Until The Water Flows Over)",,2022,Clear,Secondary,
