"Era","Name","Notes","Track Length","File Date","Leak Date","Available Length","Quality","Link(s)"
"Death Race for Love","Showstopper*
(prod. Hit-Boy & G-Dav)
(Two Cups, 2 Cups)","Throwaway made in collaboration with Hit-Boy & G-Dav. Initially previewed via a Chris Long snippet of the footage. Another part of the footage was shared by @juicehistory on Twitter. Recording previewed via ChrisLongFilms' TikTok on December 24th, 2025. Another recording was shared on February 14th, 2026. Full 28:54 recording of the session leaked on March 23rd, 2026.","N/A","Jan 15, 2019","","Full","Recording","http://music.froste.lol/song/4f8a312b93403794fed3eccf8cd274e8/play
https://music.froste.lol/song/ab816c8345bc0a2b29dc82a3182cb65e
http://music.froste.lol/video/207c88d8c4930b3d0d3fdf5ee58db66b/play
https://music.froste.lol/video/5e8eccf563a9bd03946babf35a7eda33
https://transfer.it/t/P0ToyKxBQZgQ"
"The Outsiders","🥇 Lay Low*
(prod. DJ Scheme & Nuri)","Throwaway made in collaboration with DJ Scheme. Initially previewed in an Instagram story on August 29th, 2019. Several more snippets have leaked since, the most recent of which is a partial video from Chris Long's studio session recording. Full footage for the song leaked on March 22nd, 2026.","2:00+","Aug 29, 2019","","Partial","Recording","https://lastshare.org/share/Zf0FyIqARGBZ4v8"
"Death Race for Love","More Love*
(prod. Andrew Watt)
(Your Love)","Throwaway dedicated to Ally Lotti previewed by Juice WRLD in an Instagram live on November 19th, 2018. Several snippets of the Chris Long footage have leaked since, most recently being on January 18th, 2026. After 6 snippets of the session recording surfaced, the footage finally leaked in full on March 22nd, 2026.","N/A","Nov 19, 2018","","Full","Recording","https://music.froste.lol/song/1f8ef06677354abd77af10298a1fc9e8
https://music.froste.lol/song/521694eb1fbf9a3ec966fb87101a7702
http://music.froste.lol/song/0bb1c798f38b70d467e2376863a0d03a/play
http://music.froste.lol/video/0bc3bb3975b974e708802feb519aee36/play
https://music.froste.lol/video/83d5395810fe58de8c9d731fc080edf0
http://music.froste.lol/video/679af326b891892859b5b4f459c7c947/play"
"Death Race for Love","🏆 Stainless*
(prod. Richie Souf)
(Blown Away)","Throwaway recorded alongside ""Baller Of The Year"" & ""Road Rage"" previewed by Juice's manager, Pete, during an Instagram live on August 9th, 2024. Previewed once more by Pete on December 24th, 2024, and on April 20th, 2025 he showcased the second verse of the song. Beforehand he mentioned that the song was open verse, so that was contradictory. A recording of @vaultofjuice playing the song in a VC leaked on January 25th, 2026. A snippet of the footage for the song leaked on February 2nd, 2026, and another leaked on February 13th, 2026. An even longer (1:15) snippet of the footage leaked on March 17th, 2026. Among the Top 10 songs chosen by fans during the voting for the deluxe edition of The Party Never Ends.","N/A","Feb 12, 2019","","Partial","Recording","https://lastshare.org/share/V1OskpjpdNYHP5S"
"WRLD ON DRUGS","Make The News
(prod. Nick Mira)
(Four Main Hoes)","OG Filename: MAKE THE NEWS
Throwaway previewed by @vaultofjuice during an Instagram live on January 31st, 2024. Was slated for a groupbuy further into 2025, however, it did not run. Eventually a $15,000 blind buy was opened on March 14th, 2026, and the song leaked in full on March 17th, 2026.","2:55","N/A","Mar 17, 2026","OG File","High Quality","https://music.froste.lol/song/e208f5365fc0bb58e34f43ff13e64dd9
https://pixeldrain.com/u/qjPy85EJ
http://music.froste.lol/video/efc53bed6d3c902808b0ea2546444ee1/play"
"Goodbye & Good Riddance","Don't Care [V1]
(with SYKI) (prod. 0)
(Aye Woah)","Original version of Juice WRLD & Kill.ZERO's collaboration Don't Care. Has an extra verse from Juice which wasn't used on release. Was said to be lost before being previewed on February 16th, 2026.","N/A","N/A","Feb 16, 2026","Partial","Recording","http://music.froste.lol/song/25252714f783a677fdf4c0e7abe4890a/play
http://music.froste.lol/song/2c29d469b07c3f727772ff32c7ddad4c/play
http://music.froste.lol/video/238571fb6b37b44392bf80b4a0144d28/play"
"Posthumous","✨ Bullet For My Valentine [V2]
(prod. Mitch Mula)
(Scott And Ramona)","OG Filename: Juice Wrld - Bullet for My Valentine 24bit MASTER Copy 1
Mastered version of Bullet For My Valentine, seemingly made for The Party Never Ends. Leaked in full on February 10th, 2026.","2:50","Nov 7, 2024","Feb 10, 2026","OG File","Lossless","http://music.froste.lol/song/506caaff188ae2594a78c33eb1d0d315/play
https://pixeldrain.com/u/GpHtjPrq"
"Death Race for Love","⭐ Mula*
(prod. Dre Moon)
(Friends, Benz)","Throwaway initially previewed by @vaultofjuice during an Instagram live on March 19th, 2025. Recorded during a session with Dre Moon on February 4th, 2019, alongside ""Pokémon,"" ""Keep That,"" ""Red Eye,"" and ""Invasion."" Previewed several more times throughout 2025, until 2026, when Cold shared a recording of him playing the song on January 29th, 2026. He would then share a HQ snippet the day after. Previewed twice again by Cold on February 5th, 2026. Finally leaked on February 10th, 2026, after a successful $8,500 blind groupbuy.","5:01","Feb 4, 2019","Feb 10, 2026","Full","High Quality","http://music.froste.lol/song/3fabcfa980a01db9f6e47b6ebd3a7ee0/play
https://pixeldrain.com/u/FvwUNPWN
https://music.froste.lol/video/f9460070bdf4d801c391576078df57aa"
"Death Race for Love","🏆 Baller Of The Year*
(prod. Richie Souf)
(Cavalier)","Throwaway recorded on February 12th, 2019, alongside ""Road Rage,"" ""Stainless,"" and a few other unheard songs. Full freestyle and partial snippet of the actual song shared by Chris Long Films in his ""Baller Of The Year Freestyle"" video. Full footage for the song leaked on February 10th, 2026. Shares an instrumental with Lil Gotit's ""Pyrex Kid.""","2:54+","Feb 12, 2019","Feb 10, 2026","Full","Recording","https://lastshare.org/share/NZUk3780vbazYwh"
"WRLD ON DRUGS","WRLD On Drugs [V5]
(with Future) (prod. BHUNNA, Don Cannon, Oogie Mane & TreshaunBeatz)
(World On Drugs)","OG Filename: World On Drugs- V3
Shorter version of WRLD On Drugs. Has a minute of silence at the end. Leaked as L & R Files on February 10th, 2026. Rebounced on October 18th, 2020, for some reason.","4:34","N/A","Feb 10, 2026","OG File","High Quality","http://music.froste.lol/song/ba63ac1db343a1bb4d1970fd4e79cb99/play
https://pixeldrain.com/u/VsFAUaRk
https://pixeldrain.com/u/qmoybNq4
https://pixeldrain.com/u/Gwczt71H"
"WRLD ON DRUGS","WRLD On Drugs [V2]
(with Future) (prod. BHUNNA, Don Cannon, Oogie Mane & TreshaunBeatz)
(World On Drugs)","OG Filename: Rough
Rough mix of WRLD On Drugs with a minute of silence at the end. Leaked as L & R Files on February 10th, 2026. Rebounced on October 18th, 2020, for some reason.","4:34","N/A","Feb 10, 2026","OG File","Lossless              (L + R Files)","https://music.froste.lol/song/200fad520614b9400ee9d82d6e6af0b5
https://pixeldrain.com/u/Hj7Ft15g
https://pixeldrain.com/u/gXdfTjnk
https://pixeldrain.com/u/8S1uyT37"
"WRLD ON DRUGS","Shorty [V2]
(with Future) (prod. Aviator Keyz, Outtatown & Wheezy)","OG Filename: Shorty W Juice 03
Formerly unheard mix of Shorty. Has 17 seconds of silence at the end. Leaked as L & R Files on February 10th, 2025. A duplicate set of L & R Files titled ""Shorty W Juice 03 2"" also leaked alongside this, however, there are zero differences in comparison with this version.","2:17","Aug 2018","Feb 10, 2025","OG File","High Quality","https://music.froste.lol/song/fac3441041a9c72757dd8f3e3942f1c1
https://pixeldrain.com/u/i3AeeL45
https://pixeldrain.com/u/hoebtLPw
https://pixeldrain.com/u/sGwa5fER"
"The Outsiders","⭐ Cold Winters* [V2]
(prod. Charlie Handsome & Bobby Raps)
(FIFA, Mrs. Fifa)","OG Filename: Juice Wrld - CHB Timidhalf v2 v1.1
Untitled throwaway which shares an instrumental with ""Hourglass."" Chris Long Films uploaded a full recording of the song to his YouTube channel on May 29th, 2025. It was played a couple times in a VC before this. Leaked in full on February 6th, 2026, after a successful $17,500 blind groupbuy. Rebounced by Max Lord on December 24th, 2024.","3:15","Jul 16, 2019","","OG File","Lossless","https://lastshare.org/share/jJyTsgucCMpZ8HS
https://pixeldrain.com/u/1XBDB1N8
https://pixeldrain.com/u/VK7SZc6g"
"The Outsiders","Partof
(with G Herbo) (prod. Purps On The Beat)
(Girdle)","OG Filename: Juice Wrld - partof herbo
Collaboration between Juice WRLD & G Herbo, initially previewed by @vaultofjuice in an Instagram live on March 19th, 2025. Played a bunch in VC since then. Leaked for free by Daniel on February 5th, 2026. OG File leaked the day after. Juice has no verse, he does the hook and the outro.","2:17","Mar 2019","","OG File","Lossless","http://music.froste.lol/song/bc1300e9fd88e1442efa04a17255bb9a/play
https://pixeldrain.com/u/WdZgQ9ke
https://pixeldrain.com/u/x5Mycb3B
https://music.froste.lol/video/0b76cf8a9a401e086afb8609415f328d"
"The Outsiders","Rifle [V2]
(prod. Pi'erre Bourne)
(Get Away)","OG Filename: Juice Wrld - rifle v1.1 hook only
Pi'erre Bourne-produced hook only throwaway initially previewed by @vaultofjuice in an Instagram live on March 19th, 2025. Leaked on February 5th, 2026, when the $8,000 milestone was reached in a $17,500 groupbuy. OG Files leaked shortly after. Rebounced on May 4th, 2024. Shares an instrumental with Pi'erre Bourne's unreleased track ""Drive In."" ","2:58","Nov 2019","","OG File","Lossless","https://music.froste.lol/song/2bb088b103042425474648d2d87f7bed
https://pixeldrain.com/u/ND9vNaG8
https://pixeldrain.com/u/YvWprfwW
https://music.froste.lol/video/0bd96257d82262df5d116a13599500c5"
"Goodbye & Good Riddance","Fenty [V2]
(prod. Nick Mira & ShortBusMusic)
(Fenty Freestyle, Let It Go)","OG Filename: 03.20.18 Juice Wrld Fenty V2
Throwaway previewed by Juice WRLD on March 21st, 2018. This version of the song is a later mix from 2018. Leaked on February 4th, 2026. Uses the same instrumental as ""Cheat Code"" and ""Choice.""","3:12","Mar 21, 2018","Feb 4, 2026","OG File","High Quality","http://music.froste.lol/song/5003015c9ccedf61f6e627feb0ddad92/play
https://pixeldrain.com/u/wxivjkvz"
"Posthumous","In The Dark / Rental [V7]
(prod. Carlton Mcdowell & SoundsBy8)
(The Party Never Ends, I See In The Dark, Oxy In The Dark, Let The Party Start)","OG Filename: 01 and 2 TPNE intro b485 rental merged v2
Combined version of ""In The Dark"" and ""Rental"" curated by Max Lord as the introduction for his version of The Party Never Ends. Leaked in full on January 26th, 2026. There are no differences to Rental.","5:11","Mar 10, 2023","Jan 26, 2026","OG File","Lossless","https://music.froste.lol/song/a4e5336fb88749e08add3d4b01d8b261
https://pixeldrain.com/u/E3Y6aDtB"
"Posthumous","Ignorant [V8]
(prod. Rex Kudo)
(Ignore, Bigger And Better, Killing My Vibe)","OG Filename: Ignorant 2019 031018 ML v1 3 2023 170bpm chuck v2 no sample shit
Version of Ignorant bounced in March 2023. Lacks the lead sample, and has vastly different structuring. Leaked in full on January 26th, 2026.","3:02","Mar 15, 2023","Jan 26, 2026","OG File","Lossless","https://music.froste.lol/song/4597d8f7b206cc65d7727987fca21dd2
https://pixeldrain.com/u/uRzi9JeS"
"WRLD ON DRUGS","Lonely*
(prod. Richie Souf)
(Lullaby, Other Side)","Throwaway previewed by @vaultofjuice in an Instagram live on January 31st, 2024. Played in a VC on January 4th, 2026. Cut file leaked on January 26th, 2026. Uncut file shared by Cold on January 28th, 2026.","2:23","Jul 17, 2018","Jan 26, 2026","Full","CD Quality","http://music.froste.lol/song/997edfa692ca05bc48180cb61606ecbf/play
https://pixeldrain.com/u/hFiU8soT"
"NOTHINGS DIFFERENT ﹤/3","Zooted Up*
(prod. Nick Mira)
(Soldier)","Unbounced throwaway found within the ""Soldier"" session. An edited version leaked on October 19th, 2025. This is an accurate bounce from the session which leaked on January 26th, 2026. The original leak can be found in the fakes tab.","4:26","Nov 23, 2017","Jan 26, 2026","Stem Bounce","High Quality","http://music.froste.lol/song/40fa599bfb5629405c7f0e8aeb6ca1cf/play
https://pixeldrain.com/u/dgL7vbwb"
"NOTHINGS DIFFERENT ﹤/3","Soldier
(prod. Nick Mira & Robin Guthrie)
(Sidekick, Motorbike)","Unbounced throwaway which was originally a highly anticipated song Juice WRLD previewed on November 23rd, 2017. It turned out that Juice had only previewed one take for the song which isn't even in the actual bounce. The grailed version of the song which was bought for $22,000 can be found in the fakes tab. Bounced from the session which leaked on January 26th, 2026.","4:25","Nov 23, 2017","Jan 26, 2026","Stem Bounce","High Quality","http://music.froste.lol/song/d4a09a114cc31df0df896036b8a4c228/play
https://pixeldrain.com/u/JDAA9nc2
http://music.froste.lol/video/948ea1362aef54e4a4dfb9cf5bae3d15/play
http://music.froste.lol/video/18f14c88a85e55bdca7d492824ecb689/play"
"The Outsiders","Wild*
(prod. Zaytoven)","Throwaway initially previewed in a Discord VC on September 19th, 2024. It was then played in another VC on June 2nd, 2025. Another recording leaked on December 13th, 2025. Degraded file leaked on January 25th, 2026.","2:20","N/A","","Full","CD Quality","http://music.froste.lol/song/b9d1dfe55b04de59f02ceaf9a09759a2/play
https://pixeldrain.com/u/HFmJ4QFj"
"The Outsiders","✨ Thrift*
(prod. Wheezy)
(Tropical Storm V1)","Footage from July 17th, 2019, with an alternate version of Tropical Storm in the background leaked on November 10th, 2025. Tropical Storm was supposedly recorded on the 19th, and bounced on the 23rd. This is a different song on the same beat, recorded during the session with Wheezy on the 17th. Played in a VC on January 4th, 2026. Leaked on January 25th, 2026.","1:51","Jul 17, 2019","","Full","CD Quality","https://music.froste.lol/song/b43b3c6541ac267524002f3df96fd127
https://pixeldrain.com/u/PFcoGGby
http://music.froste.lol/video/f0108d69a43df144aa85de67607e6d87/play"
"The Outsiders","Press Record*
(prod. Carlton McDowell & SoundsBy8)
(Air Guitar)","Open verse throwaway initially previewed on October 17th, 2025. It was then played during a VC on January 4th, 2026. Leaked on January 25th, 2026.","4:07","Nov 2019","","Full","CD Quality","http://music.froste.lol/song/f7e765233755addca47b870a54ab81d6/play
https://pixeldrain.com/u/PwtAU56H"
"The Outsiders","⭐ Fresh Air
(prod. Purps On The Beat)
(Bel-Air, This Year)","OG Filename: JW fresh air
One of the most highly anticipated Juice WRLD songs of all time. Initially previewed by Juice in an Instagram live on April 18th, 2019. Juice then previewed the song in an Instagram post a couple months after. Over four years later, @vaultofjuice played the song during an Instagram live on January 31st, 2024. A seven second formerly unheard portion of the song was previewed on June 24th, 2025, and another part similar in nature was previewed in a VC very briefly on October 24th, 2025. Played in VC again on January 4th, 2026, revealing a couple new lyrics. Finally leaked in full on January 25th, 2026. Among the Top 10 songs chosen by fans during the voting for the deluxe edition of The Party Never Ends.","3:39","Apr 17, 2019","","OG File","Lossless","https://lastshare.org/share/QBJbbOXIVtaZNuD
https://pixeldrain.com/u/jqVss5bx
https://pixeldrain.com/u/zU3KsDnJ"
"The Outsiders","Famous*
(prod. FRANKIEONTHEGUITAR & Gezin)
(Save Us)","Open verse throwaway initially previewed by @vaultofjuice during an Instagram live on January 31st, 2024. Several more snippets have leaked since. Degraded file leaked on January 25th, 2026.","2:59","Nov 2019","","Full","CD Quality","http://music.froste.lol/song/3bf62ce13ffad6b31f8add39f6337c8d/play
https://pixeldrain.com/u/94NYvXfs"
"The Outsiders","Compromise [V1]
(prod. KBeaZy)
(Kbeeznuts)","OG Filename: Juice Wrld - kbeeznuts
Original solo version of Compromise initially previewed by Max Lord during an Instagram live on April 28th, 2024. Played in VC a few times since then, most recently on January 4th, 2026. Leaked on January 25th, 2026. OG Files leaked on February 10th, 2026. Rebounced by Max Lord on February 16th, 2022.","2:37","Nov 2019","","OG File","Lossless","http://music.froste.lol/song/9fb31b357d39ff602eba610fac41d324/play
https://pixeldrain.com/u/cZiXcbyR
https://pixeldrain.com/u/M7xAW7Vi"
"The Outsiders","⭐ Charcoal [V2]
(prod. Take A Daytrip & Russ Chell)
(Time)","OG Filename: Juice Wrld - charcoal daytrip v1.1
Very highly anticipated collaboration with Take A Daytrip initially previewed by ZIAS! in an Instagram story on October 3rd, 2019. It was then briefly previewed again almost six years later via a Discord call. Chris Long Films then fully previewed the song on May 21st, 2025, by uploading the session footage to YouTube due to it being resold in private. Juice WRLD's close friend Ski Mask the Slump God reacted to this, and prompted Bibby to release it. A HQ snippet leaked on July 19th, 2025, and it has been previewed several more times since, most recently being played during a VC on January 4th, 2026. Finally leaked in full on January 25th, 2026. Titled after the instrumental.","3:49","Aug 13, 2019","","OG File","Lossless","https://lastshare.org/share/at8acn0oZyCKfGD
https://pixeldrain.com/u/AiRTurbn
https://pixeldrain.com/u/wGtur31n"
"The Outsiders","⭐ Burner [V3]
(prod. Pi'erre Bourne)
(Same Pair, Square, Yen)","OG Filename: Juice Wrld - burner v1.2 (grape7 pierre)
Pi'erre Bourne produced throwaway initially previewed by Juice WRLD during a late night Rex Kudo session on November 3rd, 2019. Wouldn't be heard again until July 31st, 2022, when a new snippet leaked in a Discord server. More extended snippets leaked until May 15th, 2025, when the footage for the song finally leaked, revealing the producer of the song. Played during a Discord stage event on October 24th, 2025. Played in a VC on January 4th, 2026. Leaked in full on January 25th, 2026.","2:44","Nov 3, 2019","","OG File","Lossless","https://music.froste.lol/song/e196b5d0832deb1dffa9348598a8a67f
https://pixeldrain.com/u/YFMhFWpM
https://pixeldrain.com/u/8WD3Sjw4
http://music.froste.lol/video/eea19e81dfb0ad8919e3af65111e756b/play"
"Death Race for Love","Won't Hurt
(prod. Bobby Raps, Charlie Handsome & Wheezy)
(Revive, Same Damn Night)","Rough idea recorded on the same instrumental as ""Won't Hurt 2."" A structured session edit was previewed by @vaultofjuice in an Instagram live on March 19th, 2025, and it was groupbought for $15,000 on April 26th, 2025, being advertised as a ""v1"" for Won't Hurt 2. The full session for the song leaked on January 25th, 2026, revealing the actual bounce only has about 13 seconds of vocals before Juice asks for another beat. The original leak can be found in the fakes tab.","2:56","Jan 27, 2019","","Stem Bounce","Lossless","http://music.froste.lol/song/06e75027e136193d41c65cca89446ed6/play
https://pixeldrain.com/u/vcfoq9ca
https://pixeldrain.com/u/dSW2Cp5U"
"Death Race for Love","✨ RUN [V3]
(prod. Rascal & LordQuest)","OG Filename: Juice Wrld - RUN v1.2 (Qv)
Version of RUN seen on a leaked tracklist for an early version of Death Race For Love. Leaked alongside the session for the song on January 25th, 2026. Previously only available in SoundCloud quality.","3:06","Jan 15, 2019","","OG File","Lossless","http://music.froste.lol/song/8f6f418093dfa56d287f079e90daccf0/play
https://pixeldrain.com/u/EpmauhbD
https://pixeldrain.com/u/qMygzLCh"
"Death Race for Love","⭐️ Pokémon*
(prod. Dre Moon)
(Last Year)","OG Filename: Juice Wrld - 1754 moon v1.0
Untitled throwaway previewed by @vaultofjuice in an Instagram live on March 19th, 2025. Previewed again on October 24th, 2025. Played twice in a VC on January 4th, 2026. Leaked in full on January 25th, 2026.","3:54","Feb 4, 2019","Jan 25, 2026","OG File","Lossless","https://lastshare.org/share/EDXobF38J4mTEc2
https://pixeldrain.com/u/7m7AJbok
https://pixeldrain.com/u/NPGwE17L"
"Death Race for Love","⭐ Keep That [V4]
(prod. Dre Moon)","OG Filename: Juice Wrld - 1724 moon v1.3 keep that
Throwaway initially previewed by @vaultofjuice in an Instagram live on March 19th, 2025. Some footage of the session leaked on September 30th, 2025, and it was played twice in a VC shortly after. Played in very low quality during a Discord stage event on October 24th, 2025. HQ snippet leaked on December 13th, 2025. Played once more in a VC on January 4th, 2026, and it finally leaked in full on January 25th, 2026.","3:13","Feb 4, 2019","Jan 25, 2026","OG File","Lossless","https://lastshare.org/share/N4mc3nq6khpkJWc
https://pixeldrain.com/u/VrGk4mFa
https://pixeldrain.com/u/Q4oiT5Nh"
"WRLD ON DRUGS","✨ Stop Time*
(prod. J Reezy)
(Keep Your Chain Tucked)","Unbounced throwaway initially heard on June 2nd, 2025. Several more snippets have leaked since. Leaked on January 25th, 2026.","3:52","N/A","Jan 25, 2026","Stem Bounce","High Quality","http://music.froste.lol/song/a1faa7a3db9808b5068f50da612003b7/play
https://pixeldrain.com/u/fzwPhDbU"
"WRLD ON DRUGS","Shoot For Love [V5]
(feat. Unhkl Flex) (prod. DT & Klimax Productions)
(Shoot For You, Ready Or Not)","OG Filename: Shoot For Love Mix
Version of Shoot For You with an updated mix and vocals from Unhkl Flex. Uses the title ""Shoot For Love."" Leaked on January 25th, 2026.","4:02","Oct 4, 2018","Jan 25, 2026","OG File","High Quality","http://music.froste.lol/song/7de3d34c6e347bb3e0a12386839702f4/play
https://pixeldrain.com/u/sQBk7gw6"
"WRLD ON DRUGS","Good Old Days*
(prod. DJ Victoriouz & JuiceMadeThat)
(Retro J's)","OG Filename: OCT 9 SONG 2 (rough)
Throwaway previewed by @vaultofjuice in an Instagram live on March 19th, 2025. Leaked on January 25th, 2026.","3:01","Oct 9, 2018","Jan 25, 2026","OG File","High Quality","http://music.froste.lol/song/c30cfffb846195828cd2681d3b836171/play
https://pixeldrain.com/u/UC3FoHpr"
"Evil Twins","⭐️ Compromise [V3]
(prod. KBeaZy)","Throwaway recorded by Juice WRLD sometime in November 2019. This version has vocals from Ski Mask the Slump God, likely recorded sometime in 2022. Was known to exist for a while, but wasn't heard until it was played in a VC on January 4th, 2026. Degraded file leaked on January 25th, 2026.","3:27","N/A","","Full","CD Quality","http://music.froste.lol/song/830e87981021caa7d0bfed3d0f19a7c3/play
https://pixeldrain.com/u/HphVHJX9"
"Evil Twins","Compromise* [V2]
(prod. KBeaZy)","OG Filename: juice 3 (open for ski)
Version of Compromise with updated production and an open verse for Ski Mask the Slump God. Leaked on January 25th, 2026. ","3:56","N/A","","OG File","High Quality","http://music.froste.lol/song/d71238708e982446cc19a77ac544b802/play
https://pixeldrain.com/u/ryVSjDvg"
"Goodbye & Good Riddance","Shoot For You [V3]
(prod. DT & Klimax Productions)
(Shoot For Love, Ready Or Not)","OG Filename: shoot for you_2
Earlier mix of Shoot For You. Leaked on January 25th, 2026.","4:21","Jan 4, 2018","Jan 25, 2026","OG File","High Quality","http://music.froste.lol/song/c176c6b0b481c9a2a0d515e90785cce9/play
https://pixeldrain.com/u/qzNH74sn"
