Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Steve Lacy's Demo,Dark Red,Track 3 on Steve Lacy's Demo. One of his most popular songs behind Bad Habit.,2:53,"Feb 24, 2017",Album Track,Yes,https://open.spotify.com/track/3cJjqvXbFwiWgnuWgoyhPM?si=b73c6dedc81049f2
Steve Lacy's Demo,Thangs,Track 4 on Steve Lacy's Demo.,1:50,"Feb 24, 2017",Album Track,Yes,https://open.spotify.com/track/5LdpnJrXxQroGD1k5aJGWp?si=67cade4982d64cb9
Steve Lacy's Demo,Loverhatin,Track 5 on Steve Lacy's Demo.,1:56,"Feb 24, 2017",Album Track,Yes,https://open.spotify.com/track/6Xadu10rrx6R8lUn6meJiL?si=c06876f743b8466a
Steve Lacy's Demo,Some/Snaily [V3],Track 6 on Steve Lacy's Demo.,3:00,"Feb 24, 2017",Album Track,Yes,https://open.spotify.com/track/1rL6TtfgBWSUhcXVZkrM26?si=7f0bc4074b5846ae
Steve Lacy's Demo,Some [V1],"First version of 'Some"" that was posted to Steve's YouTube on November 1st, 2016. Has an alternate mix with a rougher vocal take and a pitched down outro. Doesn't contain some of the backup vocals that are heard on later versions of the song. Was weirdly released after the more finished version was put on DSP's.",2:01,"Nov 1, 2016",Single,No,https://www.youtube.com/watch?v=kCPQUAtMZR4&list=RDkCPQUAtMZR4&start_radio=1
Steve Lacy's Demo,Some [V2],"Version of ""Some"" without the Snaily outro.",1:58,"Oct 31, 2016",Single,Yes,https://open.spotify.com/track/4riDfclV7kPDT9D58FpmHd?si=5fd71375f64544d2
Steve Lacy's Demo,"C&T - Mangosteen
(feat. Steve Lacy)",Track from C&T's album Loud. Has a feature from Steve.,2:24,"May 5, 2017",Feature,Yes,https://music.apple.com/us/album/mangosteen-feat-steve-lacy/1229731498?i=1229731504
Steve Lacy's Demo,"Kali Uchis - Only Girl
(feat. Steve Lacy & Vince Staples) (prod. KAYTRANADA, Keith Parry)",Track from Kali Uchis album Hip Hop Alternative. Has a feature from Steve and Vince Staples.,3:42,"Apr 11, 2016",Feature,Yes,https://open.spotify.com/track/2ZVxiO2cKnUzdEDf55Ad3y?si=ff7b2e5072f64420
Steve Lacy's Demo,"Kendrick Lamar - PRIDE.
(feat. Anna Wise) (prod. Steve Lacy, Bekon, & Anthony Tiffith.)
(Wasn't There)",Track from Kendrick Lamar's album DAMN. Has production from Steve.,4:35,"Apr 14, 2017",Production,Yes,https://open.spotify.com/track/6IZvVAP7VPPnsGX6bvgkqg?si=024e695d3d594ca2
Steve Lacy's Demo,"Matt Martians - Found Me Some Acid Tonight
(feat. Steve Lacy)",Track from Matt Martians album The Drum Chord Theory. Has a feature from Steve.,0:51,"Jan 27, 2017",Feature,Yes,https://open.spotify.com/track/71U1HHuegWNlLwXenGIZ7e?si=4ef8f3c672334975
Steve Lacy's Demo,"Matt Martians - Dent Jusay
(feat. Syd & Steve Lacy)","Track from Matt Martians album The Drum Chord Theory. Has a feature from Steve, and Syd.",2:37,"Jan 27, 2017",Feature,Yes,https://open.spotify.com/track/5jPYTT7rhC2IzRopDMtwyj?si=77dcf5818b2448e5
Steve Lacy's Demo,"Syd - Dollar Bills
(feat. Steve Lacy) (prod. Steve Lacy, Syd, Flip, Fabian Marasciullo, McCoy Socalgargoyle, Colin Leonard)",Track from Syd's album Fin. Has a feature from Steve.,3:07,"Feb 3, 2017",Feature,Yes,https://open.spotify.com/track/44ByUAJyV8ZcRW3y5gqMpU?si=a6df3541793642e4
Steve Lacy's Demo,"Tru - Fungus
(feat. K. Solar, Scott Kelley, & Steve Lacy)",Track from Tru's album The Leimert Park Project. Has a feature from Steve.,4:38,"Apr 20, 2017",Feature,Yes,https://open.spotify.com/track/38RCbHtuJ44NvBHQeV65qJ?si=2d350042c64d4607
Steve Lacy's Demo,"Tyler, The Creator - 911
(feat. Frank Ocean, Anna Wise, A$AP Rocky, Schoolboy Q Lionel Boyce, Jasper, & Steve Lacy) (prod. Tyler, The Creator, Vic Wainstein, Derek Jenner, Josh Sellers, Neal Pogue, Zachary Acosta, & Mike Bozzi)","Track from Tyler, The Creator's Flower Boy. Has a feature from Steve and Frank Ocean.",4:15,"Jun 30, 2017",Feature,Yes,https://open.spotify.com/track/4bEcoz1OcfMgUbp2ft8ieQ?si=0e9bed3276e94e62
"0 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Stem Bounce(s)
0 Unavailable",Apollo XXI,,,,,,
Apollo XXI,Only If,Track 1 on Apollo XXI.,1:40,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/7wNAM0qzErN5Dr9uV6B3fW?si=5a968dcbc3824bab
Apollo XXI,Like Me,Track 2 on Apollo XXI.,9:04,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/17CicZDKMQxTyo6wXS02Xz?si=705d56739c084cc3
Apollo XXI,Playground,Track 3 on Apollo XXI.,3:33,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/6v23dkIy9AHxk8MAcOHBLu?si=d40ed156be6c4f0f
Apollo XXI,Basement Jack,Track 4 on Apollo XXI.,1:49,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/3NOIkyNWG0fEjkPkq9HVMW?si=c54b5b1a910745f3
Apollo XXI,Guide,Track 5 on Apollo XXI.,2:21,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/0UqYymwSS3HoWAeWvBJsoG?si=3b199bceeda742e0
Apollo XXI,Lay Me Down,Track 6 on Apollo XXI.,3:03,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/7a60lyI9Wy3eezBpGZ37Ni?si=27d0b1516db844d2
Apollo XXI,Hate CD,Track 7 on Apollo XXI.,2:40,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/67DGJfTDDLYqx9377joNdN?si=6a4640dce75843c0
Apollo XXI,In Lust We Trust,Track 8 on Apollo XXI.,2:00,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/2QBTZXuc6t4TqqN2W5gUhF?si=1b9bcfca76dc437b
Apollo XXI,Love 2 Fast,Track 9 on Apollo XXI.,3:42,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/6PwXCodhJyCLhidB3dDr6r?si=6e3b259b5b974efd
Apollo XXI,"Amandlas Interlude
(feat. Amandla)",Track 10 on Apollo XXI.,3:10,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/13HOw2SzGkOKUMV35K6yhs?si=86a1e763f55140a0
Apollo XXI,N Side,Track 11 on Apollo XXI.,3:44,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/12ILYlOEfWL8ei0BEgFJn0?si=01de5843c8794fea
Apollo XXI,Outro Freestyle/4ever,Track 12 on Apollo XXI.,6:14,"May 24, 2019",Album Track,Yes,https://open.spotify.com/track/5Oi17lFkduMXGUl8yAk6Rm?si=4dcb3ce1e6d54390
Apollo XXI,"The Night Howl
(feat. Asiatica)",Track 13 on the Japanese release of Apollo XXI.,3:34,"May 24, 2019",Album Track,No,https://pillows.su/f/562bc8c14d1164ac54cdb5c7ca7aa73d
Apollo XXI,"Blood Orange - Out Of Your League
(feat. Steve Lacy)",Track from Blood Orange's album Negro Swan. Has a feature from Steve.,2:20,"Aug 24, 2018",Feature,Yes,https://open.spotify.com/track/4qdbCACEpbFWIpKSMa2fZC?si=0a2a113907f3433f
Apollo XXI,"GoldLink - Some Girl
(feat. Steve Lacy) (prod. Steve Lacy, Taz Arnold, Javon Gant, & Alexander Ben-Abdallah)",Track from the album Sun Soak by Jay Versace. Has a feature from Steve.,5:42,"May 25, 2018",Feature,Yes,https://open.spotify.com/track/3B5860FH677tiLJBhkhXOJ?si=42cc361be7c64ac4
Apollo XXI,"Jonti - Scrood
(feat. Steve Lacy)",Another track from the album Sun Soak by Jay Versace. Has a feature from Steve.,3:14,"May 25, 2018",Feature,Yes,https://open.spotify.com/track/04HSrx46qlPvnEiObsRr5f?si=d0975f52bedf463d
Apollo XXI,"Kali Uchis - Just A Stranger
(feat. Steve Lacy) (prod. Steve Lacy, Romil, Kyle VandeKerkhoff, Jeff Ellis, Timothy Nguyen, Chico Torres, & Dave Kutch)",Track from Kali Uchis album Isolation. Has a feature from Steve.,2:57,"Apr 6, 2018",Feature,Yes,https://open.spotify.com/track/1HA2V2EfAgJUBVOju4YfiB?si=b89bbdad768e43b5
Apollo XXI,"Matt Martians - Pony Fly
(feat. Steve Lacy) (prod. Matt Martians, Steve Lacy, & Mac Demarco)",Track from Matt Martians album The Last Party. Has a feature from Steve.,4:41,"Apr 26, 2019",Feature,Yes,https://open.spotify.com/track/2aqjYzkcp77n4k0jYm1WgM?si=aec5b200813d49a3
Apollo XXI,"Ravyn Lenae - Computer Luv
(feat. Steve Lacy)",Track from Ravyn Lenaes Crush EP. Has a feature from Steve.,2:42,"Feb 9, 2018",Feature,Yes,https://open.spotify.com/track/2wsa9Re66HqlOkgb3DpnBX?si=83a286721a3e444b
Apollo XXI,"Ravyn Lenae - 4 Leaf Clover
(feat. Steve Lacy)",Track from Ravyn Lenaes Crush EP. Has a feature from Steve.,3:40,"Feb 9, 2018",Feature,Yes,https://open.spotify.com/track/1To829onYmL63wLNtU7Zm8?si=4064345a02d14070
Apollo XXI,"The Internet - Roll (Burbank Funk)
(feat. Steve Lacy, Syd, Patrick Paige II, Thorir Baldursson, Mats Bjoerklund, & Jurgen Korduletsch)",Track from The Internet's album Hive Mind. Has a feature and production from Steve.,3:11,"Jul 20, 2018",Feature,Yes,https://open.spotify.com/track/01bfHCsUTwydXCHP1VoLlI?si=f995f24fbe454ef9
Apollo XXI,"Vampire Weekend - Sunflower
(feat. Steve Lacy) (prod. Ariel Rechtshaid, Ezra Koenig, Chris Kasych, Dave Schiffman, John DeBold, Hiroya Takayama, Takemasa Kosaka, & Emily Lazar.)",Track from Vampire Weekends album Father Of The Bride. Has a feature from Steve.,2:17,"May 3, 2019",Feature,Yes,https://open.spotify.com/track/53KFMdxzi8IJDewiql1Qo3?si=e27fbac5ed6a49a2
"0 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Stem Bounce(s)
0 Unavailable",The Lo-Fis,,,,,,
The Lo-Fis,Atomic Vomit,"Track 1 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",1:30,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/3YBfHJTZPHn5DqgMnD6g5g
The Lo-Fis,When I,"Track 2 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",1:00,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/4QUsmmXmINYXwh7UsiMX2j?si=8174f4c1b658483c
The Lo-Fis,Thats No Fun,"Track 3 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",2:41,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/0SkgmGr08TvWQciNRgRtmc?si=acd359a7f4a44ae5
The Lo-Fis,Cocky GIrl,Track 4 on the Lo-Fis.,0:53,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/0QkIWTxOYYK4pHgOKYmPhY?si=384aa34af01d47c2
The Lo-Fis,Uuuu,Track 5 on the Lo-Fis.,1:30,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/6M0EP76qW9TG4SNU0agu94?si=570896bafca14679
The Lo-Fis,Jars Of It,"Track 6 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",2:24,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/06wlFUDDfck4732GJz6LvZ?si=e7bf7c3acd08497a
The Lo-Fis,Bars. 16,Track 7 on the Lo-Fis.,0:46,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/5yeGSsoKFW1cq5WWnDY9oJ?si=25cf4a6d8ba74df5
The Lo-Fis,Infrunami,Track 8 on the Lo-Fis.,2:58,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/0f8eRy9A0n6zXpKSHSCAEp?si=96478f3db9314d47
The Lo-Fis,Hummer,Track 9 on the Lo-Fis.,1:11,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/2oT0kNNDv94u44BC2NB97z?si=7f164385c92f43f8
The Lo-Fis,4real,"Track 10 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",2:24,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/0fBFp8ItmAfAqPHZx8qQsh?si=1256be48d7924661
The Lo-Fis,I Think I Should,Track 11 on the Lo-Fis.,1:39,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/2uZ6JeQqRFo6vmSiK6dHE9?si=47cadbe749cc41dc
The Lo-Fis,Daze,Track 12 on the Lo-Fis.,1:12,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/51xt4m8vbKuizX6VSDFPh9?si=5a4589531a1e4ca4
The Lo-Fis,Out Of Me Head,"Track 13 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",2:21,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/3G9tyuUoBVNTDXY0icrUVf?si=54e00272ea274b57
The Lo-Fis,Donchano,"Track 14 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",1:38,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/2mqXKSieDASoq4N5739wCz?si=a9e7e67f06b24c9e
The Lo-Fis,The Song,"Track 15 on The Lo-Fis. Originally released on Steve's SoundCloud, but was later put onto this project.",1:06,"Dec 4, 2020",Album Track,Yes,https://open.spotify.com/track/3REOvSCJjr1Tt9UmJ63rsf?si=8a01567077ef430e
The Lo-Fis,"Love Regenerator - Live Without Your Love
(feat. Steve Lacy & Calvin Harris) (prod. Adam Wiles, Chris Allen, & Andy MacDougall)",Single from Love Regenerator. Has a feature from Steve Lacy and Calvin Harris.,3:25,"Jul 16, 2020",Feature,Yes,https://open.spotify.com/track/3XnvNOjFKyFyNvxlXy1DXm?si=70b2ef72e1e04488
The Lo-Fis,"Peyton - Tell Me
(feat. Steve Lacy)",Track from Peyton's EP Roller Coaster. Has a feature from Steve.,4:16,"Jan 28, 2020",Feature,Yes,https://open.spotify.com/track/0VVqkeGH9fSdVZxKuvDbXB?si=6ad6cc0447694146
The Lo-Fis,"Peyton - Verbs
(feat. Steve Lacy)",Track from Peyton. Has a feature from Steve.,3:33,"Jul 7, 2020",Feature,Yes,https://open.spotify.com/track/7Bjw8p2tylMpVAq1whmbEE?si=52e8999913c643ef
The Lo-Fis,"Thundercat - Black Qualls
(feat. Steve Lacy, Steve Arrington, & Childish Gambino) (prod. Thundercat, Steve Lacy, Flying Lotus, & Mono/Poly)",Track from Thundercat's album It Is What It Is. Has a feature from Steve.,3:09,"Jan 15, 2020",Feature,Yes,https://open.spotify.com/track/7qaQK6Eatz1KQFs1VZx2YR?si=c18b2fe202604f5c
"0 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Stem Bounce(s)
0 Unavailable",Gemini Rights,,,,,,
Gemini Rights,"Static
(prod. Karl Wingate, Neal Pogue, Mike Bozzi & Ely Rise)","OG Filename: Static NHPMix Final Main_01
Track 1 on Gemini Rights.",2:36,"Jul 15, 2022",Album Track,Yes,"https://open.spotify.com/track/4OmfWzukSVD140NiAIEjem?si=9303ea82f39f4618
https://pillows.su/f/5aaf421b80a43b899780bf4084a50097"
Gemini Rights,"Static (Clean)
(prod. Karl Wingate, Neal Pogue, Mike Bozzi & Ely Rise)","OG Filename: Static NHPMix Final Clean_02
Clean version of 'Static'.",2:36,"Jul 15, 2022",Album Track,Yes,"https://open.spotify.com/track/2xsLsaW0FAMh9W0k7McZQH?si=9aee97e788184f14
https://pillows.su/f/26bd64d87d3a1a259ffb9744f3be35f2"
Gemini Rights,"Helmet
(feat. Valerie Lacy, Valyn Spottsville, Vage Webb & Asiatica) (prod. Karl Wingate, Neal Pogue, Mike Bozzi & Ely Rise)",Track 2 on Gemini Rights.,3:21,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/0DmkBOGgEWMbUJlL6VwwF2?si=d71a9a08735d4936
Gemini Rights,"Mercury
(prod. Karl Wingate, Neal Pogue, Mike Bozzi, Dahi, John Kirby, Crystal Torres & Ely Rise)",Track 3 on Gemini Rights.,4:55,"Jun 16, 2022",Album Track,Yes,https://open.spotify.com/track/6uVZddXkgQIArp8myEHs4x?si=c1d7662f9f4f4d56
Gemini Rights,"Buttons
(prod. Karl Wingate, Neal Pogue, Mike Bozzi, Dahi & Ely Rise)",Track 4 on Gemini Rights.,3:04,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/4CzLJ2wsrk1QdhXXuT16gx?si=c978e191374f4a69
Gemini Rights,"Bad Habit
(prod. Karl Wingate, Neal Pogue & Mike Bozzi)",Track 5 on Gemini Rights. One of his most popular songs to date.,3:52,"Jun 29, 2022",Album Track,Yes,https://open.spotify.com/track/4k6Uh1HXdhtusDW5y8Gbvy?si=e6fec373d91a4242
Gemini Rights,"2Gether (Enterlude)
(feat. Matt Martians) (prod. Matt Martians, Karl Wingate, Neal Pogue, John Kirby & Mike Bozzi,)",Track 6 on Gemini Rights.,0:50,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/6rTqYkpXwKMv8sBvWB6Fl4?si=937b0089454e4781
Gemini Rights,"Cody Freestyle
(prod. Karl Wingate, Neal Pogue, John Kirby & Mike Bozzi)",Track 7 on Gemini Rights.,4:00,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/2kk2trjT2JXhEHtCnz9FWA?si=f8128b8bbc8c4a61
Gemini Rights,"Amber
(feat. Valerie Lacy, Valyn Spottsville, Vage Webb & Asiatica) (prod. Karl Wingate, Neal Pogue, John Kirby & Mike Bozzi)",Track 8 on Gemini Rights.,2:53,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/5Z4EEIaSzeRmYze3W47S1k?si=ec7be8129b234f9b
Gemini Rights,"Sunshine
(feat. Fousheé) (prod. Karl Wingate, Neal Pogue, John Kirby, Karriem Riggins & Mike Bozzi)",Track 9 on Gemini Rights.,4:53,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/2FPmvXIMpjgzJQbUeJo8Iv?si=0b06c6e063724b0a
Gemini Rights,"Give You The World
(feat. Valerie Lacy, Valyn Spottsville, Vage Webb, Denise Stoudmire & Asiatica) (prod. Karl Wingate, Neal Pogue, Dahi, John Kirby & Mike Bozzi)",Track 10 on Gemini Rights.,4:33,"Jul 15, 2022",Album Track,Yes,https://open.spotify.com/track/0J119Oas2ox6JTTHUGZxHN?si=17225d4d0704413c
Gemini Rights,"Bad Habit (Sped Up Version)
(prod. Karl Wingate, Neal Pogue & Mike Bozzi)",Sped up version of Bad Habit that released to cash in on the hype of sped up/slowed down tracks that were going around on TikTok at the time.,3:11,"Jul 14, 2022",Single,Yes,https://open.spotify.com/track/4i7HqWsN7iJzsXpsW5h1nb?si=ba9cb352279c49f4
Gemini Rights,"Fousheé - candy grapes
(feat. Steve Lacy) (prod. Steve Lacy, Denis Kosiak, James Keely, & Eddie Echelon)",Track from Fousheé's Album time machine. Has a feature from Steve.,7:30,"Jun 4, 2021",Feature,Yes,https://open.spotify.com/track/4emJOvmhqWJAxpwB7c9JJw?si=bcbd63f51fc74dd1
Gemini Rights,"Patrick Paige II - Whisper (Want My Luv)
(feat. Durand Benarr, Allen Love, & Steve Lacy) (prod. Steve Lacy)","Track from Patrick Paige II. Has a feature from Steve, Durand Benarr, and Allen Love.",3:49,"Mar 1, 2021",Feature,Yes,https://open.spotify.com/track/6CkYn4ygBqKCAziK6FC4gn?si=3ade84bf84c54347
Gemini Rights,"Ravyn Lenae - Skin Tight
(feat. Steve Lacy) (prod. Steve Lacy, Bryan Schwaller, Dale Becker, Jeff Ellis, Karl Wingate, Luke Titus, & Noah McCorkle)",Track from Ravyn Lenae's album HYPNOS. Has a feature from Steve.,3:47,"May 20, 2022",Feature,Yes,https://open.spotify.com/track/4KVSdwwJ67JHu5s9vIA0zi?si=2328b3cd8edf422d
"0 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Stem Bounce(s)
0 Unavailable",Oh yeah?,,,,,,
Oh yeah?,"oh yeah?
(feat. Cecile Believe & Foushee) (prod. Steve Lacy)",Track 1 on Oh yeah?. Has backing vocals from Cecile Believe and Foushee.,2:50,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/22NHkFYbgxB2Zirj29Gbp8?si=fb6c0e82274947b6
Oh yeah?,"is it cool?
(feat. SZA, Foushee & Ravyn Lanae) (prod. Caleb Laven, Guillaume Panloup, Jacob Johnston, Jon Castelli, Karl Wingate, Matthew Castellanos, Matt Martians & Ruiairi O'Flaherty)","Track 2 on Oh yeah?. Released as a single on June 26th, 2026. Has a feature from SZA with backing vocals from Foushee and Ravyn Lanae.",2:54,"Jun 26, 2026",Album Track,Yes,https://open.spotify.com/track/4olWlfIzbDyD53NhWyvdDJ?si=0d19334412af49f3
Oh yeah?,"the feeling
(prod. Alice Smith, Guillaume Panloup, Jacob Johnston, Luka Kloser, Matthew Castellanos, Nicholas Weiss & Sean Matsukawa)","Track 3 on Oh yeah?. Released as a single on June 5th, 2026.",4:35,"Jun 5, 2026",Album Track,Yes,https://open.spotify.com/track/3SoarlzPEiF7NgSeGsh44S?si=aca22a3075c942fe
Oh yeah?,"pure colour
(feat. Erykah Badu) (prod. Steve Lacy & Nightfeelings)",Track 4 on Oh yeah?. Has a feature from Erykah Badu.,3:26,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/4BgZNZ8hKrfyU4jiCKoAIg?si=d5276518ff63480b
Oh yeah?,"show you me
(prod. Steve Lacy)",Track 5 on Oh yeah?.,3:06,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/4f50UTC41M2Ah5itifSGE5?si=b759083a6b5b46a2
Oh yeah?,"doom
(prod. Steve Lacy)",Track 6 on Oh yeah?.,3:22,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/3kKPZFQse4LtbnMRhnAlEO?si=9f7aaed6453349ac
Oh yeah?,"nothing
(prod. Steve Lacy)
(nuthin)",Track 7 on Oh yeah?. Speculated to be the track that was mentioned in Steve's TheCut article.,2:29,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/3lIHa4fUwNKOCSS5k3Za0i?si=3181cccf593e4a8d
Oh yeah?,"lovesexdrugbomb
(feat. Cecile Believe) (prod. Steve Lacy, Michael Uzowuru & Nightfeelings)",Track 8 on Oh yeah?. Has a feature from Cecile Believe.,3:56,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/4cPmWicSiYsqRQAzBey7h3?si=ffc23892d4814829
Oh yeah?,"nice shoes / in your world
(prod. Steve Lacy, Matthew Castellanos, Nicholas Weiss, Guillaurne Panloup, Sean Matsukawa, Neal Pogue, Bernie Grundman)",Track 9 on Oh yeah?. Has a longer intro and a new mix. The beatswitch that can be briefly heard on the single version of the song has now been extended with new lyrics and production.,9:03,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/3HiQJBnNtDkugJdUasvFl9?si=d4a6d51a9fbb4a09
Oh yeah?,"bebe
(prod. Steve Lacy & Marius de Vries)",Track 10 on Oh yeah?. Advertised as a bonus track for the album.,2:47,"Jul 17, 2026",Album Track,Yes,https://open.spotify.com/track/4SDXk4sWVBIJBHC9bv8i9u?si=abb86f8f137d4a58
Oh yeah?,"Nice Shoes
(prod. Steve Lacy, Matthew Castellanos, Nicholas Weiss, Guillaurne Panloup, Sean Matsukawa, Neal Pogue, Bernie Grundman)","Single version of Nice Shoes, released on August 15th, 2025. Has a different mix and is significantly shorter than the album version.",3:15,"Aug 15, 2025",Single,Yes,https://open.spotify.com/track/26RtX0MphIh9C7ZWJEogJL?si=aeb5d3a246e64ffd
Oh yeah?,"Malcolm Todd - Do That Again
(prod. Steve Lacy, Charlie Ziman, Jackson Tracy, Jonah Cochran, Jon Castelli & Ruairi O'Flaherty)",Track from Malcolm Todd's album Do That Again. Has backing vocals and production from Steve.,,"Jun 5, 2026",Production,Yes,https://open.spotify.com/track/2Tb1HPRqpk36EY73NBgyni?si=7ddf3608280e49ac
