Era,Name,Notes,File Date,Leak Date,Full Length,BPM,Available Length,Quality,Link(s)
Days Before Rodeo,"King Krule - Neptune Estate (Remix) [Session]
(feat. Travis Scott) 
[prod. King Krule, Rodaidh McDonald & Travis Scott]","Session for the solo Travis demos. Leaked August 21, 2024.",,"Aug 21, 2024",,,Full - HQ,,Pillowcase
,Production,(Doesn't include songs that he's also featured on),,,,,,,
Days Before Rodeo,"Kanye West - Power (Remix) [Instrumental]
[prod. Travis Scott]","OG Filename: Power 2013 
Dated October 15, 2013. Leaked December 15, 2022.",,"Dec 15, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Days Before Rodeo,"Kanye West - Roses and Revolvers [Session]
[prod. Mike Dean & Travis Scott]","Possibly leaked October 9, 2023.",,"Oct 9, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
,For / Pre-Travis,"(Unused beats, or early versions before Travis got them)",,,,,,,
Days Before Rodeo,"Dreams
[prod. Honorable C.N.O.T.E.]","OG Filename: DREAMS INST
Instrumental that likely went unused. Was bounced on June 25, 2014, and was returned to in February 2015 when ""Drunk"" was being recorded. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Rodeo,Antidote [Vocal Take],A vocal take featuring Travis recording some backing vocals and adlibs. Leaked in mid-late 2019.,,,,,Full - HQ,,Pillowcase
Rodeo,Dis Side [Demo | Acapella],"OG Filename: TRAVIS THIS SIDE ACAPPELLA2
Leaked sometime in mid-2019.",,,,,Full - HQ,,Pillowcase
Rodeo,"Drunk [Demo | Instrumental]
[prod. Allen Ritter]","OG Filename: Joy_2
Instrumental used for the first demo. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Rodeo,I Can Tell [Demo | Acapella],"Used to create a fake ""Pressure*"" edit.",,,,,N/A,,
Rodeo,"Marietta [Instrumental]
[prod. Metro Boomin & Allen Ritter]","The instrumental that the third freestyle from ""Marietta"" was performed over. Leaked January 19, 2023.",,"Jan 19, 2023",,,Partial - HQ,,Pillowcase
Rodeo,"Nightcrawler [Demo | Instrumental]
[prod. Southside, Metro Boomin, TM88 & Allen Ritter]","Version of the instrumental used for Nightcrawler_28. Leaked sometime in late 2019 - early 2020. Unofficially bounced, hence why Keef can be heard slightly.",,,,,Full - HQ,,Pillowcase
Rodeo,"Pray 4 Love [TV Track 1]
(feat. The Weeknd)
[prod. Illangelo, The Weeknd, Ben Billions & Mike Dean]","OG Filename: Pray For Love Mike Mix 9 TV Track No Hook
Unheard TV track; presumably has open hooks.",,,,,N/A,,
Rodeo,"Pray 4 Love [TV Track 2]
[prod. Illangelo, The Weeknd, Ben Billions & Mike Dean]","OG Filename: Pray For Love Mike Mix 9 TV Track no weeknd
TV track with no Weeknd; mostly open instrumental and some backing vocals. Leaked August 20, 2020.",,"Aug 20, 2020",,,Full - HQ,,KrakenFiles
Rodeo,"Pray 4 Love [TV Track 3]
(feat. The Weeknd)
[prod. Illangelo, The Weeknd, Ben Billions & Mike Dean]","OG Filename: Pray For Love Mike Mix 9 TV Track with weeknd
Unheard TV track with The Weeknd. ",,,,,N/A,,
Rodeo,"Wasted [Demo | Instrumental]
[prod. Metro Boomin & Ging]","OG Filename: winehouse13 BPM 270 NEW DRUMS1
Instrumental for the earliest versions of the song. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Rodeo,"Wine and Hennessy [Instrumental Demo]
[prod. Metro Boomin & Allen Ritter]","OG Filename: Audio 2_02
Early version of the instrumental; no vocals were recorded. The audio cuts out at some points as the beat was being actively worked on. Leaked September 7, 2022.",,"Sep 7, 2022",,,Full - HQ,,Pillowcase
,Features,,,,,,,,
Rodeo,"Big Sean - All Your Fault [Acapella]
(feat. Kanye West)","OG Filename: All Your Fault - Acapella rkMIX 9 REV MASTERED DK
Unknown when this surfaced.",,,,,Full - HQ,,Pillowcase
Rodeo,"Big Sean - All Your Fault [Instrumental]
[prod. Kanye West, OGWebbie, Nashiem Myrick, Mano & Noah Goldstein]","OG Filename: All Your Fault - Instrumental rkMIX 9 REV MASTERED DK
Leaked sometime in 2018.",,,,,Full - HQ,,Pillowcase
Rodeo,"Metro Boomin - Blue Pill [Demo | Instrumental]
[prod. Metro Boomin]","OG Filename: blue pillz 5 bpm 133
Leaked on YouTube on November 19, 2020. OG file leaked January 17, 2023.",,,,,Full - HQ,,KrakenFiles
Rodeo,"Metro Boomin - Blue Pill [Dry Acapella 1]
(feat. Travis Scott)","OG Filename: Tracking_07
Appears to be the first recorded version. Leaked April 17, 2019.",,"Apr 17, 2019",,,Full - HQ,,Pillowcase
Rodeo,"Metro Boomin - Blue Pill [Dry Acapella 2]
(feat. Travis Scott)","OG Filename: Tracking_09
Raw acapella for ""fiyaya ruff 2.0"". Likely leaked April 17, 2019.",,"Apr 17, 2019",,,Full - HQ,,Pillowcase
Rodeo,"Metro Boomin - Blue Pill [Session]
(feat. Travis Scott)
[prod. Metro Boomin]","OG Filename*: Blue Pill For Metro
Session for 'Blue Pill'. Leaked March 4, 2026.",,"Mar 4, 2026",,,Full - HQ,,Mega
,Production,(Doesn't include songs that he's also featured on),,,,,,,
Rodeo,Rihanna - Bitch Better Have My Money [Acapella],"OG Filename: R-BITCH BETTER HAVE MY MONEY-travis and dep ver.1.ACA
Final acapella. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,KrakenFiles
Rodeo,"Rihanna - Bitch Better Have My Money [Instrumental]
[prod. Deputy, Kanye West, Travis Scott & WondaGurl]","OG Filename: R-BITCH BETTER HAVE MY MONEY-travis and dep ver.1.INSTR
Final instrumental. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,Pillowcase
Rodeo,"Rihanna - Bitch Better Have My Money [Multitracks]
[prod. Deputy, Kanye West, Travis Scott & WondaGurl]","Final multitracks; shows that Travis did the 808. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,Google Drive
,For / Pre-Travis,"(Unused beats, or early versions before Travis got them)",,,,,,,
Rodeo,"Kanye West - Piss on Your Grave [Stems]
[prod. Kanye West, Charlie Heat, Noah Goldstein & Mike Dean]","Stems for the Kanye version, before it was given to Travis. Dated October 2, 2014, though it was recorded much earlier. Leaked sometime in late 2022.",,,,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Goosebumps [Instrumental]
[prod. Cardo, Cubeatz & YeX]",Final instrumental. Unknown when this surfaced.,,,,,Full - HQ,,Pillowcase
Birds,"Goosebumps [Instrumental Demo]
[prod. Cardo, Cubeatz & YeX]","OG Filename: GooseBumps BPM65
Has sections that are pitched down, and the second drop is different. Leaked January 17, 2023.",,"Jan 17, 2023",,,Full - HQ,,Pillowcase
Birds,"Goosebumps [TV Track 1]
[prod. Cardo, Cubeatz & YeX]","OG Filename: Goosbumps Mike Mix 4 tv track_06 (No Kendrick)
TV track with faded out vocals and no Kendrick Lamar, for performing over. Leaked November 2, 2024.",,"Nov 2, 2024",,,Full - HQ,,Pillowcase
Birds,"Goosebumps [TV Track 2]
(feat. Kendrick Lamar)
[prod. Cardo, Cubeatz & YeX]","OG Filename: Goosbumps Mike Mix 4 tv track_06
Second TV track with faded out vocals as well and Kendrick Lamar, for performing over. Leaked November 2, 2024.",,"Nov 2, 2024",,,Full - HQ,,Pillowcase
Birds,"Guidance [Vocal Stab Stem]
[prod. dF]","OG Filename: Guidance x Travis Scott (New Vocal Stabs)
New vocal stabs made for Travis's version by dF. Leaked October 12, 2023.",,"Oct 12, 2023",,,Full - HQ,,Pillowcase
Birds,"Lose [Instrumental]
[prod. Vinylz, Ging, Mike Dean & Allen Ritter]","OG Filename: Lose mike dean add rough inst
Near-final instrumental. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Birds,"Serenade [Instrumental]
[prod. MIKE DEAN]","OG Filename: Mike 7
Instrumental that sounds similar to 'Demo 3'.",,,,,N/A,,
Birds,"Sweet Sweet [TV Track]
[prod. Murda Beatz, Cubeatz & Mike Dean]",TV track that only has adlibs. Additionally features Mike Dean using an electric guitar in the outro.,,,,,N/A,,
Birds,"Through the Late Night [Multitracks]
(feat. Kid Cudi)
[prod. Cardo & Cubeatz]
(AKA: Day and Night Pt. 2)","Stems referred to as ""Day and Night Pt. 2"", dated 2017. Unused vocal takes found alongside them were used to create a fake demo.",,,,,N/A,,
Birds,"Through the Late Night [Stems]
(feat. Kid Cudi)
[prod. Cardo & Cubeatz]","Instrumental and acapella stems. Snippet leaked December 16, 2022.",,,,,Snippet - HQ,,Pillowcase
Birds,"Way Back [Instrumental Demo]
[prod. Cashmere Cat]","OG Filename: SINTESTE
Original instrumental for the second half of ""Way Back"" made by Cashmere Cat. Has some additional production towards the end that was removed. Leaked October 12, 2023.",,"Oct 12, 2023",,,Full - HQ,,Pillowcase
Birds,"Way Back [TV Track]
[prod. Hit-Boy, Honorable C.N.O.T.E., Cashmere Cat, Rogét Chahayed & Mike Dean]","OG Filename [?]: Way Back Mike Dean Tour Mix 6
Tour mix with only Cudi's vocals present, and an extended intro. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Birds,"Wonderful [Demo | Instrumental]
[prod. T-Minus & Boi-1da]","OG Filename: bopp
Version of the instrumental used for the solo demos. Leaked sometime after mid-2019.",,,,,Full - HQ,,Pillowcase
Birds,"Wonderful [TV Track 1]
(feat. The Weeknd)
[prod. T-Minus, Boi-1da, Mike Dean & Travis Scott]","OG Filename: Wonderful Mike Dean Mix 10 TV Track_03
Performance version with open sections for Travis; all of the Weeknd's vocals, plus Travis's adlibs, are present. Leaked October 7, 2019.",,"Oct 7, 2019",,,Full - HQ,,Pillowcase
Birds,"Wonderful [TV Track 2]
(feat. The Weeknd)
[prod. T-Minus, Boi-1da, Mike Dean & Travis Scott]","Another performance version with open sections for both the Weeknd and Travis. Leaked September 27, 2022.",,"Sep 27, 2022",,,Full - HQ,,Mega
,Features,,,,,,,,
Birds,"Kanye West - Can U Be [Session]
(feat. Travis Scott)
[prod. Havoc]
(AKA: Pressure)","OG Filename*: trav uzi pressure
Session for the Travis Scott bridge on ""Pressure"". Leaked May 26, 2024.",,"May 26, 2024",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - Champions [Acapella]
(with Travis Scott & Co.)","OG Filename: Champions AK M1 ACC (6.3.16)
Acapella for an early version. Leaked November 30, 2023.",,"Nov 30, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - Champions [Stems]
[prod. Kanye West, A-Trak, Lex Luger, Mike Dean, Fonzworth Bentley, Charlie Heat & Noah Goldstein]","OG Filename: Champions.19 C 44.1 mix 25 explicit long (quavo middle deleted) printing mixes stemming stems 
Stems for a version made after release. Leaked September 21, 2022.",,"Sep 21, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - Champions [TV Track]
(with Travis Scott & Co.)
[prod. Kanye West, A-Trak, Lex Luger, Mike Dean, Fonzworth Bentley, Charlie Heat & Noah Goldstein]","OG Filename: Champions AK M1 TV (6.3.16)
TV track for an early version. Leaked November 30, 2023.",,"Nov 30, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,CyHi The Prynce - I'm Fine [Demo | Instrumental],"OG Filename: I'm Fine (Bb Minor 121bpm)
Instrumental for the earlier demos. Leaked January 18, 2023.",,"Jan 18, 2023",,,Full - HQ,,Pillowcase
Birds,"Kanye West - FML [Stems 1]
(feat. Travis Scott)
[prod. Hudson Mohawke]"," Earliest known version with Kanye vocals. Leaked on February 17, 2022. The audio cuts off slightly early like several Kanye demos from around this time.",,"Feb 17, 2022",,,Full (Almost) - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - FML [Stems 2]
(feat. Travis Scott)
[prod. Hudson Mohawke]","Slightly later version dated January 6, 2016 (not labelled as such, but that's when the files were bounced). Leaked May 8, 2022.",,"May 8, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - FML [Stems 3]
(feat. Travis Scott)
[prod. Kanye West, Keyon Christ, Hudson Mohawke & Andrew Dawson]","Later version dated January 17, 2016. Leaked March 12, 2022.",,"Mar 12, 2022",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - FML [Harpsichord Stems]
[prod. Darren King]","Leaked January 31, 2023.",,"Jan 31, 2023",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Kanye West - FML [Instrumental]
(feat. Travis Scott)
[prod. Darren King & Hudson Mohawke]","OG Filename: FML DK (INSTR) 
Instrumental for the Darren King version of ‘FML’. Leaked February 28, 2024.",,"Feb 28, 2024",,,Full - HQ,,N/A - LEGAL ISSUES
Birds,"Juicy J - No English [Instrumental]
[prod. Lex Luger, TM88 & DJ Spinz]","OG Filename: No English - INST ts
Near-final instrumental. Leaked October 9, 2023.",,"Oct 9, 2023",,,Full - HQ,,Pillowcase
Birds,"Juicy J - No English [TV Track]
(feat. Travis Scott)
[prod. Lex Luger, TM88 & DJ Spinz]","OG Filename: No English - TV ts
TV track with only Travis's hook present. Leaked October 9, 2023.",,"Oct 9, 2023",,,Full - HQ,,Pillowcase
Birds,Rihanna - Pose [Acapella],"OG Filename: R-POSE-Update.1.ACA
Final acapella. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,Pillowcase
Birds,"Rihanna - Pose [Instrumental]
[prod. Hit-Boy, Travis Scott & Kuk Harrell]","OG Filename: R-POSE-Update.1.INSTR
Final instrumental. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,Pillowcase
Birds,"Rihanna - Woo [Acapella]
(feat. Travis Scott)","OG Filename: R-WOOO-update.3.ACA
Final acapella. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,Pillowcase
Birds,"Rihanna - Woo [Instrumental]
[prod. Hit-Boy & Travis Scott]","OG Filename: R-WOOO-update.3.INSTR
Final instrumental. Leaked January 5, 2022.",,"Jan 5, 2022",,,Full - HQ,,KrakenFiles
"Huncho Jack, Jack Huncho","Best Man [Acapella]
(with Quavo)","OG Filename: Best Man Mike Dean Mix 10 accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Best Man [Instrumental]
[prod. Wheezy, C4 & MIKE DEAN]","OG Filename: Best Man Mike Dean Mix 10 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Best Man [TV Track]
(with Quavo)
[prod. Wheezy, C4 & MIKE DEAN]","OG Filename: Best Man Mike Dean Mix 10 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Black & Chinese [Acapella]
(with Quavo)","OG FIlename: Black And Chinese Mike Dean Mix 8 accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Black & Chinese [Instrumental]
[prod. Southside]","OG Filename: Black And Chinese Mike Dean Mix 8 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Black & Chinese [TV Track]
(with Quavo)
[prod. Southside]","OG Filename: Black And Chinese Mike Dean Mix 8 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Dubai Shit [Acapella]
(with Quavo; feat. Offset)","OG Filename: Dubai Shit Mike Dean Mix 6 accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Dubai Shit [Instrumental]
[prod. Vinylz, OZ, Gud & Yung Lean]","OG Filename: Dubai Shit Mike Dean Mix 6 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Dubai Shit [TV Track]
(with Quavo; feat. Offset)
[prod. Vinylz, OZ, Gud & Yung Lean]","OG Filename: Dubai Shit Mike Dean Mix 6 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Eye 2 Eye [Acapella]
(with Quavo; feat. Takeoff)","OG Filename: Eye To Eye Mike Dean Mix 8 accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Eye 2 Eye [Instrumental]
[prod. Murda Beatz & Felix Leone]","OG Filename: Eye To Eye Mike Dean Mix 8 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Eye 2 Eye [TV Track]
(with Quavo; feat. Takeoff)
[prod. Murda Beatz & Felix Leone]","OG Filename: Eye To Eye Mike Dean Mix 8 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Go [Acapella]
(with Quavo)","OG Filename: Go Mike Dean Mix 7 accapella mastered
Final acapella, re-mixed in 2018 for performances. Possibly leaked in August 2020.",,,,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Go [Instrumental]
[prod. Vinylz, Cubeatz & Allen Ritter]","OG Filename: Go Mike Dean Mix 7 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Go [TV Track]
(with Quavo)
[prod. Vinylz, Cubeatz & Allen Ritter]","OG Filename: Go Mike Dean Mix 7 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","How U Feel [Acapella]
(with Quavo)","OG Filename: Feel How U Feel Mike Dean Mix 7 accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","How U Feel [Instrumental]
[prod. Pas Beats, Yipsy & Desroisers]","OG Filename: Feel How U Feel Mike Dean Mix 7 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","How U Feel [TV Track]
(with Quavo)
[prod. Pas Beats, Yipsy & Desroisers]","OG Filename: Feel How U Feel Mike Dean Mix 7 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Huncho Jack [Acapella]
(with Quavo)","OG Filename: Huncho Jack Mike Dean Mix 10 accapella mastered
Final acapella, re-mixed in 2018 for performances. Leaked January 17, 2023, if it didn't leak earlier.",,"Jan 17, 2023",,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Huncho Jack [Instrumental]
[prod. Murda Beatz, Illmind & MIKE DEAN]","OG Filename: Huncho Jack Mike Dean Mix 10 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Huncho Jack [TV Track]
(with Quavo)
[prod. Murda Beatz, Illmind & MIKE DEAN]","OG Filename: Huncho Jack Mike Dean Mix 10 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Modern Slavery [Acapella]
(with Quavo)","OG Filename: Modern Slavery Mike Dean Mix 4 accapella mastered
Final acapella, re-mixed in 2018 for performances. Leaked September 22, 2021.",,"Sep 22, 2021",,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Modern Slavery [Instrumental]
[prod. Buddah Bless]","OG Filename: Modern Slavery Mike Dean Mix 4 instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Modern Slavery [TV Track]
(with Quavo)
[prod. Buddah Bless]","OG Filename: Modern Slavery Mike Dean Mix 4 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Moonrock [Acapella]
(with Quavo)","OG Filename: Moon Rock Mike Dean Mix 5 Acapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Moonrock [Instrumental]
[prod. Vinylz, Cubeatz & Allen Ritter]","OG Filename: Moon Rock Mike Dean Mix 5 Instrumental mastered
Final instrumental, re-mixed in 2018 for performances. Leaked sometime in mid-late 2019.",,,,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Moonrock [TV Track]
(with Quavo)
[prod. Vinylz, Cubeatz & Allen Ritter]","OG Filename: Moon Rock Mike Dean Mix 5 TV mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Motorcycle Patches [Acapella]
(with Quavo)","OG Filename: Motorcycle Patches Mike Dean Mix 9 Accapella mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Motorcycle Patches [Instrumental]
[prod. Southside, TM88, Supah Mario & Ging]","OG Filename: Motorcycle Patches Mike Dean Mix 9 Instrumental mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Motorcycle Patches [TV Track]
(with Quavo)
[prod. Southside, TM88, Supah Mario & Ging]","OG Filename: Motorcycle Patches Mike Dean Mix 9 tv track mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Saint [Acapella]
(with Quavo)","OG Filename: Saint Mike Dean Mix 7 ACCAPELLA mastered
Final acapella, re-mixed in 2018 for performances. Leaked September 22, 2021.",,"Sep 22, 2021",,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Saint [Instrumental]
[prod. Murda Beatz & Illmind]","OG Filename: Saint Mike Dean Mix 7 INSTRUMENTAL mastered
Final instrumental, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Saint [TV Track]
(with Quavo)
[prod. Murda Beatz & Illmind]","OG Filename: Saint Mike Dean Mix 7 TV mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Saint Laurent Mask [Acapella]
(with Quavo)","OG Filename: Saint Laurent Mast Mike Dean Mix 6 ACCAPELLA mastered
Final acapella, re-mixed in 2018 for performances.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Saint Laurent Mask [Instrumental]
[prod. Buddah Bless & MIKE DEAN]","OG Filename: Saint Laurent Mast Mike Dean Mix 6 INSTRUMENTAL mastered
Final instrumental, re-mixed in 2018 for performances. Leaked October 19, 2023.",,"Oct 19, 2023",,,Full - HQ,,Pillowcase
"Huncho Jack, Jack Huncho","Saint Laurent Mask [TV Track]
(with Quavo)
[prod. Buddah Bless & MIKE DEAN]","OG Filename: Saint Laurent Mast Mike Dean Mix 6 TV mastered
TV track made in 2018.",,,,,N/A,,
"Huncho Jack, Jack Huncho","Where U From [Acapella]
(with Quavo)","OG Filename: Where U From Mike Dean Mix 6 ACCAPELLA mastered
Final acapella, re-mixed in 2018 for performances. Leaked September 22, 2021.",,"Sep 22, 2021",,,Full - HQ,,Pillowcase
