Era,Name,Notes,Track Length,File Date,Leak Date,Available Length,Quality,Link(s)
Ongoing,"Shaboozey - ???
(feat. Gunna)","Intended for Shaboozey's album ""The Outlaw Cherie Lee & Other Western Tales"". Snippet surfaced on July 19, 2026.",,,"Jul 19, 2026",Snippet,Lossless,https://pillows.su/f/7a7e9ec28d719d349d95030d4339f792
Ongoing,"Young Thug - God's Sight [V2]
(feat. Rylo Rodriguez) (prod. Wheezy)
(Best of Me, Vader)",Version of God's Sight with a Rylo Rodriguez verse in place of Gunna's verse.,,,"Jul 18, 2026",Snippet,High Quality,https://pillows.su/f/18f06d1d4fb47d6e905dfabe7634e01d
DS4EVER,"love all y'all
(prod. Wheezy)
(penthouse in the hills, life, beliefs)","OG Filename: LOVE ALL YALL Prod WHEEZY
First previewed by Gunna in an Instagram story on September 22, 2021. Previewed several times in December of 2022. Initially purported to be produced by Taurus. CDQ snippet surfaced on April 28, 2026. Another snippet surfaced on May 18, 2026. Was slated for a $1,000 groupbuy on May 19, 2026, but failed due to lack of participation. Previewed by Booka on June 1, 2026. Leaked alongside ""margiela steppers"" on June 24, 2026 after a successful $1,200 groupbuy.",2:49,,"Jun 24, 2026",OG File,CD Quality,https://pillows.su/f/3f73fdb5034cbe4ac0f8ac0dede69315
a Gift & a Curse,"margiela steppers
(prod. Turbo)
(margiala steppers)","OG Filename: MARGIALA STEPPERS Prod Turbo 3
Throwaway dated February 11, 2023 and re-encoded on April 22, 2023. Snippet surfaced on April 24, 2026. Leaked on June 24, 2026 alongside ""love all y'all"" after a successful $1,200 groupbuy. Lossless file surfaced on July 26, 2026.",2:34,"Feb 11, 2023","Jun 24, 2026",OG File,Lossless,"https://pillows.su/f/92ee8b8da983037ff1dbff04d6f9c7f9
https://pillows.su/f/8ff357465694a412338f3aee0e7b9280"
Drip Season 2,Neimans,"Previewed in GunnaHub on June 9, 2026.",,,"Jun 9, 2026",Snippet,CD Quality,https://pillows.su/f/0d4e609ce3a5d56040ad0d5887874c10
Drip or Drown,"Gettin' it In
(prod. Wheezy & TM88)","Previewed in GunnaHub on June 9, 2026.",,,"Jun 9, 2026",Snippet,CD Quality,https://pillows.su/f/c23b988b3f539ef1ec9e4becb59f23a5
DS4EVER,"a mink [V1]
(prod. Turbo)","OG Filename: A MINK Prod TURBO (NEW)
Open verse demo of ""a mink"". Snippet surfaced on April 25, 2026. Leaked on June 6, 2026.",2:06,,"Jun 6, 2026",OG File,CD Quality,https://pillows.su/f/277d05cca5c4dd3c2e698676ca138c66
Drip or Drown 2,"Lil Keed - Keed Talk to 'Em
(feat. Gunna) (prod. Wheezy)
(Trap Out the Trackhawk)","OG Filename: Keed Talk To Em - Track 7 - Gunna
Previewed in GunnaHub on February 12, 2026. File veracity unconfirmed.",3:00,"Jan 2, 2019","Jun 5, 2026",OG File,Lossless,https://pillows.su/f/8bb386d857e894981f3d05151fbffa3e
Ongoing,"Asake - ???
(feat. Gunna)
(In the Cut)","Previewed in GunnaHub on May 12, 2026. Leaked heavily tagged on June 4, 2026.",2:58,,"Jun 4, 2026",Tagged,CD Quality,https://pillows.su/f/2d3b69a614651aebeb970cd181624c28
Drip or Drown 2,"Nascar [V1]
(prod. Hendrix Smoke)","OG Filename: NASCAR (ROCKSTAR)
Throwaway from 2018. Vocals from this song's session were sent to Kid Angel and Smokepurpp, among others.",2:24,,"Jun 3, 2026",OG File,High Quality,https://pillows.su/f/8448501c600022caf4834ba091e529d1
Untitled (2022),"can't go for that
(prod. Metro Boomin)","OG Filename: 3 CANT GO FOR THAT Prod METRO
Snippet surfaced on April 28, 2026. Another snippet surfaced on May 18, 2026. Uses an early version of the instrumental for The Weeknd - ""Cry for Me"", which samples ""I Wanna Be the One"" by The S.O.S. Band. Leaked on May 25, 2026 after a successful $1,000 groupbuy.",2:44,,"May 25, 2026",OG File,CD Quality,https://pillows.su/f/db34391be3755edf1f7e6d05d3122e76
Ongoing,"How it Is
(prod. Byrd)","Previewed by Gunna on May 19, 2026.",,,"May 19, 2026",Snippet,Low Quality,https://pillows.su/f/0abcc7ba3765144913353e32c316474e
Drip Season 3,"Safe House [V1]
(feat. Lil Yachty) (prod. Turbo)","OG Filename: GUNNA- SAFE HOUSE x YATCHY(TURBO)
Version of Lil Yachty - ""Safe House"" with a 3rd chorus and no slowdown. Title implies the song originally belonged to Gunna. Recorded on December 21, 2017.",3:00,,"May 18, 2026",OG File,CD Quality,https://pillows.su/f/483d9141e8df24c30bcedbb3014c0144
DS4EVER,"Quavo - Chocolate [V1]
(feat. Young Thug & Gunna) (prod. DJ Durel & Rott)
(Chotolate)","OG Filename: QUAVO x THUG x GUNNA - CHOTOLATE (Durel)
Rough mix of ""Chocolate"" with a full Quavo verse instead of Takeoff's verse.",3:28,,"May 17, 2026",OG File,CD Quality,https://pillows.su/f/abe83e6460fa4325f13a16e23d287974
a Gift & a Curse,"devil's business
(prod. Turbo)","Previewed in GunnaHub on May 15, 2026.",3:17,,"May 15, 2026",Snippet,High Quality,"https://pillows.su/f/9484b1debe54c54f5ffb2fc050ffdb87
https://pillows.su/f/97edcc92221cf41c50e8b77cc77d2ab0
https://pillows.su/f/d63cb39e3cb8f2f7284bdee5d0af64e6
https://pillows.su/f/ab8b9874a93034d7bbbc64ff0e43931b"
Collaboration with Offset,"Follow My Lead
(with Offset) (prod. Turbo & Omar Grand)","OG Filename: FOLLOW MY LEAD - Prod Turbo x Omar
Previewed in GunnaHub on May 1, 2026. Leaked on May 14, 2026 after a successful $700 groupbuy.",2:40,"Mar 28, 2025","May 14, 2026",OG File,Lossless,https://pillows.su/f/d02f29c050c6e350ef14ea085895f906
WUNNA,"⭐ END OF THE DAY
(prod. Turbo)","OG Filename: END OF THE DAY. Prod. Turbo
OG File (Metadata): End Of The Day. Prod. Turbo
Snippet surfaced on March 24, 2026. Another snippet was posted on May 1, 2026. Leaked on May 12, 2026 after a successful $800 private-buy-to-leak.",2:16,,"May 12, 2026",OG File,CD Quality,https://pillows.su/f/ed6c8e6428fc4926e82f5bdef7b1c5f4
Ongoing,"Hurricane Wisdom - Where it's Goin'
(feat. Gunna) (prod. Getro, Gentlebeatz, & Hellion)
(Having Motion, Floor It)","OG Filename: HURRICANE - WHERE ITS GOIN X GUNNA
OG Filename 2: HW x GUNNA FLOOR IT Prod GETRO x GENTLE x HELLION 1
A music video was previewed on April 25, 2026. CDQ snippet surfaced on April 26, 2026. Leaked on May 8, 2026.",2:33,"Mar 26, 2026","May 8, 2026",OG File,High Quality,https://pillows.su/f/05da201202ae092ebc0b5ca5f627c987
Drip or Drown 2,"Can't Leave Without It [V1]
(feat. 21 Savage & Lil Baby) (prod. Wheezy & CuBeatz)","OG Filename: GUNNA X BABY X 21- CANT LEAVE WITHOUT IT
Version of 21 Savage - ""Can't Leave Without It"" with a longer Gunna verse. Title implies the song originally belonged to Gunna. Gunna's verse is the last, and is separate from Lil Baby's. Previewed in 2018. Snippet surfaced in GunnaHub in 2024. Leaked as a bonus in a successful $600 groupbuy for ""Spit Propane"".",4:12,,"May 6, 2026",OG File,CD Quality,https://pillows.su/f/fcc37d749a9791f65aa571c4f5c0c7c5
DS4EVER,"so committed
(prod. Turbo, Kenny Stuntin, Louis Oblin, & Off & Out)
(sky is the limit)","OG Filename: SO COMMITTED Prod TURBO x KENNY 2
First previewed on October 29, 2021. Previewed in GunnaHub on April 23, 2026. Leaked on May 6, 2026 after a successful private-buy-to-leak.",2:44,,"May 6, 2026",OG File,CD Quality,https://pillows.su/f/288d262afb43fe104e4e75aea5164446
a Gift & a Curse,"⭐ i just [V4]
(prod. AJ Stay Workin & Ghetto Guitar)
(playboy bunny, odell beckham)","OG Filename: I JUST Prod. AJ x ghetto Grt NEW
Version of ""I JUST"" exported in 2023, with the lyric ""I pass the lil' bitch to Lil Gotit"" changed to ""I'll go have Lil Gotit adopted"". Snippet surfaced on April 23, 2026. Another snippet surfaced on May 2, 2026. Leaked as a bonus in a successful $600 groupbuy for ""Spit Propane"". Lossless file surfaced on July 26, 2026.",3:04,"Feb 17, 2023","May 6, 2026",OG File,Lossless,"https://pillows.su/f/077d7ef23a26016e958bdaece4a6c67e
https://pillows.su/f/bb3cd45f8fba370ad06b46def632d22e"
Collaboration with Offset,"Spit Propane
(with Offset) (prod. Turbo)","OG Filename: SPIT PROPANE x Set - Prod Turbo
Previewed in GunnaHub on April 29, 2026. Leaked after a successful $600 groupbuy.",2:46,,"May 6, 2026",OG File,CD Quality,https://pillows.su/f/538b31b501ee368ed744f9fc9ba42500
Drip Harder,"Drip Too Hard [V1]
(with Lil Baby) (prod. Turbo)
(Bad Little Bitch)","OG Filename: Lil Baby X Gunna- Bad Little Bitch (Mix)
Version of track 12 on Drip Harder, ""Drip Too Hard"", with an alternate vocal mix that has louder adlibs and more autotune on Gunna's verse. Turbo's tag plays earlier. Surfaced as a bonus in a successful $1,500 groupbuy for ""Practice What You Preach"".",2:25,,"May 5, 2026",OG File,CD Quality,https://pillows.su/f/a05ef18288ba76e7ee5604167990a2b7
Drip Harder,"Drip Too Hard [V2]
(with Lil Baby) (prod. Turbo)
(Bad Little Bitch)","OG Filename: Lil Baby X Gunna- Bad Little Bitch (Mix) 2
Second mix of ""Drip Too Hard"". Similar to V1, but vocals are slightly quieter. Surfaced as a bonus in a successful $1,500 groupbuy for ""Practice What You Preach"".",2:25,,"May 5, 2026",OG File,CD Quality,https://pillows.su/f/f1df5f7bf03e5a77c2c471d0c170bd6d
Drip Harder,"Drip Too Hard [V3]
(with Lil Baby) (prod. Turbo)
(Bad Little Bitch)","OG Filename: Lil Baby X Gunna- Bad Little Bitch (Mix) 3
Third mix of ""Drip Too Hard"". Has no autotune. Surfaced as a bonus in a successful $1,500 groupbuy for ""Practice What You Preach"".",2:26,,"May 5, 2026",OG File,CD Quality,https://pillows.su/f/6ebd19bec06de4b9ee45d9b62b55d7c5
Drip Harder,"Drip Too Hard [V4]
(with Lil Baby) (prod. Turbo)
(Bad Little Bitch)","OG Filename: Lil Baby X Gunna- Bad Little Bitch (Mix) 4
Fourth mix of ""Drip Too Hard"". Similar to V3, but quieter. Surfaced as a bonus in a successful $1,500 groupbuy for ""Practice What You Preach"".",2:26,,"May 5, 2026",OG File,CD Quality,https://pillows.su/f/9506dce1a6473a6c3465e84acff1c2c2
Drip or Drown 2,"⭐ Practice What You Preach
(prod. Turbo & Wheezy)
(Relay That)","OG Filename: GUNNA-PRACTICE WHAT YOU PREACH (TURBOWHZY)
Mentioned by Turbo on September 1, 2018. Previewed by NDOH on April 7, 2018. Previewed in GunnaHub on December 28, 2024. Leaked on May 5, 2026 after a successful $1,500 groupbuy.",3:12,,"May 5, 2026",Full,High Quality,https://pillows.su/f/5b50e3767cce330f8c142a945876b5da
Drip or Drown 2,"Big Shot [V1] (Tagged)
(prod. Turbo & Ghetto Guitar)","OG Filename: GUNNA- BIG SHOT (WATERMAKED)
Similar to V1, but tagged for clearance.",2:58,,"May 3, 2026",Tagged,CD Quality,https://pillows.su/f/43db0a36c9130886e565c5d55429e7b4
Drip or Drown 2,"One Call [V1] (Tagged)
(prod. Turbo & Ghetto Guitar)","OG Filename: GUNNA- ONE CALL(WATERMAKED)
Same as V1, but tagged for clearance.",3:16,,"May 3, 2026",Tagged,CD Quality,https://pillows.su/f/8fe4639d0aec4059bb42beadb61adad6
Drip or Drown 2,"Richard Millie Plain [V1] (Tagged)
(prod. Turbo & Ghetto Guitar)","OG Filename: GUNNA- RICHARD MILLIE PLAIN WATERMARK
Rough mix of track 5 on Drip or Drown 2, ""Richard Millie Plain"". Tagged for clearance.",3:20,,"May 3, 2026",Tagged,CD Quality,https://pillows.su/f/f9e248979386cf3722e7c7e38c201c0a
WUNNA,"BLINDFOLD [V3]
(feat. Lil Baby) (prod. Wheezy)","OG Filename: GUNNA - BLINDFOLD feat Lil Baby
Rough mix of track 9 on WUNNA, ""BLINDFOLD"", with no Wheezy tag.",2:34,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/2a50a9d67ea1e2d06cbf6ed827f532a7
WUNNA,"DO BETTER [V1]
(prod. Psymun, Jasper Harris & Wheezy)","OG Filename: 15. Gunna - Do Better - Mix 1
Rough mix of track 15 on WUNNA, ""DO BETTER"". Has no Wheezy tag.",2:32,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/453a589b47202bc9e85ba4c82eae338c
WUNNA,"DON'T PLAY AROUND [V3]
(prod. Aviator Keyyz & Outtatown)","OG Filename: 14. Gunna - Dont Play Around - Prod Keyyz - Mix 1_3.wav
Slightly alternate mix of track 16 on WUNNA, ""DON'T PLAY AROUND"". Converted from WAV to M4A by iMessage on November 28, 2019.",3:10,"Nov 28, 2019","May 3, 2026",OG File,Low Quality,https://pillows.su/f/16a70aa8ba1ad72584527d11b15e9ea0
WUNNA,"SKYBOX [V1]
(prod. Taurus)
(GETTING HIGH)","OG Filename: GETTING HIGH Prod. Taurus - Flo
Rough mix of track 7 on WUNNA, ""SKYBOX"", with a much quieter instrumental.",2:57,"Nov 25, 2019","May 3, 2026",OG File,Low Quality,https://pillows.su/f/54c497dd1b331c53737696ab35bb8dee
WUNNA,"WUNNA [V1]
(prod. Turbo)","OG Filename: 01 WUNNA Prod. Turbo
Rough mix of ""WUNNA"" with an alternate intro and a full outro. The synth in the background is louder.",2:48,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/f5e59e8947d2a34b9ad2523db9cc3348
WUNNA,"NASTY GIRL [V1]
(prod. Wheezy & Thank You Fizzle)","OG Filename: 11. NASTY GIRL MIX 1
Rough mix of the first half of track 12 on WUNNA, ""NASTY GIRL / ON CAMERA"", with additional adlibs and no outro.",2:09,"Jan 26, 2020","May 3, 2026",OG File,Low Quality,https://pillows.su/f/9a18f520fb76caf02c939678240d6825
WUNNA,"ON CAMERA [V3]
(prod. Taurus)
(CAMERA)","OG Filename: CAMERA MIX 3
Rough mix of the second half of track 12 on WUNNA, ""NASTY GIRL / ON CAMERA"". Has a shorter intro with additional adlibs. Samples Duett - ""Seychelles"".",1:23,"Jan 9, 2020","May 3, 2026",OG File,High Quality,https://pillows.su/f/faf004a9be88cb76989766a0f9f8bd8f
DS4EVER,"banking on me [V3]
(with Metro Boomin) (prod. Metro Boomin & Peter Lee Johnson)
(on me, banking, get tired of you)","OG Filename: get tired of you_Main V3
Third mix of ""banking on me"". Has no bass guitar.",3:20,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/7432b076b23aa159546fd7e42aa25156
DS4EVER,"die alone [V2]
(prod. LNKmusic, Ambezza & DJ Cash)","OG Filename: DIE ALONE Only Gunna Vrs
Version of ""die alone"" exported with only Gunna's vocals. Has no autotune, adlibs, or background vocals.",2:10,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/74afbbc18e155e81c3ca64d044166c18
DS4EVER,"flooded [V8]
(prod. Young Twix)","OG Filename: FLOODED MIX 8
Eighth mix of track 15 on DS4EVER, ""flooded"". Still missing producer tag; has a louder mix than V1.",2:31,"Sep 29, 2021","May 3, 2026",OG File,High Quality,https://pillows.su/f/f3c59e0f005096fdd021a50b346c6416
DS4EVER,"life of sin [V1]
(prod. Dez Wright & Wheezy)
(life a scene)","OG Filename: 03. LIFE A SCENE Prod WHEEZY-1
Open verse version of ""life of sin"".",2:52,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/e7ac8550597ac3353def0c7474789008
DS4EVER,"life of sin [V2]
(prod. Dez Wright & Wheezy)
(life a scene)","OG Filename: LIFE A SCENE Single Vrs
Version of ""life of sin"" with no Nechie verse.",1:50,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/ec8acac7cd537598e8585cac279a5c07
DS4EVER,"livin wild [V6.5]
(prod. Turbo & Hey McNab)
(why me baby)","OG Filename: WHY ME BABY MIX 6.5
Version of ""livin wild"" dated October 21, 2021. Has an alternate outro with the bass guitar mixed louder. The intro contains Turbo's tag.",2:35,"Oct 21, 2021","May 3, 2026",OG File,High Quality,https://pillows.su/f/4fd09f653553affc5a109dc87d1880ae
DS4EVER,"P power [V4]
(feat. Drake) (prod. Metro Boomin)
(pussy power)","OG Filename: 06. Pussy Power (88.2k)_Main Mix V3.2_L2
Version of ""P power"" featuring Drake. Converted from WAV.",3:13,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/d90f3e4347a2a71bf939fa2ea6085294
DS4EVER,"Post Malone - I Cannot Be (A Sadder Song) [V1]
(feat. Gunna & Chlöe)
(How Can I)","OG Filename: HOW CAN I - GUNNA X POST x CHLOE
Version of Post Malone - ""I Cannot Be (A Sadder Song)"" with a Chlöe verse and a different instrumental, among other differences.",4:07,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/9e42044764832d5ef9b1d2256b89dce2
a Gift & a Curse,"alright [V3]
(prod. Cubeatz, Fresh Ayr, Jojokelete, & Klimperboy)","OG Filename: ALRIGHT Prod Joliver 3
Rough mix of track 15 on a Gift & a Curse, ""alright"". Missing some adlibs.",3:03,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/0c3af0c69aae276a2218146640d91f42
a Gift & a Curse,"back at it [V3]
(prod. Omar Grand & Cam Griffin)","OG Filename: BACK AT IT Prod CAM n O 3
Version of ""back at it"" without Turbo's drums. Has a slightly longer outro. Chorus and first verse have different lyrics. Has some adlib differences.",3:13,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/6aeb0cb00106c467ac469c69646e4bfe
a Gift & a Curse,"back at it [V4]
(prod. Turbo, Omar Grand, & Cam Griffin)","OG Filename: BACK AT IT 4_1
Rough mix of ""back at it"". Retains the original lyrics and slightly longer outro from V3.",3:13,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/8c8fdeb61c2f9ca8d501a2668e860c97
a Gift & a Curse,"back to the moon [V4]
(prod. Wheezy & Ayo Sim)","OG Filename: BACK TO THE MOON Prod Wheezy_4
Fourth version of ""back to the moon"". Similar to V3. Dated February 11, 2023 and re-encoded on April 22, 2023. Lossless file surfaced on July 26, 2026.",3:13,"Feb 11, 2023","May 3, 2026",OG File,Lossless,"https://pillows.su/f/9bed4642c6efa9d7b61b3f0a64124ef7
https://pillows.su/f/c0f34933215bd690fc7ad20e2b08e3be"
a Gift & a Curse,"back to the moon [V5]
(prod. Kenny Stuntin & Ayo Sim)","OG Filename: BACK TO THE MOON Nu Nu BEAT
Rough mix of ""back to the moon"". Likely the first version with Kenny Stuntin's drums. Still has the original lyrics.",3:13,,"May 3, 2026",OG File,CD Quality,https://pillows.su/f/a689df74b19bfad745029f61a31ef38e
