Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
HAPPY 2 BE HERE WITH YOU,"Takis - Wait For Me - Chicho Remix
(feat. Ant Clemons & Goody Grace) (prod. Chicho, Takis, Goody Grace, Milan D'Agostini & Nick Henriques)",,,"Apr 22, 2022",Feature,Yes,
HAPPY 2 BE HERE WITH YOU,"Takis - Wait For Me
(feat. Ant Clemons & Goody Grace) (prod. Takis, Goody Grace, Milan D'Agostini & Nick Henriques)",,,"Apr 22, 2022",Feature,Yes,
HAPPY 2 BE HERE WITH YOU,"Takis - Wait For Me - RYVN Extended Remix
(feat. Ant Clemons & Goody Grace) (prod. Takis, Goody Grace, Milan D'Agostini, Nick Henriques & RYVN)",,,"Apr 22, 2022",Feature,Yes,
HAPPY 2 BE HERE WITH YOU,"Takis - Wait For Me - Nalestar Extended Remix
(feat. Ant Clemons & Goody Grace) (prod. Takis, Goody Grace, Milan D'Agostini, Nalestar & Nick Henriques)",,,"Apr 22, 2022",Feature,Yes,
HAPPY 2 BE HERE WITH YOU,"Takis - Wait For Me - Chicho Extended Remix
(feat. Ant Clemons & Goody Grace) (prod. Chicho, Takis, Goody Grace, Milan D'Agostini & Nick Henriques)",,,"Apr 22, 2022",Feature,Yes,
HAPPY 2 BE HERE WITH YOU,"Nakkia Gold - Past
(feat. Ant Clemons) (prod. 1500 or Nothin' & Larrance Dopson)","Single for Nakkia Gold's album ""Like Girls"". Written by Dylan Del Olmo, Chris Payton, Quintin 'Q' Gulledge, Lamont Webster Clinton Jr., Nakia Shonte Mason, MyGuyMars, Larrance Dopson, Cardiak & Ant Clemons. Mixed by Dylan Del Olmo. Engineered by Dylan Del Olmo & Yilun (Jason) Zhang. Mastered by Colin Leonard. Was taken off streaming.",,"Dec 1, 2022",Feature,No,"https://soundcloud.com/user-130723363/past-with-ant-clemons?si=bb038d2c52674a12846d12ac434c54a0&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
https://pillows.su/f/39055486dbeab62692ed822067da5b95"
HAPPY 2 BE HERE WITH YOU,"Dreamville - Jack
(feat. Ant Clemons, Buddy & EARTHGANG",,,"Mar 3, 2023",Feature,,
HAPPY 2 BE HERE WITH YOU,"Dinner Party - Insane
(feat. Ant Clemons) (prod. Terrace Martin & Sounwave)","Single by Jazz supergroup Dinner Party. Would later appear on their album ""Enigmatic Society"". Written by Terrace Martin, Robert Glasper, Kamasi Washington, Mark Spears, Ant Clemons & James Mtume.",,"Mar 8, 2023",Feature,Yes,https://open.spotify.com/track/0RGYP9RGSXfAGFjSrDyhIQ?si=3d784aaacec340cb
HAPPY 2 BE HERE WITH YOU,"Ye Ali - All Summer
(feat. Ant Clemons)",,,"Aug 23, 2024",Feature,,
HAPPY 2 BE HERE WITH YOU,"Luck - All the Diamonds - Remix
(feat. Ant Clemons)",,,"Dec 13, 2024",Feature,,
HAPPY 2 BE HERE WITH YOU,"MDJI & 500k - PEACE&LOVE/BYURSIDE
(feat. Ant Clemons & KayCyy)",,,"Jun 17, 2025",Feature,,
HAPPY 2 BE HERE WITH YOU,ON MY MIND,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,PETITE,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,YOU AND YOUR BODY,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,OBSESSED,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,SOFA,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,SINGING IN THE RAIN,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,COULDN'T BE ME,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,MORE THAN A FRIEND,,,"Sep 26, 2025",Album Track,,
HAPPY 2 BE HERE WITH YOU,MEMORIES,,,"Sep 26, 2025",Album Track,,
"0 OG File(s)
0 Full
0 Tagged
0 Partial
0 Snippet(s)
0 Stem Bounce(s)
0 Unavailable",4Play II,,,,,,
4Play II,"Quentin Miller - Lost Time.
(feat. Ant Clemons) (prod. Quentin Miller, Ant Clemons & Smplgtwy)","Track 4 on Quentin Miller's album ""X.X²"". Written by Quentin Miller & Ant Clemons.",,"Oct 10, 2025",Feature,Yes,https://open.spotify.com/track/0P10e3tAuagsBCV4kcEyfG?si=9c3c381165384f08
4Play II,"Erick Sermon - God Mode
(feat. Ant Clemons, Conway the Machine & The Game)",,,"Dec 5, 2025",Feature,Yes,
4Play II,Uh Uh Uh,,,"Dec 12, 2025",Other,,
4Play II,Coming Soon,,,"Jan 16, 2026",Other,,
4Play II,"Come Over
(feat. Mario)",,,"Jan 16, 2026",Other,,
4Play II,"Head To Toe
(feat. Charlie Wilson, Ty Dolla $ign & Slim)",,,"Jan 16, 2026",Other,,
