Era,Name,Tracklist,Image,Date Made,Quality,Source,Link(s)
Enter the Wu-Tang (36 Chambers),Protect Ya Neck,"Released on a 12-inch.

Wu-Tang Side
A1. Protect Ya Neck (Radio Edit)
A2. Protect Ya Neck (Bloody Version)
A3. Protect Ya Neck (Instrumental)

Shaolin Side
B1. After The Laughter Comes Tears (Vocal)
B2. After The Laughter Comes Tears (Instrumental)",,"Tracklist dates to:
December 14, 1992",,Firsthand,
Enter the Wu-Tang (36 Chambers),Enter the Wu-Tang (36 Chambers),"Early tracklist, not much is known about this tracklist other then it has 10-12 tracks and Run Ya Garments, Wu-Tang Clan Ain't Nuthing Ta F' Wit, Bring Da Ruckus, After The Laughter, Method Man and Life Is Hectic where considered.

1-12. ???
#?. Bring Da Ruckus
#?. Wu-Tang Clan Ain't Nuthing Ta F' Wit
#?. Run Ya Garments
#?. After The Laughter
#?. Life Is Hectic
#?. Method Man",,"Tracklist dates to:
ca. 1993",,,
Enter the Wu-Tang (36 Chambers),Enter the Wu-Tang (36 Chambers),"An earlier tracklist was found featuring the song: ""Run Ya Garments"", which was later released as a bonus track on 8 Diagrams and excludes both of the ""7th Chamber"" parts. And there are now different ""Sides"" instead of ""Swords"".

Shaolin Side:
1. Bring Da Ruckus
2. Shame On A N****r
3. Clan In Da Front
4. Can It Be All So Simple
5. Run Ya Garments (16th Chamber)

Wu-Tang Side:
1. Da Mystery of Chessboxing
2. Wu-Tang Clan Aint Nuthing ta Fuck Wit
3. C.R.E.A.M.
4. Method Man
5. Protect Ya Neck
6. After The Laughter Come Tears",,"Tracklist dates to:
ca. July 1993
Leaked on:
ca. September 2023",,Leaked,
Enter the Wu-Tang (36 Chambers),Enter the Wu-Tang (36 Chambers),"Official tracklist for CD and streaming releases.

Shaolin Sword:
1. Bring Da Ruckus
2. Shame On A N***a
3. Clan In Da Front
4. Wu-Tang: 7th Chamber
5. Can It Be All So Simple / Intermission

Wu-Tang Sword:
6. Da Mystery Of Chessboxin'
7. Wu-Tang Clan Ain't Nuthing Ta F' Wit
8. C.R.E.A.M.
9. Method Man
10. Protect Ya Neck
11. Tearz
12. Wu-Tang: 7th Chamber (Part II) / Conclusion",,"Tracklist dates to:
November 9, 1993",,Firsthand,
Enter the Wu-Tang (36 Chambers),Enter the Wu-Tang (36 Chambers),"Official tracklist for vinyl and casette releases, that contains some noticeable differences.

Shaolin Sword:
 1. Bring da Ruckus
2. Shame on a N***a
3. Clan in da Front
4. Wu-Tang: 7th Chamber
5. Can It Be All So Simple
6. Protect Ya Neck / Intermission

Wu-Tang Sword:
7. Da Mystery of Chessboxin'
8. Wu-Tang Clan Ain't Nuthing ta F' Wit
9. C.R.E.A.M.
10. Method Man
11. Tearz
12. Wu-Tang: 7th Chamber (Part II) / Conclusion",,"Tracklist dates to:
November 9, 1993",,Firsthand,
Wu-Tang Forever,Wu-Tang Forever,"Tracklist for the official release.

1. Wu-Revolution
2. Reunited
3. For Heavens Sake
4. Cash Still Rules / Scary Hours (Still Don't Nothing Move But The Money)
5. Visionz
6. As High As Wu-Tang Get
7. Severe Punishment
8. Older Gods
9. Maria
10. A Better Tomorrow
11. It's Yourz
12. Intro
13. Triumph
14. Impossible
15. Little Ghetto Boys
16. Deadly Melody
17. The City
18. The Projects
19. Bells Of War
20. The M.G.M.
21. Dog Shit
22. Duck Seazon
23. Hellz Wind Staff
24. Heaterz
25. Black Shampoo
26. Second Coming
27. The Closing",,"Tracklist dates to:
June 3, 1997",,Firsthand,
Wu-Tang Forever,Wu-Tang Forever (European Version Deluxe),"Tracklist for the European Deluxe, that contains ""Sunshower"" and ""Projects International Remix"".

1. Wu-Revolution
2. Reunited
3. For Heavens Sake
4. Cash Still Rules / Scary Hours (Still Don't Nothing Move But The Money)
5. Visionz
6. As High As Wu-Tang Get
7. Severe Punishment
8. Older Gods
9. Maria
10. A Better Tomorrow
11. It's Yourz
12. Intro
13. Triumph
14. Impossible
15. Little Ghetto Boys
16. Deadly Melody
17. The City
18. The Projects
19. Bells Of War
20. The M.G.M.
21. Dog Shit
22. Duck Seazon
23. Hellz Wind Staff
24. Heaterz
25. Black Shampoo
26. Second Coming
27. The Closing
28. Sunshower
29. Projects International Remix",,"Tracklist dates to:
Unknown",,Firsthand,
Wu-Tang Forever,Wu-Tang Forever (Sampler),"Tracklist for the clean promo sampler release.

1. Wu-Revolution
2. Reunited
3. For Heaven’s Sake
4. Cash Still Rules / Scary Hours (Still Don't Nothing Move But The Money)
5. As High As Wu-Tang Get
6. Older Gods
7. M.G.M.
8. A Better Tomorrow
9. It’s Yourz
10. Triumph
11. Impossible
12. Little Ghetto Boys
13. The City
14. Dog Sh*t",,"Tracklist dates to:
Unknown",,Firsthand,
The W,The W,"Tracklist for the official release.

1. Intro (Shaolin Finger Jab)/Chamber Music
2. Careful (Click, Click)
3. Hollow Bones
4. Redbull
5. One Blood Under W
6. Conditioner
7. Protect Ya Neck (The Jump Off)
8. Let My Ni***s Live
9. I Can't Go To Sleep
10. Do You Really (Thang, Thang)
11. The Monument
12. Gravel Pit
13. Jah World",,"Tracklist dates to:
November 21, 2000",,Firsthand,
The W,The W,"Tracklist for all standard physical releases, the only difference from the streaming version is the inclusion of ""Clap"".

1. Intro (Shaolin Finger Jab)/Chamber Music
2. Careful (Click, Click)
3. Hollow Bones
4. Redbull
5. One Blood Under W
6. Conditioner
7. Protect Ya Neck (The Jump Off)
8. Let My Ni***s Live
9. I Can't Go To Sleep
10. Do You Really (Thang, Thang)
11. The Monument
12. Gravel Pit
13. Jah World
14. Clap",,"Tracklist dates to:
November 21, 2000",,Firsthand,
The W,The W,"Tracklist for the limited edition version that contains some bonusses.

1. Intro (Shaolin Finger Jab) / Chamber Music
2. Careful (Click, Click)
3. Hollow Bones
4. Redbull
5. One Blood Under W
6. Conditioner
7. Protect Ya Neck (The Jump Off)
8. Let My Ni***s Live
9. I Can't Go To Sleep
10. Do You Really (Thang, Thang)
11. The Monument
12. Gravel Pit
13. Jah World
14. Handclap
15. Careful (Click, Click) (Kardinal Remix)
16. It's Militant
17. Win
18. Killa Cal Lifestyle",,"Tracklist dates to:
December 9, 2002",,Firsthand,
Iron Flag,Iron Flag,"Tracklist for the official release.

1. In The Hood
2. Rules
3. Chrome Wheels
4. Soul Power (Black Jungle)
5. Uzi (Pinky Ring)
6. One Of These Days
7. Ya'll Been Warned
8. Babies
9. Radioactive (Four Assasins)
10. Back In The Game
11. Iron Flag
12. Dashing (Reasons)",,"Tracklist dates to:
December 18, 2001",,Firsthand,
Iron Flag,Iron Flag,"Promo sampler for Iron Flag hosted by Mister Cee that contains 2 tracks that feature Ol' Dirty Bastard.

1. In The Hood
2. Ya'll Been Warned
3. Take It Back To Brooklyn
4. Babies
5. Back In The Game
6. Rules
7. Exclusive Ol' Dirty Bastard Freestyle
8. UZI (Pinky Ring)",,N/A,,Firsthand,
8 Diagrams,8 Diagrams,"Tracklist for the official release.

1. Campfire
2. Take It Back
3. Get Them Out Ya Way Pa
4. Rushing Elephants
5. Unpredictable
6. The Heart Gently Weeps
7. Wolves
8. Gun Will Go
9. Sunlight
10. Stick Me For My Riches
11. Starter
12. Windmill
13. Weak Spot
14. Life Changes",,,,Firsthand,
8 Diagrams,8 Diagrams (Sampler),"Tracklist for the single LP sampler of 8 Diagrams that was released in Japan.

A1. Tar Pit
A2. Rushing Elephants
A3. Wolves
A4. Starter
A5. Weak Spot

B1. Take It Back
B2. Windmill
B3. Get Them Out Ya Way Pa
B4. Life Changes",,"Tracklist dates to:
Unknown",,Firsthand,
8 Diagrams,8 Diagrams (Limited Edition),"Tracklist for most limited edition copies. Only difference is it contains ""Tar Pit"".

1. Campfire
2. Take It Back
3. Get Them Out Ya Way Pa
4. Elephants
5. Unpredictable
6. The Heart Gently Weeps
7. Wolves
8. Gun Will Go
9. Sunlight
10. Stick Me For My Riches
11. Starter
12. Windmill
13. Weak Spot
14. Life Changes
15. Tar Pit",,"Tracklist dates to:
Unknown",,Firsthand,
8 Diagrams,8 Diagrams (European Limited Edition),"Tracklist for the European limited edition version. Only differences are that it contains ""Tar Pit"" and ""16th Chamber / O.D.B. Special"".

1. Campfire
2. Take It Back
3. Get Them Out Ya Way Pa
4. Elephants
5. Unpredictable
6. The Heart Gently Weeps
7. Wolves
8. Gun Will Go
9. Sunlight
10. Stick Me For My Riches
11. Starter
12. Windmill
13. Weak Spot
14. Life Changes
15. Tar Pit
16. 16th Chamber / O.D.B. Special",,"Tracklist dates to:
Unknown",,Firsthand,
A Better Tomorrow,A Better Tomorrow,"Tracklist for the official release.

1. Ruckus In B Minor
2. Felt
3. 40th Street Black / We Will Fight
4. Mistaken Identity
5. Hold The Heater
6. Crushed Egos
7. Keep Watch
8. Miracle
9. Preacher's Daughter
10. Pioneer The Frontier
11. Necklace
12. Ron O'Neal
13. A Better Tomorrow
14. Never Let Go
15. Wu-Tang Reunion",,"Tracklist dates to:
December 2, 2014",,Firsthand,
A Better Tomorrow,A Better Tomorrow (Vinyl Release),"Tracklist for vinyl releases that includes some instrumentals.

A1. Ruckus In B Minor
A2. Felt
A3. 40th Street Black / We Will Fight
A4. Mistaken Identity
A5. Hold The Heater

B1. Crushed Egos
B2. Keep Watch
B3. Miracle
B4. Preacher's Daughter
B5. Pioneer The Frontier

C1. Necklace
C2. Ron O'Neal
C3. A Better Tomorrow
C4. Never Let Go
C5. Wu-Tang Reunion

D1. Ruckus In B Minor (Instrumental)
D2. Mistaken Identity (Instrumental)
D3. Miracle (Instrumental)
D4. Ron O'Neal (Instrumental)
D5. Never Let Go (Instrumental)",,"Tracklist dates to:
Unknown",,Firsthand,
A Better Tomorrow,A Better Tomorrow SP,"On the 20th anniversary of Wu-Tang, a limited edition Boombotix speaker was released (limited to 3000 units) that had a sampler of the albums tracks embedded in the speaker. It includes ""Big Horn"", an exclusive song that came with this release.

1. Ruckus In B Minor
2. Ron O Neal
3. Mistaken Identity
4. Keep Watch
5. Never Let Go
6. Mistaken Identity Instrumental
7. Never Let Go Instrumental
8. Big Horn",,"Tracklist dates to:
November 14, 2014",,Firsthand,
Once Upon A Time In Shaolin,Likely Nameless At This Point,"Cilvaringz stated on the 10th of April the album was ""starting to look like a double album,"" so this could indicate it wasn't always meant to be a double album. Unknown if there ever was some kind of tracklist from this ""pre-double-LP"" version.
1-?. ???",,"Tracklist dates to:
Unknown",,Firsthand,
Once Upon A Time In Shaolin,Likely Nameless At This Point,"Version of the album with 28 songs on the potential tracklist. Cilvaringz on March 14, 2012; ""Ok, the first song of the album is edited. 27 more to go.""
1-28. ???",,"Tracklist dates to:
Unknown",,Firsthand,
Once Upon A Time In Shaolin,Likely Nameless At This Point,"Up until at least the 4th of April, 2012, the album was meant to have 25 tracks (confirmed in the now lost ""It's Coming..."" thread, started by Cilvaringz on wutangcorp.com).
1-25. ???",,"Tracklist dates to:
Unknown",,Secondary,
Once Upon A Time In Shaolin,Once Upon A Time In Shaolin,"March 2014 tracklist, previewed by Cilvaringz. Has some noticable differences. This list was based on features, and Cilvaringz said that the features on 11 were completely wrong, so we have no indication what that track could be.

Disc 1:
1. ??? (Enter)
2. ??? (The Magnificent Butchers)
3. ??? (Stone Him!)
4. Skit - Part I (Staple Town - Part I)
5. ??? (99 Cycling Swords [99 Supreme])
6. ??? (Kareem)
7. ??? (Stone Finger)
8. The Weeping Tiger
9. ??? (Brother Jozef)
10. ??? (The Ninja)
11. ???
12. ??? (Dirt Bomb Ni***z Know My Uzi Weigh A Ton)
13. Skit - Part II (Staple Town - Part III)
14. Interlude - Movie
15. In The Name Of Allah
16. Rainy Dayz Part II (Hail, Snow & Earthquakes [Rainy Dayz II])

Disc 2:
1. Intro (Nourishment)
2. ??? (Winter Windz [Lions] / The Manual [Interlude])
3. ??? (The Eighty Eight Soul Babies)
4. ??? (March of the Wooden Soldiers [Guards] – The 19th Chamber)
5. ??? (Park Hillians)
6. ??? (Bamboo)
7. ??? (Flowers Blossoming)
8. ??? (The Iron Butterfly [Revenge of the Ferocious Camay])
9. ??? (Once Upon A Time In Shaolin...)
10. ??? (Swords Stained With Royal Blood [The Fatal Flying Guillotines])
11. ??? (Piranha)
12. Diary Of A Mad Woman
13. ??? (Slain By Swords...)
14. Outro - Movie
15. Instrumental Outro",,"Tracklist dates to:
March, 2014",,Firsthand,
Once Upon A Time In Shaolin,Once Upon A Time In Shaolin,"Auction house Paddle8 was given a list of the working titles of the songs, including track durations.

Shaolin School:
1. Entrance (Intro) 1:57
2. Rivals 4:12
3. Staple Town Pt. 1 (Interlude) 0:44
4. Ethiopia 7:55
5. Handkerchief 0:49
6. Staple Town Pt. 2 (Interlude) 1:10
7. The Pillage of '88 6:52
8. Centipedes 7:14
9. The Widow's Tear 3:55
10. Sorrow 5:45
11. The Shogun 4:40
12. Blue (Interlude) 0:55
13. Semi Automatic Full Rap Fanatics 1:56
14. Staple Town Pt. 3 (Interlude) 3:30
15. The Rain 7:16

Allah School:
1. Sustenance (Intro) 0:43
2. Lions 6:08
3. Since Time Immemorial 2:32
4. The Slaughter Mill 6:31
5. The Brute 3:24
6. Iqra 7:23
7. Flowers 5:49
8. Poisoned Earth 4:34
9. Shaolin 6:14
10. Freedom (Interlude) 2:25
11. The Sword Chamber 4:05
12. Unique 2:32
13. The Bloody Page 5:09
14. The Saga Continues 6:58
15. Salaam (Outro) 1:31
16. Shaolin Soul (Exit) 3:41",,"Tracklist dates to:
ca. March 2014
Leaked on:
ca. 2015",,Secondary,
Once Upon A Time In Shaolin,Once Upon A Time In Shaolin,"The tracklist for the official release.

Shaolin School:
1. Enter
2. The Magnificent Butchers
3. Staple Town – Part I [Interlude]
4. Stone Him!
5. Kareem
6. Staple Town – Part II [Interlude]
7. 99 Cycling Swords [99 Supreme]
8. Stone Finger
9. The Weeping Tiger
10. Brother Jozef
11. The Ninja
12. Swine [Interlude]
13. Dirt Bomb Ni***z Know My Uzi Weigh a Ton
14. Staple Town – Part III [Interlude]
15. Hail, Snow & Earthquakes [Rainy Dayz II]

Allah School:
1. Nourishment [Intro]
2. Winter Windz [Lions] / The Manual [Interlude]
3. The Eighty Eight Soul Babies
4. March of the Wooden Soldiers [Guards] – The 19th Chamber
5. Park Hillians
6. Bamboo
7. Flowers Blossoming
8. The Iron Butterfly [Revenge of the Ferocious Camay]
9. Once Upon a Time in Shaolin…
10. God Degree [Interlude]
11. Swords Stained With Royal Blood [The Fatal Flying Guillotines]
12. Piranha
13. Diary of a Mad Woman
14. Slain by Swords…
15. Godspeed [Exit]
16. Shaolin Soul…",,"Leaked on:
April 19, 2024",,Secondary,
The Saga Continues,The Saga Continues,"Tracklist for the official release. Now contains ""If Time Is Money (Fly Navigation)"", as well as some name changes.

1. Wu-Tang The Saga Continues Intro
2. Lesson Learn'd
3. Fast And Furious
4. Famous Fighters (Skit)
5. If Time Is Money (Fly Navigation)
6. Frozen
7. Berto And The Fiend
8. Pearl Harbor
9. People Say
10. Family (Skit)
11. Why Why Why
12. G'd Up
13. If What You Say Is True
14. Saga (Skit)
15. Hood Go Bang!
16. My Only One
17. Message
18. The Saga Continues",,"Tracklist dates to:
October 13, 2017",,Firsthand,
The Saga Continues,The Saga Continues,"Tracklist for the test pressing of The Saga Continues. Contains some noticeable name changes. The tracks have not yet been ripped so for now only alternate versions are available.

A1. Wu-Tang The Saga Continues Intro
A2. Lesson Learn'd
A3. Fast And Furious
A4. Famous Fighters (Skit)

B1. Frozen
B2. Berto And The Fiend
B3. Pearl Harbor
B4. People Say

C1. Family (Skit)
C2. Why Why Why
C3. G'D Up
C4. If What You Say Is True
C5. Saga (Skit)

D1. Hood Go Bang!
D2. My Only One
D3. Message
D4. The Saga Continues Outro",,"Tracklist dates to:
Unknown",,Firsthand,
"Black Samson, The Bastard Swordsman",Wu-Tang: Of Mics and Men EP,"In 2019, a week after the documentary premiere, 36 Chambers Records along with Mass Appeal released a seven-track EP.

1. On That Shit Again
2. Seen A Lot Of Things
3. Project Kids (Skit)
4. Do The Same As My Brother Do
5. Yo, Is You Cheo? (Skit)
6. Of Mics And Men
7. One Rhyme (Skit)",,"Tracklist dates to:
May 18, 2019",,Firsthand,
"Black Samson, The Bastard Swordsman","Black Samson, The Bastard Swordsman","Tracklist for the original vinyl release of ""Black Samson, The Bastard Swordsman"". This tracklist is only included because the album was first released on vinyl.

A1. Sucker Free City
A2. Mandingo
A3. Roar of the Lion (The Lion's Pit)

B1. Claudine
B2. Shaolin vs. Lama
B3. Executioners From Shaolin

C1. Cleopatra Jones
C2. Warriors Two, Cooley High
C3. Let's Do It Again

D1. Dolomite
D2. Trouble Man (Outro)
D3. Charleston Blue, Legend Of A Fighter",,"Tracklist dates to:
April 12, 2025",,Firsthand,
"Black Samson, The Bastard Swordsman","Black Samson, The Bastard Swordsman","Tracklist for the streaming release of ""Black Samson, The Bastard Swordsman"".

1. Sucker Free City
2. Mandingo
3. Roar of the Lion (The Lion's Pit)
4. Claudine
5. Shaolin vs. Lama
6. Executioners From Shaolin
7. Cleopatra Jones
8. Warriors Two, Cooley High
9. Let's Do It Again
10. Dolomite
11. Trouble Man (Outro)
12. Charleston Blue, Legend Of A Fighter",,"Tracklist dates to:
April 25, 2025
Leaked on:
February 10, 2025",,Firsthand,
"Black Samson, The Bastard Swordsman","Black Samson, The Bastard Swordsman (Deluxe)","Tracklist for the deluxe release of ""Black Samson, The Bastard Swordsman"".

1. Sucker Free City
2. Mandingo
3. Roar of the Lion (The Lion's Pit)
4. Claudine
5. Shaolin vs. Lama
6. Executioners From Shaolin
7. Cleopatra Jones
8. Warriors Two, Cooley High
9. Let's Do It Again
10. Dolomite
11. Trouble Man (Outro)
12. Charleston Blue, Legend Of A Fighter
13. Sinners (Mo' Better Blues)

14. Sucker Free City (Instrumental)
15. Mandingo (Instrumental)
16. Roar of the Lion (The Lion's Pit) [Instrumental]
17. Claudine (Instrumental)
18. Shaolin vs. Lama (Instrumental)
19. Executioners From Shaolin (Instrumental)
20. Cleopatra Jones (Instrumental)
21. Warriors Two, Cooley-High (Instrumental)
22. Let's Do It Again (Instrumental)
23. Dolomite (Instrumental)
24. Trouble Man (Outro) [Instrumental]
25. Charleston Blue, Legend Of A Fighter (Instrumental)
26. Sinners (Mo' Better Blues) [Instrumental]",,,,Firsthand,
The Chambers,The 36 Chambers,"This is NOT an official project, just all the songs Wu-affiliated have made which are called after a ""chamber"". There might be a song for all of the 36 chambers, but as of currently–this is all we have.

1st Chamber: Not Available
Polluted Wisdom (2nd Chamber): La The Darkman
3rd Chamber [Grail Bars]: Cappadonna (Album)
4th Chamber: GZA
5th Chamber: Bronze Nazareth
6th Chamber: Not Available
7th Chamber: Wu-Tang Clan
7th Chamber Part II: Wu-Tang Clan
8th Chamber: Not Available
9th Chamber: Inspectah Deck
9th Chamber Part II: Inspectah Deck
9th Chamber: 9th Prince
[Visions of the] 10th Chamber: Poppa Wu (Album)
11th Chamber: Not Available
12th Chamber: Not Available
Protect Ya Neck (13th Chamber): Wu-Tang Clan
14th Chamber: Not Available
15th Chamber: Not Available
16th Chamber: Wu-Tang Clan
17th Chamber: Not Available
18th Chamber: Not Available
19th Chamber: Wu-Tang Clan

Unnumbered:
Iron God Chamber - Masta Killa, Born Chamber (Intro) - Masta Killa, Graveyard Chamber - Gravediggaz, Zig Zag Chamber - Gravediggaz, Chamber Music - Wu-Tang Clan, Hidden Chambers - Royal Fam, Poison Ring Chamber (Intro) - Cilvaringz, Poison Ring Chamber (Outro) - Cilvaringz, The Sword Chamber - Wu-Tang Clan",,N/A,,Other,
