Era,Name,Notes,Length,Release Date,Type,Streaming,Link(s)
Playa Familia,"Flying On Time
(prod. Mickey Bvss)
(I Try)","OG Filename: FLYING ON TIME -RM3-DC
Track 9 on Playa Familia",3:04,"May 17, 2017",Album Track,Soundcloud,https://soundcloud.com/yung_josh/flying-on-time-yungjosh93-x-don-toliver
Playa Familia,"Play Me
(prod. DJ YoungKash)","OG Filename: LANDR-pop da seal.wav
Track 10 on Playa Familia. Originally recorded in 2016. Uses the beat from Thouxanbanfauni's ""DJYOUNGKASH INTERLUDE""",3:08,"May 17, 2017",Album Track,Soundcloud,https://soundcloud.com/yung_josh/play-me-ft-don-toliver
,Features,,,,,,
Playa Familia,"King Khayno - Kan't Sleep
(feat. Don Toliver) (prod. AB Tha Producer)","OG Filename Kant sleep Ft Don Toliver 
Was initially released sometime in 2017 but was removed and later reuploaded on January 27, 2020",3:10,2017,Feature,Soundcloud,https://soundcloud.com/king-khayno/kant-sleep-ft-don-toliver-prod-by-ab_thaproducer281
"13 Album Track(s)
4 Single(s)
2 Feature(s)
0 Production
11 Other",Donny Womack,"(05/17/2017) Playa Famila is released
(Early 2018) (Playa Familia 2 is scrapped)
(07/08/2018) (ASTROWORLD's Hawaii sessions begin)",,,"According to Don, work for Donny Womack started about 6 or 7 months before the Miami sessions for ASTROWORLD. This is not his first studio album, it is described as a commercial mixtape. Three early tracklists have leaked, reavealing that the following unreleased tracks were being considered: ""C4,"" ""Thrasher,"" ""Options,"" ""In The Field,"" ""My City,"" ""All I See,"" ""High No More,"" ""Stove,"" and ""Time."" Donny Womack released the day before Don's breakout feature on ASTROWORLD.",,
,Album,,,,,,
Donny Womack,"Diamonds
(prod. Taz Taylor, KC Supreme & Nick Mira)","OG Filename: TazTaylor.DonToliver - Diamonds 1.0 - 2.9.18tc
Released along with a music video. Recorded on January 11, 2018",2:24,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Diva
(prod. Marcia Elo)","OG Filename: Don Toliver - DIVA
First single for ""Donny Womack,"" released along with a music video",3:21,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Issues
(prod. WillMajor & Snapz)","OG Filename: WillMajor.Snapz.Don Toliver - Issues 1.0 - 2.10.18tc
Not included on the first two ""Donny Womack"" tracklists",3:07,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Backend
(prod. Fred On Em)","OG Filename: Don_Toliver_Back_End
Second single for ""Donny Womack,"" music video released on June 8, 2018, not included in the first two ""Donny Womack"" tracklists",3:51,"Jun 11, 2018",Album Track,Yes,
Donny Womack,"Mamma Mia
(prod. Retro Future & Mad Max)","OG Filename: Don Toliver - Mama Mia - 2.9.18tc
OG Filename: Zoro.DonToliver - Mama Mia - 2.9.18tc
A music video was recorded but not released, not included on the first three ""Donny Womack"" tracklists. Recorded on February 9, 2018",2:51,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Holdin' Steel
(feat. Dice SoHo) (prod. June The Genius & RamyOnTheBeat)","OG File: Ramy.June.DonToliver.DiceSoho - Hold The Steel 1.1 - 3.31.18tc
Third single for ""Donny Womack,"" music video, not included on the first three ""Donny Womack"" tracklists",3:07,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Bang Bang
(prod. RamyOnTheBeat)","OG Filename: UnknownProducer.DonToliver - Bang Bang - 2.10.18tc
Samples & Interpolates Nancy Sinatra's ""Bang Bang."" Not included on the first three ""Donny Womack"" tracklists. Recorded on February 10, 2018",2:46,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"2 Lil Shorty
(prod. RamyOnTheBeat)","Samples ""anemone"" by slenderbodies",2:29,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Video Girl
(prod. Starkraft & Dreek Beatz)","OG Filename: DreekBeatz.8Grand.DonToliver - Video Girl 1.0 - 3.27.18tc
Not included on the first three ""Donny Womack"" tracklists",2:36,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Around
(prod. Fred On Em)","OG Filename: FredOnEm.DonToliver - Around 1.0 - 2.9.18tc
Recorded on February 9, 2018",2:48,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"AMG
(prod. Fred On Em)", OG Filename: FredOnEm.DonToliver - AMG 1.0 - 2.9.18tc,2:47,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Run Up
(prod. Fred On Em)","Fourth single for ""Donny Womack,"" released with a music video that is now unlisted on YouTube",3:01,"Aug 1, 2018",Album Track,Yes,
Donny Womack,"Talk No More
(prod. RamyOnTheBeat)","OG Filename: Ramy.DonToliver - Talk No More - 2.19.18tc
Not included on the first three ""Donny Womack"" tracklists",3:30,"Aug 1, 2018",Album Track,Yes,
,Singles,,,,,,
Donny Womack,"Diva (Single Version)
(prod. Marcia Elo)","OG Filename: Don Toliver - DIVA
First single for ""Donny Womack,"" released along with a music video",3:25,"Dec 14, 2017",Single,Soundcloud,https://soundcloud.com/dontoliver/don-toliver-diva
Donny Womack,"I Gotta
(prod. Dee B)","OG Filename: Don Toliver - I Gotta
Included on all known early Donny Womack tracklists but was likely cut due to using a beat from YouTube",2:33,"Nov 6, 2017",Single,Soundcloud,https://open.spotify.com/track/6Oa7tw2GMO4h3JH1jejwDE?si=182f462f3a174f9b
Donny Womack,"I Gotta (Radio Edit)
(prod. Dee B)","OG Filename: I GOTTA -M1- (RADIO) -JB
Version available on streaming services",2:33,"Nov 20, 2017",Single,Yes,
Donny Womack,"Diva (Single Version)
(prod. FredOnEm)",OG Filename: Don Toliver - Run Up.wav,3:02,,Single,Soundcloud,
,Features,,,,,,
Donny Womack,"Chedda Da Connect - Avatar Booty
(feat. Don Toliver) (prod. SoCal Beats)","OG Filename: Chedda da connect- Avatar Booty feat Don Toliver
Randomly released by the producer on January 19, 2021. Song is originally from 2017 when Chedda was managing Don",,,Feature,Soundcloud,https://soundcloud.com/jacquise-white/don-toliver-feat-chedda-da?utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing
Donny Womack,"Travis Scott - CAN'T SAY
(feat. Don Toliver) (prod. Sonny Digital, Ging, MIKE DEAN, London Cyr & WondaGurl)","Recorded in Hawaii during the sessions for Travis Scott's ""ASTROWORLD."" Samples ""25 Lighters"" by DJ DMD & ""Swang"" by Trae tha Truth. The track is certified platinum and debuted at #38 on the Billboard Hot 100. Music video released on February 5, 2019.",,,Feature,Yes,
,Loosies,,,,,,
Donny Womack,"Checks
(prod. RamyOnTheBeat)","OG Filename: CHECKS -LRM2- JB
This was included on the third ""Donny Womack"" tracklist",,"Apr 5, 2018",Other,Soundcloud,"https://soundcloud.com/dontoliver/checks-prod-by-ramyonthebeat
https://www.youtube.com/watch?v=Gs30cI0LfoQ&feature=emb_title"
Donny Womack,Handle [Remix],"Released on DJ Candlestick's ""Star Radio, Vol. 11""",2:23,,Other,Yes,https://open.spotify.com/track/6zf5KmzTOJE0ZiRivbAfwi?si=80b729714db04970
Donny Womack,"Make Sumn
(prod. TnTXD)","OG Filename: MAKE SOME -RM1- JB
Included on the first two Donny Womack tracklists but left off of the final release. Originally made in 2017",3:12,"Jan 23, 2018",Other,Soundcloud,https://soundcloud.com/dontoliver/make-sumn
Donny Womack,"On Call
(feat. Dice Soho) (prod. RamyOnTheBeat)",OG Filename: On Call (MASTER 1),,,Other,No,https://krakenfiles.com/view/ivqykXTaZr/file.html
Donny Womack,"Phone
(prod. Yung Lan)",OG Filename: Don Toliver - PHONE -LRM1- JB,,"Oct 31, 2018",Other,No,https://youtu.be/Kg_WQjQzwWE
Donny Womack,Smooth Talker [Remix],"Released on January 11, 2018 with DJ Tags. Remix of Yung Bans' ""4tSpoon""",,,Other,Yes,
Donny Womack,Velvet Dress [Remix],"Released on DJ Candlestick's ""Star Radio, Vol. 10"". Remix of Bryson Tiller's ""Honey""",,,Other,No,https://soundcloud.com/user-773748515/don-toliver-any-other-way
,Remixes,,,,,,
Donny Womack,"Diva [Remix]
(feat. Kevin Gates) (prod. Marcia Elo)","Released 10 months after the original, Kevin Gates is the primary artist on the remix.",,,Other,Yes,
Donny Womack,DJ Candlestick - Donny Womack [ChopNotSlop],"Was lost but then reuploaded by DJ Candlestick on SoundCloud on June 25, 2021",,,Other,Soundcloud,https://soundcloud.com/dj-stick-982013936/donny-womack-chopnotslop-remix-by-dj-candlestick-og-ron-c
Donny Womack,DJ Candlestick & OG Ron C - Diva,,,,Other,Yes,
Donny Womack,DJ Candlestick & OG Ron C - Back End,,,,Other,Yes,
"12 Album Track(s)
3 Single(s)
7 Feature(s)
0 Production
5 Other",Heaven Or Hell,"(07/08/2018) (ASTROWORLD Hawaii sessions begin)
(03/13/2020) (Heaven Or Hell is released)",,,"Don started working on his debut studio album in July 2018 at the Hawaii sessions for Travis Scott's album ASTROWORLD. ""After Party,"" ""Spaceship,"" and ""Candy"" were recorded in these sessions. ""Slippy Slide"" and ""Clap"" were both cut last-minute, as seen in a whiteboard where the final tracklist is being decided with Mike Dean. On November 24, 2020, a folder named ""Don Toliver Deluxe"" was seen on Mike Dean's computer, but nothing came of it.",,
,Album,,,,,,
Heaven Or Hell,"Heaven Or Hell
(prod. MIKE DEAN & WondaGurl)","OG Filename: 01. Heaven Or Hell Intro.wav
Originally titled ""Smoke Some,"" demo exists",,,Album Track,Yes,
Heaven Or Hell,"Euphoria
(feat. Travis Scott & Kaash Paige) (prod. MIKE DEAN & Sonic Major)","OG Filename: 02. Euphoria feat Travis Scott Kaash Paige.wav
First previewed by Kylie Jenner for an advertisement on Instagram",,,Album Track,Yes,
Heaven Or Hell,"Cardigan
(prod. Ging, Sonny Digital, MIKE DEAN, MIDO, & CVRE)","OG Filename: 03. Cardigan.wav
First previewed by Travis Scott on his documentary ""Look Mom I Can Fly"" along with Slippy Slide, which didn't make the cut. Demo of the song leaked the day after it released.",,,Album Track,Yes,
Heaven Or Hell,"After Party
(prod. Sonny Digital, CuBeatz, MIKE DEAN, Nils & Travis Scott)","OG Filename: 04. After Party.wav
First previewed on the documentary ""Look Mom I Can Fly"" with a verse from Travis Scott. Later previewed by Don and released without Travis.",,,Album Track,Yes,
Heaven Or Hell,"Wasted
(prod. Cássio)",OG Filename: 05. Wasted.wav,,,Album Track,Yes,
Heaven Or Hell,"Can't Feel My Legs
(prod. MIKE DEAN, FORTHENIGHT, FREAKEY! & WondaGurl)","OG Filename: 06. Can't Feel My Legs.wav
OG Filename: Cant-Feel-My-Legs.mp3
Second single intended for the album. The song was released alongside a music video",,,Album Track,Yes,
Heaven Or Hell,"Candy
(prod. WondaGurl, MIKE DEAN, CA$HPASSION, Travis Scott & Nkenge)",OG Filename: 07. Candy.wav,,,Album Track,Yes,
Heaven Or Hell,"Company
(prod. MIKE DEAN, CA$HPASSION, WondaGurl & Ging)",OG Filename: 08. Company.wav,,,Album Track,Yes,
Heaven Or Hell,"Had Enough
(feat. Quavo & Offset) (prod. TM88, Leon Michels, MIKE DEAN & CA$HPASSION)","09. Had Enough feat. Quavo Offset
A demo of this track leaked in April 2019, eight months before its release. The track still ended up on the ""Jackboys"" compilation album. This is Don's first collaboration with Quavo & Offset. ""Had Enough"" is the third song from ""Heaven Or Hell"" to be released. The song debuted at #52 on the Billboard Hot 100 chart.",,,Album Track,Yes,
Heaven Or Hell,"Spaceship
(feat. Sheck Wes) (prod. MIKE DEAN, Sonny Digital & Ging)",OG Filename: 10. Spaceship feat Sheck Wes.wav,,,Album Track,Yes,
Heaven Or Hell,"No Photos
(prod. CuBeatz & WondaGurl)","OG Filename: 11. No Photos.wav
The song was originally meant to have Pop Smoke featured, but Don couldn't make it to Pop Smoke's recording session. The track was recorded in the same session as the unreleased song ""Real High"" and shares similarities in lyrics",,,Album Track,Yes,
Heaven Or Hell,"No Idea
(prod. CuBeatz & WondaGurl)","OG Filename: Don T- No Idea (CASH MIX 34) - master.wav
OG Filename: 12. No Idea
First single intended for the album. The track was teased several times before release, once on Ninja's stream with Travis Scott. The song was released alongside a music video. Shortly after the Chopped and Screwed version was released, the track entered the Billboard Hot 100 chart and peaked at #43 on December 28 due to its increading popularity on TikTok. On May 22, 2020, ""No Idea"" was certified platinum.",,,Album Track,Yes,https://open.spotify.com/track/7AzlLxHn24DxjgQX73F9fU?si=f058c04752984778
,Singles,,,,,,
Heaven Or Hell,"Back Up
(feat. Wiz Khalifa) (prod. JRHITMAKER & Needlz)","Released as part of the Madden 20 Soundtrack, first collaboration between Don and Wiz Khalifa",,,Single,Yes,
Heaven Or Hell,"Best You Had
(prod. Cujo, Oh Ross & RamyOnTheBeat)","OG Filename: Best-You-Had
Don confirmed on Twitter that this track was never intended to be on ""Heaven Or Hell,"" but he put it on streaming services since the fans liked it so much",,,Single,Yes,
Heaven Or Hell,"Situation
(prod. Olivier Bassil, LukasBL, CA$HPASSION, Benjamin Lasnier & Mathaius Young)","OG Filename: Don T- Situation (CASH MIX 5.3)
Don's third single since his feature on ""Can't Say,"" originally on ""Heaven Or Hell""",,,Single,Yes,
,Features,,,,,,
Heaven Or Hell,"Sheck Wes - GANG GANG
(feat. Don Toliver, Travis Scott & Luxury Tax) (prod. WondaGurl & VOU)","Don is not listed as a feature, but he signs the chorus on this track, the music video filmed in New York City was released one day after the ""Jackboys"" album. The instrumental was first used by Mar90s on ""Blue Hunnits."" This song debuted at #46 on the Billboard Hot 100 chart",,,Feature,Yes,
Heaven Or Hell,"Travis Scott - WHAT TO DO?
(feat. Don Toliver & Sheck Wes) (prod. Sarah Schachner, Early Yellow, MIKE DEAN, Jenius & London Cyr)","Don's second collaboration with Travis Scott since ""Astroworld,"" this song debuted at #56 on the Billboard Hot 100 chart",,,Feature,Yes,
Heaven Or Hell,"Eminem - No Regrets
(feat. Don Toliver) (prod. D.A. Doman)",Don says he recorded the hook to this song just days before release. The track debuted at #84 on the Billboard Hot 100 chart,,,Feature,Yes,
Heaven Or Hell,"Greedy Macc - That Bag
(feat. Don Toliver & Silk Tha Prince)                                      ","Only released on Apple Music, not Spotify",,,Feature,No,https://music.apple.com/us/album/that-bag-feat-don-toliver-silk-the-prince/1499698064?i=1499698073
Heaven Or Hell,"Gianni - De La Hoya
(feat. Don Toliver) (prod. Jemi Black)",Don's first collaboration with an international artist,,,Feature,Yes,
Heaven Or Hell,"Jack Gilinsky - My Love
(feat. Don Toliver) (prod. J.R. Rotem)","The song was written in two hours on July 7th, 2019. During the week before its release, if you called a number then a snippet of the song would play. The song was released alongside a music video",,,Feature,Yes,
Heaven Or Hell,"NAV - Recap
(feat. Don Toliver) (prod. Cardo & Dez Wright)","Produced by Cardo & Dez Wright
The existence of this track was first revealed by Cardo via a tweet on May 1, 2020. Nav says that him and Don met in Hawaii during the ""Astroworld"" sessions. This is their first official collaboration",,,Feature,Yes,
,Remixes,,,,,,
Heaven Or Hell,DJ Candlestick - Heaven or Hell [ChopNotSlop],OG Filenames: ,,,Other,Yes,
Heaven Or Hell,DJ Purpberry - No Idea [Chopped & Screwed],"Chopped & Screwed by DJ Purpberry
A music video for the Chopped & Screwed version was uploaded a week after the song's release. This remix became popular on TikTok and caused ""No Idea"" to be Don's first solo song to chart on the Hot 100",,,Other,Yes,
Heaven Or Hell,Crooked Colours - No Idea,"Produced by Crooked Colours & WondaGurl
Only available on Spotify and YouTube, not Apple Music",,,Other,No,https://open.spotify.com/track/4DJV7e7svJP3TYQ6RdaWSG?si=e6f0b83ed641403a
Heaven Or Hell,Logic1000 - No Idea,"Produced by Logic1000 & WondaGurl
Only available on Spotify and YouTube, not Apple Music",,,Other,No,https://open.spotify.com/track/58vwxcHhtRKaAxDW6zYmKs?si=b380da340c164947
Heaven Or Hell,"Jack Gilinsky - My Love
(feat. Y2K)",Produced by J.R. Rotem & Y2K,,,Other,Yes,
