Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
SMITHEREENS,"1AM FREESTYLE [Master]
(prod. Chakra, Bēkon, The Donuts) (writ. Bēkon, Sergiu Gherman, Tyler Reese, Christopher William Cleere, Chakra, Joseph Gregory Verdi, Marius Feder & Vincent Dean Verdi)
aka. 1AM","OG Filename: J_1AM Freestyle (One AM TH MIX 3pt0)_BECKER LP MASTER.wav
Master for ""1AM FREESTYLE"" by Dale Becker.",1:53,,"Nov 24, 2025",Final Master,Full,"Lossless
(2116kbps)",Link
SMITHEREENS,Bad Feelings,"Scrapped track recorded sometime in 2019, but was bounced again later in 2021. Forceleaked on January 26th, 2024 after an unsuccessful groupbuy. It's a pretty different style for Joji to do on this track. He also has a ""rap-like"" verse on it as well.",2:48,2021,"Jan 26, 2024",Throwaway,Full,CD Quality,Link
SMITHEREENS,"Sam Dew - Before The Day Is Over [V1.1]
(prod. Justin Parker) (writ. Justin Parker & Sam Dew)","OG Filename: before the day is over 1.1 lim.mp3
Reference Track for ""Before The Day Is Over"" by Sam Dew. The track eventually made it's way to Joji. This version is more alike the released version as far as production goes.",3:55,"Aug 1, 2017","Jun 12, 2024",Reference,OG File,CD Quality,Link
SMITHEREENS,"Before The Day Is Over [V2.1 & 2.2]
(ref. Sam Dew) (prod. Justin Parker)
(writ. Justin Parker & Sam Dew)",Earlier versions confirmed by filename.,,,,Reference,Confirmed,Unavailable,
SMITHEREENS,"✨ Before The Day Is Over [V2.3]
(ref. Sam Dew) (prod. Justin Parker)
(writ. Justin Parker & Sam Dew)","OG Filename: before the day is over 2.3 joji stems M.mp3
Reference Track by Sam Dew for ""Before The Day Is Over"" with a few lyric differences. This version also has a completely different ending with added guitar and added kicks. ",4:12,"Feb 11, 2022","Jun 11, 2024",Reference,OG File,CD Quality,Link
SMITHEREENS,"Before The Day Is Over [V3.0]
(ref. Sam Dew) (prod. Justin Parker)
(writ. Justin Parker & Sam Dew)","OG Filename: before the day is over 3.0 LIM joji.mp3
Reference Track by Sam Dew for ""Before The Day Is Over"" with a few lyric differences. This version has the main piano track muted for some reason, which sounds pretty bad.",4:12,"Mar 12, 2022","Jun 11, 2024",Reference,OG File,CD Quality,Link
SMITHEREENS,"Before The Day Is Over [Reference Mix]
(prod. Justin Parker)
(writ. Justin Parker & Sam Dew)","Reference Mix for ""Before The Day Is Over"" from Jeff Ellis may exist.",,,,Mix,Confirmed,Unavailable,
SMITHEREENS,"Before The Day Is Over [Final Mix]
(prod. Justin Parker) (writ. Justin Parker & Sam Dew)","OG Filename: Before The Day Is Over JELLIS FULL MIX FOR MASTERING.wav
Final Mix of ""Before The Day Is Over"" by Jeff Ellis.",3:33,"May 17, 2022","Nov 20, 2023",Final Mix,OG File,"Lossless
(2822kbps)",Link
SMITHEREENS,"BLAHBLAHBLAH DEMO [Mix 1 - 2]
(prod. Aaron Reyes & Wonton) (writ. Aaron Reyes, Wonton & Joji)
aka. BLAHBLAHBLAH ",BLAHBLAHBLAH DEMO was mixed 2 other times by Tristian Hoogland.,,,,Mix,Confirmed,Unavailable,
SMITHEREENS,"BLAHBLAHBLAH DEMO [Final Mix]
(prod. Aaron Reyes & Wonton) (writ. Aaron Reyes, Wonton & Joji)
aka. BLAHBLAHBLAH ","OG Filename: J_BLAHBLAHBLAH Demo (New Guitar TH MIX 2pt1)
Final Mix of ""BLAHBLAHBLAH DEMO"" by Tristan Hoogland.",,,,Final Mix,Confirmed,Unavailable,
SMITHEREENS,"Die For You [Writer's Demo]
(prod. Jacob Ray, Wes Singerman & Taydex)","Reference Track for ""Die For You"" was seen on skyupsahl’s Last.fm profile.",,,,Reference,Confirmed,Unavailable,
SMITHEREENS,"Die For You [V1]
(prod. Jacob Ray, Wes Singerman & Taydex)","Version of ""Die For You"" with less vocal effects. Confirmed by skyupsahl.",,,,Demo,Confirmed,Unavailable,
SMITHEREENS,"Die For You [V2]
(prod. Jacob Ray, Wes Singerman & Taydex)","Mastered version of the one above, confirmed by skyupsahl.",,,,Demo,Confirmed,Unavailable,
SMITHEREENS,"Die For You [Reference Mix]
(prod. Jacob Ray, Wes Singerman & Taydex) (writ. Jacob Ray, 
Wes Singerman, Taydex, Dewain Whitmore & Patrick ""J.Que"" Smith)","OG Filename: Die For You - Ref Mix - 03.03.22
Filename for a reference mix from the leaked ProTools session.",,"Mar 3, 2022",,Mix,Confirmed,Unavailable,
SMITHEREENS,"Die For You [Mix A]
(prod. Jacob Ray, Wes Singerman & Taydex) (writ. Jacob Ray, 
Wes Singerman, Taydex, Dewain Whitmore & Patrick ""J.Que"" Smith)",Die For You was mixed one other time by Jeff Ellis.,,,,Mix,Confirmed,Unavailable,
SMITHEREENS,"Die For You [Final Mix]
(prod. Jacob Ray, Wes Singerman & Taydex) (writ. Jacob Ray, 
Wes Singerman, Taydex, Dewain Whitmore & Patrick ""J.Que"" Smith)","OG Filename: Die For You JELLIS FULL MIX FOR MASTERING MIX B.wav
Final Mix of ""Die For You"" by Jeff Ellis.",3:30,"Jul 22, 2022","Nov 20, 2023",Final Mix,OG File,"Lossless
(2822kbps)",Link
SMITHEREENS,"Dissolve [Writer's Demo]
(prod. Benjamin Jacob Asher Bailey* & Suburban Plaza*) (writ. Benjamin Jacob Asher Bailey*, Suburban Plaza* & Darrell Jackson*)","Reference Track for ""Dissolve"" was seen on skyupsahl’s Last.fm profile.
Possibly from Suburban Plaza.",,,,Reference,Confirmed,Unavailable,
SMITHEREENS,"Dissolve [Mix 1 - 4]
(prod. Benjamin Jacob Asher Bailey & Suburban Plaza) (writ. Benjamin Jacob Asher Bailey, Suburban Plaza & Darrell Jackson)",Dissolve was mixed 4 other times by Tristian Hoogland.,,,,Mix,Confirmed,Unavailable,
SMITHEREENS,"Dissolve [Final Mix]
(prod. Benjamin Jacob Asher Bailey & Suburban Plaza) (writ. Benjamin Jacob Asher Bailey, Suburban Plaza & Darrell Jackson)","OG Filename: J_Dissolve (TH MIX 5pt0)
Final Mix of ""Dissolve"" by Tristan Hoogland.",,,,Final Mix,Confirmed,Unavailable,
SMITHEREENS,"Lauren Sanderson - Feeling Like the End [V1]
(prod. Suburban Plaza*, Tim Randolph* & Whethan*)
aka. Feeling Like The End","In a TikTok from Lauren Sanderson, she mentioned ""Feeling Like The End"" was
a song she had written for 4 years before it was released on ""SMITHEREENS"".",,2018,,Reference,Confirmed,Unavailable,
SMITHEREENS,"Suburban Plaza - Feeling Like the End [V2]
(prod. Suburban Plaza, Tim Randolph & Whethan)
aka. Feeling Like The End",Earlier version rumored to exist by filename.,,,,Reference,Confirmed,Unavailable,
SMITHEREENS,"Suburban Plaza - Feeling Like the End [V3]
(prod. Suburban Plaza, Tim Randolph & Whethan)
aka. Feeling Like The End","OG Filename: Feeling-Like-the-End-2-(Tim-Randolph-x-Plaza-x-Whethan).mp3
OG Filename (Metadata): PLAZA FEELING LIKE THE END
Reference Track for ""Feeling Like The End"" by Suburban Plaza. 
This version has different lyrics and a more EDM style production.",3:50,,"Jul 16, 2024",Reference,OG File,"High Quality
(160kbps)",Link
SMITHEREENS,"Feeling Like The End [Mix 1]
(prod. Tim Randolph & Whethan) (writ. Tim Randolph, Whethan, Lauren Sanderson, Starrah, Suburban Plaza & Keith Varon)",Feeling Like The End was mixed one other time by Jeff Ellis.,,,,Mix,Confirmed,Unavailable,
SMITHEREENS,"Feeling Like The End [Final Mix]
(prod. Tim Randolph & Whethan) (writ. Tim Randolph, Whethan, Lauren Sanderson, Starrah, Suburban Plaza & Keith Varon)","OG Filename: J_Feeling Like The End (TH MIX 2pt0)
Final Mix of ""Feeling Like The End"" by Tristan Hoogland.",,,,Final Mix,Confirmed,Unavailable,
SMITHEREENS,"Feeling Like The End [Master]
(prod. Tim Randolph & Whethan) (writ. Tim Randolph, Whethan, Lauren Sanderson, Starrah, Suburban Plaza & Keith Varon)","OG Filename: J_Feeling Like The End (TH MIX 2pt0)_BECKER MASTER.wav
Master for ""Feeling Like The End"" by Dale Becker.",1:42,,"Nov 24, 2025",Final Master,Full,"Lossless
(2116kbps)",Link
SMITHEREENS,"Riley McDonough - Glimpse [Voice Memo]
(writ. Riley McDonough)
aka. Glimpse of Us","OG Filename: Glimpse
Voice Memo from Riley McDonough that later became the song ""Glimpse of Us"".",0:19,"Jun 14, 2019",,Voice Memo,Confirmed,Unavailable,
SMITHEREENS,"Riley McDonough - Glimpse [V2]
(writ. Riley McDonough)
aka. Glimpse of Us","OG Filename: Glimpse*
Seen in an Instagram post from Riley McDonough with other versions of the song.",1:17,"Jun 22, 2019",,Demo,Confirmed,Unavailable,
SMITHEREENS,"Riley McDonough - Glimpse [V3]
(writ. Riley McDonough)
aka. Glimpse of Us","OG Filename: Glimpse
Seen in an Instagram post from Riley McDonough with other versions of the song.",3:18,"Jun 22, 2019",,Demo,Confirmed,Unavailable,
SMITHEREENS,"Riley McDonough - Glimpse of Us [V4]
(writ. Riley McDonough)
aka. Glimpse","OG Filename: Glimpse of Us
Seen in an Instagram post from Riley McDonough with other versions of the song.",7:43,"Dec 16, 2019",,Demo,Confirmed,Unavailable,
SMITHEREENS,"Riley McDonough - Glimpse of Us [V5]
(writ. Riley McDonough)
aka. Glimpse","OG Filename: Glimpse of Us
Seen in an Instagram post from Riley McDonough with other versions of the song.",2:39,"Dec 16, 2019",,Demo,Confirmed,Unavailable,
SMITHEREENS,"✨ Riley McDonough - Glimpse of Us [V6]
(prod. Connor McDonough) (writ. Connor McDonough, 
Riley McDonough, Idarose & CASTLE)
aka. Glimpse","OG Filename: Glimpse Of Us_MaleDemo.mp3
Riley McDonough's version of ""Glimpse of Us"" with changed lyrics and other ideas.
The OG file was leaked on December 4th, 2025 along with Idarose's demo.",4:00,,"Oct 27, 2024",Reference,OG File,"High Quality
(256kbps)",Link
SMITHEREENS,"✨ Idarose - Glimpse of Us [V7]
(prod. Connor McDonough)
(writ. Connor McDonough, Riley McDonough, Idarose & CASTLE)
aka. Glimpse","OG Filename: Glimpse Of Us_FemaleDemo.mp3
Idarose's version of ""Glimpse of Us"" with changed lyrics and other ideas.
This version of the song is sung from the perspective of the girl as it's a female writer.",4:00,,"Dec 4, 2025",Reference,OG File,"High Quality
(256kbps)",Link
SMITHEREENS,"Glimpse of Us [Reference Mix]
(prod. Connor McDonough) (writ. Connor McDonough, 
Riley McDonough, Idarose & CASTLE)
aka. Glimpse","OG Filename: Glimpse Of Us - Joji - Ref Mix 03.17.22
Filename for a reference mix of ""Glimpse of Us"" seen in the ProTools session.",,"Mar 17, 2022",,Mix,Confirmed,Unavailable,
SMITHEREENS,"Glimpse of Us [Final Mix]
(prod. Connor McDonough) (writ. Connor McDonough, 
Riley McDonough, Idarose & CASTLE)
aka. Glimpse","OG Filename: Glimpse Of Us JELLIS FULL MIX FOR MASTERING
Final Mix for ""Glimpse of Us"" from Jeff Ellis.",4:08,"Apr 13, 2022","Nov 20, 2023",Final Mix,OG File,"Lossless
(2822kbps)",Link
SMITHEREENS,"Lone Ranger
(ref. Trey Campbell)
(writ. Trey Campbell)","OG Filename: Joji x Trey Campell - Lone Ranger 1.1.mp3
OG Filename (Metadata): Lone Ranger for Joji 1.1
A very rough demo with reference vocals from Trey Campbell. Joji only recorded vocals for the hook before it was scrapped. Was intended to be groupbought for $500, but it was cancelled and it later leaked on November 11th, 2023.",2:42,2021,"Nov 11, 2023",Demo,OG File,"High Quality
(191kbps)",Link
SMITHEREENS,"Daniel Wilson - Long As We're Happy [V1.1 - 1.3]
(ref. Daniel Wilson) (prod. Justin Parker)",Demos confirmed by filename.,,,,Reference,Confirmed,Unavailable,
SMITHEREENS,"Daniel Wilson - Long As We're Happy [V1.4.1]
(ref. Daniel Wilson) (prod. Justin Parker)","OG Filename: long as we're happy 1.4 LIM.mp3
Reference track from Daniel Wilson. Produced by Justin Parker.",2:57,"Feb 2, 2021","Dec 24, 2025",Reference,OG File,CD Quality,Link
SMITHEREENS,"Daniel Wilson - Long As We're Happy [V1.4.2]
(ref. Daniel Wilson) (prod. Justin Parker)","OG Filename: long as we're happy 1.4 hook LIM.mp3
Reference track from Daniel Wilson. Produced by Justin Parker.",2:56,"Feb 5, 2021","Dec 24, 2025",Reference,OG File,CD Quality,Link
SMITHEREENS,"NIGHT RIDER [Final Mix]
(prod. Joji) (writ. Joji & Isaac Sleator)","OG Filename: J_Night Rider (TH MIX 1pt0)
Final Mix of ""NIGHT RIDER"" by Tristan Hoogland.",,,,Final Mix,Confirmed,Unavailable,
SMITHEREENS,"CASTLE - Wake Up Call [V1.1]
(ref. CASTLE) (prod. D0 & T204)","OG Filename: Joji - WK UP CALL 1.1 (Riley, George Kusunoki, Joel Castillo, D0, T204).mp3
OG Filename (Metadata): WK UP CALL 1.1
Reference for Joji that seems to have him credited along with Riley McDonough. 
Possibly another reference that didn't get picked up in favor of ""Glimpse of Us"".",2:54,2020,"Oct 13, 2023",Reference,Full,"High Quality
(192kbps)",Link
SMITHEREENS,"🥇 Wake Up Call [V2]
(prod. D0 & T204)","With Joji credited on the reference track for ""Wake Up Call"", 
it's possible Joji at least recorded some vocals for the song.",,,,Throwaway,Rumored,Unavailable,
SMITHEREENS,"✨ Untitled
(prod. Joel Little*)
aka. Joel Little Demo*","Rumored OG Filename: JOJI Untitled
Untitled mumble demo from SMITHEREENS. Not one word is said throughout
it but it has good production and a good flow. Possibly produced by Joel Little.
Copyrighted as ""Joel Little Demo"".",3:09,,"Jan 26, 2024",Reference,Full,"High Quality
(256kbps)",Link
SMITHEREENS,"YUKON (INTERLUDE) [Final Mix]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)","OG Filename: J_Yukon Interlude (SOMM TH MIX 1pt0)
Final Mix of ""YUKON (INTERLUDE)"" by Tristan Hoogland.",,,,Final Mix,Confirmed,Unavailable,
SMITHEREENS,🏆 ???,"According to skyupsahl a song on SMITHEREENS had a second verse recorded for a
song but it was scrapped for unknown reasons. It's possible it was Feeling Like The End.",,,,Demo,Confirmed,Unavailable,
SMITHEREENS,"??? [OG]
(prod. Take a Daytrip, Joji & KHUSHI)
aka. Life Is Not The Same",Instrumental version before it got to James Blake.,,,,Beat,Confirmed,Unavailable,
SMITHEREENS,"Lil Yachty - Thune [V2]
(feat. Joji) (prod. Diplo*)","OG Filename: Thune rgh2.1 102521.m4a
Snippet first leaked by skyupsahl on January 14th, 2022, listing the song for sale on LEAKED.CX. Later leaked in full by toxic on LEAKED.CX. Possbly produced by Diplo.",3:11,"Oct 25, 2021","Feb 27, 2023",Demo,OG File,"High Quality
(109kbps)",Link
SMITHEREENS,"✨ Lil Yachty - Thune [V3]
(ref. Daylyt) (feat. Joji) (prod. Diplo*)","OG Filename: Joji feat.Yachty Thune alecNofx_01.m4a
Leaked by toxic on LEAKED.CX. This version has a reference verse from Daylyt, a different intro and outro and different mixing. The filename says ""Joji feat.Yachty"" meaning it was maybe given to Joji, but I really doubt it. Possbly produced by Diplo.",3:30,"Nov 3, 2021","Feb 27, 2023",Demo,OG File,"High Quality
(113kbps)",Link
SMITHEREENS,"Lil Yachty - Thune [V4]
(feat. Joji) (prod. Diplo*)","OG Filename: Joji feat.Yachty Thune open3rdVerse.26 01.m4a
Leaked by toxic on LEAKED.CX. This version has a shorter intro, an added chorus and drums, and Daylyt's verse was removed. The filename says ""Joji feat.Yachty"" meaning the song was maybe given to Joji, but I really doubt that. Possbly produced by Diplo.",4:29,"Nov 3, 2021","Feb 27, 2023",Demo,OG File,"High Quality
(113kbps)",Link
SMITHEREENS,"⭐️ Lil Yachty - Thune [V5]
(feat. Joji) (prod. Diplo*)","OG Filename: thune__MIX BUSS-St.wav
Another mix with a new fade in intro from the ProTools stems. It has 37 seconds of silence at the end for some reason. This version has the best mixing, and it's lossless.",3:43,"Nov 3, 2021","Jan 3, 2025",Feature,OG File,"Lossless
(2822kbps)",Link
"7 Full
0 Tagged
0 Partial
2 Snippet
5 Unavailable",PANDEMONIUM,"(11/04/2022) (SMITHEREENS is released)
(??/??/2025) (Joji leaves the 88rising label and forms Palace Creek)",,,"Hours after the release of ""SMITHEREENS"", Joji announced another tour with the name ""SMITHEREENS: OBLIVION"" a small tour with only three dates. But before that tour even finished, Joji announced another tour with the name ""PANDEMONIUM"", which was finished earlier than planned due to health reasons. During this time, it is possible Joji was making another project under 88rising, but was ultimately scrapped once he left the label.",,,,
PANDEMONIUM,???," On Janurary 26th 2023 Joji's engineer Frankie Ramirez teased on Instagram that he mixed a couple things for Joji, stating ""this just the precum y'all ain't seen nuttin yet"".",,2022 / 2023,"Jan 26, 2023",Unknown,Confirmed,Unavailable,
PANDEMONIUM,"???
(prod. Joji*)","Snippet of a ukulele used in a promotional video for the PANDEMONIUM tour.
Possibly done by Joji as we know he's played ukulele on many other songs, but
it's unconfirmed as of right now, but it was intentionally cut very short though...",0:03*,,"Sep 12, 2023",Beat,Snippet,High Quality,Snippet
PANDEMONIUM,"???
(prod. Joji)",Beat that was previewed in a promotional video for the PANDEMONIUM tour.,0:06*,,"Sep 12, 2023",Beat,Snippet,High Quality,Snippet
PANDEMONIUM,[Rumored rei brown Collaboration],In the same post Frankie Ramirez made teasing new music on Instagram they would use the same puzzle piece emoji (🧩) that rei brown used during the rollout for Xeno. It's confirmed that rei brown also had sessions in Janurary of 2023 which correlates.,,2023,,Unknown,Rumored,Unavailable,
PANDEMONIUM,"Daniel Wilson - I Got What I Need [V1]
(ref. Daniel Wilson) (prod. Justin Parker & Nate)","Possible OG Filename: i got what i need 1.1.mp3
Demo confirmed from the filename.",,,,OG,Confirmed,Unavailable,
PANDEMONIUM,"Daniel Wilson - I Got What I Need [V2]
(ref. Daniel Wilson) (prod. Justin Parker & Nate)","Possible OG Filename: i got what i need 2.1.mp3
Demo confirmed from the filename.",,,,Demo,Confirmed,Unavailable,
PANDEMONIUM,"Daniel Wilson - I Got What I Need [V3]
(ref. Daniel Wilson) (prod. Justin Parker & Nate)","Possible OG Filename: i got what i need 2.2 (edit1).mp3
Demo confirmed from the filename.",,,,Demo,Confirmed,Unavailable,
PANDEMONIUM,"✨ Daniel Wilson - I Got What I Need [V4]
(ref. Daniel Wilson) (prod. Justin Parker & Nate)","OG Filename: i got what i need 2.2 (edit2).mp3
Reference track from Daniel Wilson. Produced by Justin Parker & Nate.",2:58,"Jun 15, 2022","Dec 24, 2025",Reference,OG File,CD Quality,Link
PANDEMONIUM,"Riley McDonough - Just A Season [V1]
(ref. Riley McDonough)
(prod. Connor McDonough, Josh Golden & Rollo)",Reference track from McDonough Productions.,3:20,,"Dec 24, 2025",Reference,Full,"High Quality
(256kbps)",Link
PANDEMONIUM,"✨ Riley McDonough - Just A Season [V2]
(ref. Riley McDonough)
(prod. Connor McDonough, Josh Golden & Rollo)",Reference track from McDonough Productions.,3:20,,"Dec 24, 2025",Reference,Full,CD Quality,Link
PANDEMONIUM,"Daniel Wilson - Love In The Pain [V1]
(ref. Daniel Wilson) (prod. Justin Parker)","OG Filename: love in the pain (verse pre).mp3
Reference track from Daniel Wilson. Produced by Justin Parker",2:49,"Aug 26, 2022","Dec 24, 2025",Reference,OG File,CD Quality,Link
PANDEMONIUM,"Daniel Wilson - Love In The Pain [V2]
(ref. Daniel Wilson) (prod. Justin Parker)","OG Filename: love in the pain (idea).mp3
Reference track from Daniel Wilson. Produced by Justin Parker",2:49,"Aug 26, 2022","Dec 24, 2025",Reference,OG File,CD Quality,Link
PANDEMONIUM,"Daniel Wilson - Love In The Pain [V3]
(ref. Daniel Wilson) (prod. Justin Parker)","OG Filename: love in the pain (idea edit).mp3
Reference track from Daniel Wilson. Produced by Justin Parker",2:40,"Aug 29, 2022","Dec 24, 2025",Reference,OG File,CD Quality,Link
PANDEMONIUM,"Riley McDonough - O' This Christmas
(ref. Riley McDonough)","OG Filename: O This Christmas V1.mp3
Reference track from Riley McDonough. Possibly an older reference track.",3:34,,"Dec 24, 2025",Reference,Full,CD Quality,Link
"1 Full
0 Tagged
0 Partial
0 Snippet
1 Unavailable",PLUMMCORP,"(03/08/2022) (PLUMMCORP AUDIOVISUAL is trademarked)
(11/16/2024) (PLUMMCORP uploads it's last video on YouTube)",,,,,,,
PLUMMCORP,"✨ Pure Evil
(prod. Joji)","Beat by Joji that was made sometime in 2024.
Originally previewed on the ""PLUMMCORP TEXTILES"" YouTube channel,
and later uploaded to streaming services on June 25th, 2024.",1:36,2024,"Jun 14, 2024",Beat,Full,Lossless,Link
PLUMMCORP,🏆 [Unknown PLUMMCORP References],"It's unknown if any references exist for PLUMMCORP tracks.
It's possible Joji made some.",,,,Rumor,Rumored,Unavailable,
"2 Full
0 Tagged
1 Partial
2 Snippet
50 Unavailable","Piss In The Wind
aka. Egg Salad","(11/04/2022) (SMITHEREENS is released)
(02/06/2026) (Piss In The Wind is released)",,,,,,,
Piss In The Wind,"CAN'T SEE SH*T IN THE CLUB [Mix 1 - 5]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)
aka. My Leige",CAN'T SEE SHIT IN THE CLUB was mixed 5 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Cigarette [Mix 1 - 3]
(prod. Isaac Sleator & Wonton)
aka. Meloboi",Cigarette was mixed 3 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"??? [V1]
(prod. Joji)
aka. Christian Dior, Dior","Instrumental version of ""Dior"" / ""Christian Dior"".",,,,Beat,Confirmed,Unavailable,
Piss In The Wind,"Christian Dior [V2]
(prod. Joji) (writ. Joji)
aka. Dior",2024 version. Differences aren't currently known.,,2024,,Demo,Confirmed,Unavailable,
Piss In The Wind,"DYKILY [Mix 1 - 2]
(prod. Joji & Isaac Sleator)
aka. DON'T YOU KNOW I LOVE YOU",DYKILY was mixed 2 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Fade to Black [V1]
(prod. Joji & Isaac Sleator)
(writ. Joji & Isaac Sleator)",Demo version without 4batz.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"🏆 Fade to Black [V2]
(feat. 4batz) (prod. Joji & Isaac Sleator)
(writ. Joji, Isaac Sleator & 4batz)","Previewed by 4batz's neighbor (lmao) who posted a video to a Joji Reddit page.
This version has different drums and may have a different style verse from 4batz.",,,"Nov 20, 2025",Demo,Snippet,Recording,Snippet
Piss In The Wind,"Fade to Black [Rough Mix]
(feat. 4batz) (prod. Joji & Isaac Sleator)
(writ. Joji, Isaac Sleator & 4batz)","OG Filename: Fade To Black - 10.04.2025.mp3
Rough Mix of ""Fade to Black"" from Joji's engineer Frankie. Leaked in the
Joji Vault Discord Server by an anonymous user. Later surfaced on LEAKED.",1:15,"Oct 4, 2025","Nov 5, 2025",Mix,Full,"High Quality
(128kbps)",Link
Piss In The Wind,"Fade to Black [Mix 1 - Mix 5]
(feat. 4batz) (prod. Joji & Isaac Sleator)
(writ. Joji, Isaac Sleator & 4batz)",Fade to Black was mixed 4 other times by Jeff Ellis.,,,,Mix,Confirmed,Unavailable,
Piss In The Wind,"??? [Instrumental]
(prod. Isaac Sleator & Myles Avery)
aka. Forehead Touch the Ground","Instrumental version of ""Forehead Touch the Ground"".
Myles stated it was the first beat they ever made with Isaac.",,,,Beat,Confirmed,Unavailable,
Piss In The Wind,"Forehead Touch the Ground [Mix 1 - 3]
(prod. Isaac Sleator & Myles Avery)
(writ. Joji, & Isaac Sleator & Myles Avery)",Forehead Touch the Ground was mixed 3 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Don Toliver - Gray* [V1]
(prod. Roark Bailey & Azul Wynter)
aka. Fragments","The track ""Fragments"" was originally Toliver's, and was given to Joji for his album.
May have originally been titled Gray, but the filename for the released mix could've been named after Gray Hawken, as the released mix for ""Fade to Black"" does the same.",,,,OG,Confirmed,Unavailable,
Piss In The Wind,"Gray [V2]
(prod. Roark Bailey & Azul Wynter)
(writ. Azul Wynter, Don Toliver, Roark Bailey & Ryan Gray Hawken) 
aka. Fragments","An earlier version was confirmed from the filename of the released mix,
but it's unknown if Version 1 is referring to Don Toliver's version or not.",,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Horses To Water [Mix 1 - 4]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)
aka. Jarhead",Horses To Water was mixed 4 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Hotel California [Mix 1 - 6]
(prod. Sam Homaee)
(writ. Eskeerdo, Joji, James Essien & Joshua Coleman)",Hotel California was mixed 6 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"If It Only Gets Better [Mix 1 - 3]
(prod. Wonton) (writ. Joji & John Durham)
aka. Egg Salad",If It Only Gets Better was mixed 3 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"??? [V1]
(prod. Joji)
aka. Hoobastank, Last of a Dying Breed","Instrumental version of ""Last of a Dying Breed"".",,,,Beat,Confirmed,Unavailable,
Piss In The Wind,"Last of a Dying Breed [V2]
(prod. Joji) (writ. Joji)
aka. Hoobastank",2024 version. Differences aren't currently known.,,2024,,Demo,Confirmed,Unavailable,
Piss In The Wind,"Last of a Dying Breed [Mix 1 - 6]
(prod. Joji) (writ. Joji)
aka. Hoobastank",Last of a Dying Breed was mixed 6 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Love Me Better [Mix 1 - 5]
(prod. Joji & Wonton) (writ. Joji & John Durham)",Love Me Better was mixed 5 other times by Tristian Hoogland.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"LOVE YOU LESS [V1]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Fallon King & Joji)
aka. LOVE U LESS, LYL",Demo confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"LOVE YOU LESS [V2]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Fallon King & Joji)
aka. LOVE U LESS, LYL",Demo confirmed by filename.,,,,Demo,Confirmed,Unavailable,
Piss In The Wind,"LOVE YOU LESS [V3] [Rough Mix 1]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Fallon King & Joji)
aka. LOVE U LESS, LYL",Another mix from Joji's engineer Frankie.,,,,Mix,Confirmed,Unavailable,
Piss In The Wind,"LOVE YOU LESS [V3] [Rough Mix 2]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Fallon King & Joji)
aka. LOVE U LESS, LYL","OG Filename: LYL V3 Ruff Madder - 11.13.2025.mp3
Rough Mix of ""LOVE YOU LESS"" from Joji's engineer Frankie.
Hasn't leaked yet, was also said it to have ""different vocals"".",,"Nov 13, 2025",,Mix,Confirmed,Unavailable,
Piss In The Wind,"LOVE YOU LESS [Mix 1 - 8]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Fallon King & Joji)
aka. LOVE U LESS, LYL",LOVE YOU LESS was mixed 8 other times by Jeff Ellis.,,,,Mixes,Confirmed,Unavailable,
Piss In The Wind,"Past Won't Leave My Bed [V1]
(ref. XAELO) (prod. Dan Farber)
(writ. Dan Farber, XAELO)","XAELO confirmed they wrote the chorus of the song, so a reference may exist.",,,,Reference,Confirmed,Unavailable,
Piss In The Wind,"Past Won't Leave My Bed [V2]
(ref. fussy) (prod. Dan Farber)
(writ. Dan Farber, XAELO, P.J.A. Williams & Nicholas Furlong)","An earlier version registered to ASCAP credits Nicholas Furlong as a writer.
fussy is not credited on this version though, so some lines might be different.",,,,Reference,Confirmed,Unavailable,ASCAP
