Era,Name,Notes,Length,File Date,Leak Date,Type,Available,Quality,Link(s)
SMITHEREENS,"Glimpse of Us [Session]
(prod. Connor McDonough)
aka. Glimpse","OG Filename: Glimpse Of Us FULL MIX DELIVERABLES-002.zip
ProTools Session for ""Glimpse of Us"". Includes stems and unused vocal takes.",3:53,"Apr 13, 2022","Nov 20, 2023",Session,Full,Lossless,Link
SMITHEREENS,"Die For You [Session]
(prod. Jacob Ray, Wes Singerman & Taydex)","OG Filename: Die For You FULL MIX DELIVERABLES MIX B-001.zip
ProTools Session for ""Die For You"". Includes stems and unused vocal takes.",3:31,"Jul 23, 2022","Nov 20, 2023",Session,Full,Lossless,Link
SMITHEREENS,"Before The Day Is Over [Session]
(prod. Justin Parker)","OG Filename: Before The Day Is Over FULL MIX DELIVERABLES-003.zip
ProTools Session for ""Before The Day Is Over"". Includes stems and unused vocal takes.",3:33,"May 26, 2022","Nov 20, 2023",Session,Full,Lossless,Link
,TV Tracks,,,,,,,,
SMITHEREENS,"Glimpse of Us [TV Track] [V1]
(prod. Connor McDonough)","OG Filename: Glimpse Of Us JELLIS TV TRACK FOR MASTERING.wav
Mixed TV Track for ""Glimpse of Us"".",3:53,"Apr 13, 2022","Nov 20, 2023",TV Track,OG File,Lossless,Link
SMITHEREENS,"Glimpse of Us [TV Track] [V2]
(prod. Connor McDonough)","Mastered TV Track for ""Glimpse of Us"".",3:53,,,TV Track,Confirmed,Unavailable,
SMITHEREENS,"Die For You [TV Track] [V1]
(prod. Jacob Ray, Wes Singerman & Taydex)","Possible OG Filename: Die For You JELLIS TV TRACK FOR MASTERING MIX A.wav
Earlier mix of the TV Track for ""Die For You"".",3:31,,,TV Track,Confirmed,Unavailable,
SMITHEREENS,"Die For You [TV Track] [V2]
(prod. Jacob Ray, Wes Singerman & Taydex)","OG Filename: Die For You JELLIS TV TRACK FOR MASTERING MIX B.wav
Mixed TV Track for ""Die For You"".",3:31,"Jul 23, 2022","Nov 20, 2023",TV Track,OG File,Lossless,Link
SMITHEREENS,"Die For You [TV Track] [V3]
(prod. Jacob Ray, Wes Singerman & Taydex)","Mastered TV Track for ""Die For You"".",3:31,,,TV Track,Confirmed,Unavailable,
SMITHEREENS,"Before The Day Is Over [TV Track] [V1]
(prod. Justin Parker)","OG Filename: Before The Day Is Over JELLIS TV TRACK FOR MASTERING.wav
Mixed TV Track for ""Before The Day Is Over"".",3:33,"May 26, 2022","Nov 20, 2023",TV Track,OG File,Lossless,Link
SMITHEREENS,"Before The Day Is Over [TV Track] [V2]
(prod. Justin Parker)","Mastered TV Track for ""Before The Day Is Over"".",3:33,,,TV Track,Confirmed,Unavailable,
"1 Full
0 Tagged
0 Partial
0 Snippet
0 Unavailable",PANDEMONIUM,"(11/04/2022) (SMITHEREENS is released)
(??/??/2025) (Joji leaves the 88rising label and forms Palace Creek)",,,"Hours after the release of ""SMITHEREENS"", Joji announced another tour with the name ""SMITHEREENS: OBLIVION"" a small tour with only three dates. But before that tour even finished, Joji announced another tour with the name ""PANDEMONIUM"", which was finished earlier than planned due to health reasons. During this time, it is possible Joji was making another project under 88rising, but was ultimately scrapped once he left the label.",,,,
,Instrumentals,,,,,,,,
PANDEMONIUM,"Daniel Wilson - Love In The Pain [Instrumental]
(prod. Justin Parker)","OG Filename: love in the pain (inst).mp3
Instrumental for the early demos for ""Love In The Pain"". Produced by Justin Parker.",2:49,"Aug 26, 2022","Dec 24, 2025",Instrumental,OG File,CD Quality,Link
"25 Full
0 Tagged
1 Partial
1 Snippet
0 Unavailable",Piss In The Wind,"(11/04/2022) (SMITHEREENS is released)
(02/06/2026) (Piss In The Wind is released)",,,,,,,
,Acapellas,,,,,,,,
Piss In The Wind,"PIXELATED KISSES [Acapella]
(writ. Joji)","Official Acapella for ""PIXELATED KISSES"". Hosted on multiple DJ websites.",1:50,,"Oct 18, 2025",Acapella,Full,CD Quality,Link
Piss In The Wind,"PIXELATED KISSES [Clean Acapella]
(writ. Joji)","Clean Acapella for ""PIXELATED KISSES"". Hosted on the website DIGTRACKS.com.",1:50,,"Oct 18, 2025",Acapella,Full,CD Quality,Link Needed!
,Dolby Atmos Stems,,,,,,,,
Piss In The Wind,"PIXELATED KISSES [Dolby Atmos Stems]
(prod. Joji) (writ. Joji)","Dolby Atmos Stems for ""PIXELATED KISSES"".",1:50,,"Oct 14, 2025",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"If It Only Gets Better [Dolby Atmos Stems]
(prod. Wonton) (writ. Joji & John Durham)","Dolby Atmos version of ""If It Only Gets Better"".",1:09,,"Nov 4, 2025",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Past Won't Leave My Bed [Dolby Atmos Stems]
(prod. Dan Farber) (writ. Dan Farber, Joji, XAELO, P.J.A. Williams & fussy)","Dolby Atmos version of ""Past Won't Leave My Bed"".",2:46,,"Nov 7, 2025",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Cigarette [Dolby Atmos Stems]
(prod. Isaac Sleator & Wonton) (writ. Joji, Isaac Sleator & Wonton)","Dolby Atmos Stems of Track 2 on ""Piss In The Wind"".",1:51,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Last of a Dying Breed [Dolby Atmos Stems]
(prod. Joji) (writ. Joji)","Dolby Atmos Stems of Track 3 on ""Piss In The Wind"".",2:30,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"LOVE YOU LESS [Dolby Atmos Stems]
(prod. Nate Mercereau & Ricky Reed)
(writ. Alex Vickery, Ricky Reed, Fallon King, Joji & Nate Mercereau)","Dolby Atmos Stems of Track 4 on ""Piss In The Wind"".",3:21,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Love Me Better [Dolby Atmos Stems]
(prod. Joji & Wonton) (writ. Joji & John Durham)","Dolby Atmos Stems of Track 6 on ""Piss In The Wind"".",1:53,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Piece of You [Dolby Atmos Stems]
(feat. Giveon) (prod. Kenny Beats, Ninetyfour, J.Sweet & Sevn Thomas) (writ. Ninetyfour, Joji, Giveon, J.Sweet, Kenny Beats, Lily Kaplan & Sevn Thomas)","Dolby Atmos Stems of Track 7 on ""Piss In The Wind"".",2:15,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Hotel California [Dolby Atmos Stems]
(prod. Sam Homaee)
(writ. Eskeerdo, Joji, James Essien & Joshua Coleman)","Dolby Atmos Stems of Track 8 on ""Piss In The Wind"".",2:09,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Tarmac [Dolby Atmos Stems]
(prod. Isaac Sleator & Wonton)
(writ. Joji, Isaac Sleator & John Durham)","Dolby Atmos Stems of Track 9 on ""Piss In The Wind"".",1:35,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Forehead Touch the Ground [Dolby Atmos Stems]
(prod. Isaac Sleator & Myles Avery)
(writ. Joji, & Isaac Sleator & Myles Avery)","Dolby Atmos Stems of Track 10 on ""Piss In The Wind"".",1:57,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Fade to Black [Dolby Atmos Stems]
(feat. 4batz) (prod. Joji & Isaac Sleator)
(writ. Joji, Isaac Sleator & 4batz)","Dolby Atmos Stems of Track 12 on ""Piss In The Wind"".",1:16,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"CAN'T SEE SH*T IN THE CLUB [Dolby Atmos Stems]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)","Dolby Atmos Stems of Track 13 on ""Piss In The Wind"".",2:52,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Sojourn [Dolby Atmos Stems]
(prod. Dylan Brady & Kenny Beats)
(writ. Dylan Brady, Joji & Kenny Beats)","Dolby Atmos Stems of Track 14 on ""Piss In The Wind"".",2:56,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"DYKILY [Dolby Atmos Stems]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)
aka. Don't You Know I Love You*","Dolby Atmos Stems of Track 15 on ""Piss In The Wind"".",2:38,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Rose Colored [Dolby Atmos Stems]
(feat. Yeat) (prod. Isaac Sleator, BNYX, Joji & West1ne)","Dolby Atmos Stems of Track 16 on ""Piss In The Wind"".",2:34,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Silhouette Man [Dolby Atmos Stems]
(prod. Isaac Sleator, Wonton)
(writ. Joji, Isaac Sleator & John Durham)","Dolby Atmos Stems of Track 17 on ""Piss In The Wind"".",1:26,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Fragments [Dolby Atmos Stems]
(with. Don Toliver) (prod. Roark Bailey & Azul Wynter)
(writ. Azul Wynter, Don Toliver, Joji, Roark Bailey & Ryan Gray Hawken) ","Dolby Atmos Stems of Track 18 on ""Piss In The Wind"".",1:59,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Horses To Water [Dolby Atmos Stems]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)","Dolby Atmos Stems of Track 19 on ""Piss In The Wind"".",2:17,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Strange Home [Dolby Atmos Stems]
(prod. Joji & Isaac Sleator) (writ. Joji & Isaac Sleator)","Dolby Atmos Stems of Track 20 on ""Piss In The Wind"".",2:50,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
Piss In The Wind,"Dior [Dolby Atmos Stems]
(prod. Joji) (writ. Joji)","Dolby Atmos Stems of Track 21 on ""Piss In The Wind"".",1:54,,"Feb 6, 2026",Dolby Atmos,Full,CD Quality,Link
,Instrumentals,,,,,,,,
Piss In The Wind,"PIXELATED KISSES [Instrumental]
(prod. Joji)","Instrumental for ""PIXELATED KISSES"". Hosted on multiple DJ websites.",1:50,,"Oct 18, 2025",Instrumental,Full,CD Quality,Link
Piss In The Wind,"If It Only Gets Better [Instrumental]
(prod. Wonton)","Instrumental for ""If It Only Gets Better"".
First previewed in an Instagram ad on December 18th, 2025. On March 3rd, 2026, the instrumental played in the background of a video promoting the ""SOLARIS"" tour.",,,"Dec 18, 2025",Instrumental,Partial,High Quality,"Snippet #1
Snippet #2"
Piss In The Wind,"Past Won't Leave My Bed [Instrumental]
(prod. Dan Farber)","Instrumental for ""Past Wont Leave My Bed"". Previewed in the trailer for the music video.",,,"Nov 4, 2025",Instrumental,Snippet,High Quality,Snippet
Piss In The Wind,"Anyma - Beautiful [Instrumental]
(prod. Anyma)","Official Instrumental for ""Beautiful"" by Anyma.",3:35,,"Apr 3, 2026",Instrumental,Full,CD Quality,Link
